,GEM plant ID,Plant name (English),Owner,Owner GEM entity ID,Parent (English),Parent GEM entity ID,Location address,Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,Plant age,Status,Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Retired year,latitude,longitude,geometry,GID_1,within_target_boundaries,which_boundary,GID_2,GID_3,GID_4,GID_5
412,P100000120257,Baosteel Special Steel Co Ltd,Baosteel Special Metals Co Ltd,E100000127209,China Baowu Steel Group Co Ltd [100.0%],E100001000472 [100.0%],No. 1269 Shuichan Road,Wusong Industrial Zone,Shanghai,China,Eastern Asia,"31.3794220, 121.4846520",exact,65.41,retired,500.0,,,,1958,2022-05-25 00:00:00,,2023-06-01 00:00:00,2023,31.379422,121.484652,POINT (121.484652 31.379422),CHN.31,1,CHN.31,,,,
413,P100000120258,Shanxi Taigang Stainless Steel Co Ltd,Shanxi Taigang Stainless Steel Co Ltd,E100000122948,Shanxi Taigang Stainless Steel Co Ltd [100.0%],E100000122948 [100.0%],,,Shanxi,China,Eastern Asia,"37.9314880, 112.5393210",exact,27.69,operating,12460.0,8480.0,,,1998-06-11 00:00:00,,,,,37.931488,112.539321,POINT (112.539321 37.931488),,0,,,,,
414,P100000120259,Shanxi Zhongyang Iron and Steel Co Ltd,Shanxi Zhongyang Iron & Steel Co Ltd,E100000122988,Shanxi Zhongyang Iron & Steel Co Ltd [100.0%],E100000122988 [100.0%],Northern Suburb of Zhongyang County,Lvliang,Shanxi,China,Eastern Asia,"37.3707960, 111.1611180",exact,20.28,operating,3600.0,3600.0,,,2005-11-10 00:00:00,,,,,37.370796,111.161118,POINT (111.161118 37.370796),,0,,,,,
415,P100000120259,Shanxi Zhongyang Iron and Steel Co Ltd,Shanxi Zhongyang Iron & Steel Co Ltd,E100000122988,Shanxi Zhongyang Iron & Steel Co Ltd [100.0%],E100000122988 [100.0%],Northern Suburb of Zhongyang County,Lvliang,Shanxi,China,Eastern Asia,"37.3707960, 111.1611180",exact,20.28,retired,1350.0,,,,2005-11-10 00:00:00,,,,,37.370796,111.161118,POINT (111.161118 37.370796),,0,,,,,
416,P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,E100000126132,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],E100000124790 [48.0%]; E100000000155 [45.5%]; E100000132388 [6.5%],Sang,Lvliang,Shanxi,China,Eastern Asia,"37.4731100, 112.0609300",exact,41,announced,1600.0,1520.0,,,1985,,,,,37.47311,112.06093,POINT (112.06093 37.47311),,0,,,,,
417,P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,E100000126132,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],E100000124790 [48.0%]; E100000000155 [45.5%]; E100000132388 [6.5%],Sang,Lvliang,Shanxi,China,Eastern Asia,"37.4731100, 112.0609300",exact,41,mothballed,,1650.0,,,1985,,,,,37.47311,112.06093,POINT (112.06093 37.47311),,0,,,,,
418,P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,E100000126132,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],E100000124790 [48.0%]; E100000000155 [45.5%]; E100000132388 [6.5%],Sang,Lvliang,Shanxi,China,Eastern Asia,"37.4731100, 112.0609300",exact,41,operating,1400.0,1535.0,,,1985,,,,,37.47311,112.06093,POINT (112.06093 37.47311),,0,,,,,
419,P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,E100000126132,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],E100000124790 [48.0%]; E100000000155 [45.5%]; E100000132388 [6.5%],Sang,Lvliang,Shanxi,China,Eastern Asia,"37.4731100, 112.0609300",exact,41,retired,1700.0,1650.0,,,1985,,,,,37.47311,112.06093,POINT (112.06093 37.47311),,0,,,,,
420,P100000120261,Shanxi Xintai Iron and Steel Co Ltd,Shanxi Xintai Iron & Steel Co Ltd,E100000127010,Shanxi Antai Holding Group Co Ltd [100.0%],E100000127791 [100.0%],,Yi'an,Shanxi,China,Eastern Asia,"37.0750170, 111.9851480",exact,20.73,announced,,1585.0,,,2005-05-30 00:00:00,,,,,37.075017,111.985148,POINT (111.985148 37.075017),,0,,,,,
421,P100000120261,Shanxi Xintai Iron and Steel Co Ltd,Shanxi Xintai Iron & Steel Co Ltd,E100000127010,Shanxi Antai Holding Group Co Ltd [100.0%],E100000127791 [100.0%],,Yi'an,Shanxi,China,Eastern Asia,"37.0750170, 111.9851480",exact,20.73,mothballed,,550.0,,,2005-05-30 00:00:00,,,,,37.075017,111.985148,POINT (111.985148 37.075017),,0,,,,,
422,P100000120261,Shanxi Xintai Iron and Steel Co Ltd,Shanxi Xintai Iron & Steel Co Ltd,E100000127010,Shanxi Antai Holding Group Co Ltd [100.0%],E100000127791 [100.0%],,Yi'an,Shanxi,China,Eastern Asia,"37.0750170, 111.9851480",exact,20.73,operating,3000.0,1150.0,,,2005-05-30 00:00:00,,,,,37.075017,111.985148,POINT (111.985148 37.075017),,0,,,,,
423,P100000120261,Shanxi Xintai Iron and Steel Co Ltd,Shanxi Xintai Iron & Steel Co Ltd,E100000127010,Shanxi Antai Holding Group Co Ltd [100.0%],E100000127791 [100.0%],,Yi'an,Shanxi,China,Eastern Asia,"37.0750170, 111.9851480",exact,20.73,operating pre-retirement,,1100.0,,,2005-05-30 00:00:00,,,,,37.075017,111.985148,POINT (111.985148 37.075017),,0,,,,,
424,P100000120262,Shanxi Liheng Steel Co Ltd,Shanxi Liheng Iron and Steel Co Ltd,E100000126363,Shanxi Liheng Iron and Steel Co Ltd [100.0%],E100000126363 [100.0%],Xibaiji,Gaoxian,Shanxi,China,Eastern Asia,"35.7015410, 111.4267100",exact,17,retired,7000.0,3500.0,,,2002-12-31 00:00:00,,,2020,2020,35.701541,111.42671,POINT (111.42671 35.701541),,0,,,,,
425,P100000120263,Xiangfen County Xingyuan Steel Group Co Ltd,Xiangfen County Xingyuan Steel Group Co Ltd,E100000127121,Xiangfen County Xingyuan Steel Group Co Ltd [100.0%],E100000127121 [100.0%],Xiguo,Jingmao,Shanxi,China,Eastern Asia,"35.8803240, 111.3879560",exact,20.2,retired,2000.0,1850.0,,,2002-10-21 00:00:00,,2018,2023,2023,35.880324,111.387956,POINT (111.387956 35.880324),,0,,,,,
426,P100000120264,Shanxi Tongcai Industry and Trade Co Ltd,ShanXi TongCai Industry and Trade Co Ltd,E100000123203,Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],E100000123840 [51.4%]; E100000123261 [48.6%],Taizitan,,Shanxi,China,Eastern Asia,"35.6943210, 111.4293810",exact,24,operating,2780.0,2980.0,,,2002,,,,,35.694321,111.429381,POINT (111.429381 35.694321),,0,,,,,
427,P100000120264,Shanxi Tongcai Industry and Trade Co Ltd,ShanXi TongCai Industry and Trade Co Ltd,E100000123203,Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],E100000123840 [51.4%]; E100000123261 [48.6%],Taizitan,,Shanxi,China,Eastern Asia,"35.6943210, 111.4293810",exact,24,retired,2800.0,1200.0,,,2002,,,,,35.694321,111.429381,POINT (111.429381 35.694321),,0,,,,,
428,P100000120265,Changzhi Xingbao Steel Co Ltd,Lucheng Xingbao Iron & Steel Co Ltd,E100000127287,Lucheng Xingbao Iron & Steel Co Ltd [100.0%],E100000127287 [100.0%],Zhujiachuan,Shijing,Shanxi,China,Eastern Asia,"36.3324490, 113.1550900",exact,22.85,operating,1900.0,1370.0,,,2003-04-14 00:00:00,,,,,36.332449,113.15509,POINT (113.15509 36.332449),,0,,,,,
429,P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,E100000123200,Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],E100000123200 [100.0%],Xiaozhang,Senglou,Shanxi,China,Eastern Asia,"35.7018950, 110.7868260",exact,26.81,mothballed,,1220.0,,,1999-04-28 00:00:00,,,,,35.701895,110.786826,POINT (110.786826 35.701895),,0,,,,,
430,P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,E100000123200,Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],E100000123200 [100.0%],Xiaozhang,Senglou,Shanxi,China,Eastern Asia,"35.7018950, 110.7868260",exact,26.81,operating,2300.0,1250.0,,,1999-04-28 00:00:00,,,,,35.701895,110.786826,POINT (110.786826 35.701895),,0,,,,,
431,P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,E100000123200,Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],E100000123200 [100.0%],Xiaozhang,Senglou,Shanxi,China,Eastern Asia,"35.7018950, 110.7868260",exact,26.81,retired,2200.0,1230.0,,,1999-04-28 00:00:00,,,,,35.701895,110.786826,POINT (110.786826 35.701895),,0,,,,,
432,P100000120267,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,Hejin Huaxinyuan Steel & Iron Co Ltd,E100000126638,Hejin Huaxinyuan Steel & Iron Co Ltd [100.0%],E100000126638 [100.0%],Xixinfeng,Yangcun,Shanxi,China,Eastern Asia,"35.6055060, 110.6520560",exact,23.12,operating,1150.0,1190.0,,,2003-01-08 00:00:00,,,,,35.605506,110.652056,POINT (110.652056 35.605506),,0,,,,,
433,P100000120267,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,Hejin Huaxinyuan Steel & Iron Co Ltd,E100000126638,Hejin Huaxinyuan Steel & Iron Co Ltd [100.0%],E100000126638 [100.0%],Xixinfeng,Yangcun,Shanxi,China,Eastern Asia,"35.6055060, 110.6520560",exact,23.12,retired,1200.0,1100.0,,,2003-01-08 00:00:00,,,,,35.605506,110.652056,POINT (110.652056 35.605506),,0,,,,,
434,P100000120268,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd,E100000123199,Shanxi Gaoyi Steel Co Ltd [100.0%],E100000123199 [100.0%],Dizhuang,Yuncheng,Shanxi,China,Eastern Asia,"35.5868410, 111.2584360",exact,29,operating,2700.0,4001.0,,,1997,,,,,35.586841,111.258436,POINT (111.258436 35.586841),,0,,,,,
435,P100000120268,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd,E100000123199,Shanxi Gaoyi Steel Co Ltd [100.0%],E100000123199 [100.0%],Dizhuang,Yuncheng,Shanxi,China,Eastern Asia,"35.5868410, 111.2584360",exact,29,retired,,1460.0,,,1997,,,,,35.586841,111.258436,POINT (111.258436 35.586841),,0,,,,,
436,P100000120269,Licheng Taihang Iron and Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd,E100000126125,Licheng Taihang Iron & Steel Co Ltd [100.0%],E100000126125 [100.0%],Chengnan,,Shanxi,China,Eastern Asia,"36.4723030, 113.3441550",exact,25.68,operating,1700.0,618.0,,,2000-06-15 00:00:00,,,,,36.472303,113.344155,POINT (113.344155 36.472303),,0,,,,,
437,P100000120269,Licheng Taihang Iron and Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd,E100000126125,Licheng Taihang Iron & Steel Co Ltd [100.0%],E100000126125 [100.0%],Chengnan,,Shanxi,China,Eastern Asia,"36.4723030, 113.3441550",exact,25.68,retired,,560.0,,,2000-06-15 00:00:00,,,,,36.472303,113.344155,POINT (113.344155 36.472303),,0,,,,,
438,P100000120270,Shanxi Changxin Industrial Co Ltd,Shanxi Changxin Industry Co Ltd,E100000126829,Shanxi Changxin Industry Co Ltd [100.0%],E100000126829 [100.0%],No. 3 Hecheng North Road,,Shanxi,China,Eastern Asia,"36.3265890, 113.1171810",exact,37,announced,1475.0,1220.0,,,1989,,,,,36.326589,113.117181,POINT (113.117181 36.326589),,0,,,,,
439,P100000120270,Shanxi Changxin Industrial Co Ltd,Shanxi Changxin Industry Co Ltd,E100000126829,Shanxi Changxin Industry Co Ltd [100.0%],E100000126829 [100.0%],No. 3 Hecheng North Road,,Shanxi,China,Eastern Asia,"36.3265890, 113.1171810",exact,37,operating pre-retirement,1520.0,1240.0,,,1989,,,,,36.326589,113.117181,POINT (113.117181 36.326589),,0,,,,,
440,P100000120271,Shanxi Zhongsheng Iron and Steel Co Ltd,Shanxi Zhongsheng Iron and Steel Co Ltd,E100000127019,Shanxi Zhongsheng Iron and Steel Co Ltd [100.0%],E100000127019 [100.0%],,Yonggu,Shanxi,China,Eastern Asia,"35.7277760, 111.3301220",exact,19.32,construction,1650.0,,,,2006-10-27 00:00:00,,,,,35.727776,111.330122,POINT (111.330122 35.727776),,0,,,,,
441,P100000120271,Shanxi Zhongsheng Iron and Steel Co Ltd,Shanxi Zhongsheng Iron and Steel Co Ltd,E100000127019,Shanxi Zhongsheng Iron and Steel Co Ltd [100.0%],E100000127019 [100.0%],,Yonggu,Shanxi,China,Eastern Asia,"35.7277760, 111.3301220",exact,19.32,operating,,1130.0,,,2006-10-27 00:00:00,,,,,35.727776,111.330122,POINT (111.330122 35.727776),,0,,,,,
442,P100000120271,Shanxi Zhongsheng Iron and Steel Co Ltd,Shanxi Zhongsheng Iron and Steel Co Ltd,E100000127019,Shanxi Zhongsheng Iron and Steel Co Ltd [100.0%],E100000127019 [100.0%],,Yonggu,Shanxi,China,Eastern Asia,"35.7277760, 111.3301220",exact,19.32,retired,1700.0,,,,2006-10-27 00:00:00,,,,,35.727776,111.330122,POINT (111.330122 35.727776),,0,,,,,
443,P100000120272,Xiangfen County Xinjinshan Special Steel Co Ltd,Xiangfen County XinJinShan Special Steel Co Ltd,E100000126666,Fujian Huaya Group Co Ltd [64.1%]; natural person(s) [32.8%]; unknown [3.2%],E100000128135 [64.1%]; E100000123261 [32.8%]; E100000132388 [3.2%],Nanliang,Dengzhuang,Shanxi,China,Eastern Asia,"35.9348310, 111.4970700",exact,23.06,cancelled,,1220.0,,,2003-01-27 00:00:00,,2024-10-24 00:00:00,,,35.934831,111.49707,POINT (111.49707 35.934831),,0,,,,,
444,P100000120272,Xiangfen County Xinjinshan Special Steel Co Ltd,Xiangfen County XinJinShan Special Steel Co Ltd,E100000126666,Fujian Huaya Group Co Ltd [64.1%]; natural person(s) [32.8%]; unknown [3.2%],E100000128135 [64.1%]; E100000123261 [32.8%]; E100000132388 [3.2%],Nanliang,Dengzhuang,Shanxi,China,Eastern Asia,"35.9348310, 111.4970700",exact,23.06,mothballed,2200.0,1300.0,,,2003-01-27 00:00:00,,2024-10-24 00:00:00,,,35.934831,111.49707,POINT (111.49707 35.934831),,0,,,,,
445,P100000120273,Jincheng Fusheng Iron and Steel Co Ltd,Jincheng FUSHENG Iron & Steel Co Ltd,E100000127056,Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],E100000123830 [60.0%]; E100000123261 [40.0%],,Bagong,Shanxi,China,Eastern Asia,"35.6629850, 112.8823950",exact,23.2,operating,4600.0,4780.0,,,2002-12-10 00:00:00,,,,,35.662985,112.882395,POINT (112.882395 35.662985),,0,,,,,
446,P100000120273,Jincheng Fusheng Iron and Steel Co Ltd,Jincheng FUSHENG Iron & Steel Co Ltd,E100000127056,Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],E100000123830 [60.0%]; E100000123261 [40.0%],,Bagong,Shanxi,China,Eastern Asia,"35.6629850, 112.8823950",exact,23.2,retired,3760.0,2786.0,,,2002-12-10 00:00:00,,,,,35.662985,112.882395,POINT (112.882395 35.662985),,0,,,,,
447,P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,E100000126936,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],,Dong,Shanxi,China,Eastern Asia,"35.4174050, 111.3039190",exact,25.91,construction,,1130.0,,,2000-03-23 00:00:00,,,,,35.417405,111.303919,POINT (111.303919 35.417405),,0,,,,,
448,P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,E100000126936,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],,Dong,Shanxi,China,Eastern Asia,"35.4174050, 111.3039190",exact,25.91,mothballed,,1445.0,,,2000-03-23 00:00:00,,,,,35.417405,111.303919,POINT (111.303919 35.417405),,0,,,,,
449,P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,E100000126936,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],,Dong,Shanxi,China,Eastern Asia,"35.4174050, 111.3039190",exact,25.91,operating,4750.0,1970.0,,,2000-03-23 00:00:00,,,,,35.417405,111.303919,POINT (111.303919 35.417405),,0,,,,,
450,P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,E100000126936,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],,Dong,Shanxi,China,Eastern Asia,"35.4174050, 111.3039190",exact,25.91,operating pre-retirement,,1766.0,,,2000-03-23 00:00:00,,,,,35.417405,111.303919,POINT (111.303919 35.417405),,0,,,,,
451,P100000120275,Shougang Changzhi Iron and Steel Co Ltd,Shougang Changzhi IRON& Steel Co Ltd,E100000127139,Beijing State-owned Capital Management Center [90.0%]; Changzhi State-owned Industry Asset Operation Co Ltd [10.0%],E100000000158 [90.0%]; E100000128277 [10.0%],No. 9 Gangcheng Street,Changzhi,Shanxi,China,Eastern Asia,"36.3564040, 113.0608090",exact,29.94,operating,3600.0,2080.0,,,1996-03-13 00:00:00,,,,,36.356404,113.060809,POINT (113.060809 36.356404),,0,,,,,
452,P100000120276,Jinye Iron and Steel Group Co Ltd,Jinye Steel Group Co Ltd,E100000126800,Jinye Steel Group Co Ltd [100.0%],E100000126800 [100.0%],Yanjiahe,,Shanxi,China,Eastern Asia,"36.1481310, 113.2095230",exact,22.79,operating,950.0,1100.0,,,2003-05-08 00:00:00,,,,,36.148131,113.209523,POINT (113.209523 36.148131),,0,,,,,
453,P100000120277,Pangang Group Panzhihua Steel Vanadium Co Ltd,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,E100000123187,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],,Xiangyang,Sichuan,China,Eastern Asia,"26.5652650, 101.6737370",exact,61,operating,5900.0,6310.0,,,1965,,,,,26.565265,101.673737,POINT (101.673737 26.565265),CHN.51,1,CHN.51,,,,
454,P100000120278,Pangang Group Xichang Steel and Vanadium Co Ltd,Pangang Group Xichang Steel and Vanadium Co Ltd,E100000126957,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],,Jingjiu,Sichuan,China,Eastern Asia,"27.7479900, 102.2051700",exact,14.66,operating,3900.0,4290.0,,,2011-06-23 00:00:00,,,,,27.74799,102.20517,POINT (102.20517 27.74799),CHN.51,1,CHN.51,,,,
455,P100000120279,Chengyu Vanadium and Titanium Technology Co Ltd,Chengyu Vanadium & Titanium Technology Co Ltd,E100000127197,Grand Royal Co Ltd [45.2%]; Sichuan Jintong Investment Co Ltd [14.0%]; unknown [11.7%]; Sichuan Chuanwei Group Co Ltd Labor Union [9.5%]; Sichuan Chuanwei Group Co Ltd [8.6%]; Sichuan Yiweili Investment Co Ltd [6.0%]; Weiyuan Tianyue Enterprise Management Co Ltd [5.0%],E100000130585 [45.2%]; E100000128912 [14.0%]; E100000132388 [11.7%]; E100000130256 [9.5%]; E100000127991 [8.6%]; E100000128913 [6.0%]; E100000127992 [5.0%],Jiefang Street,Lianjie,Sichuan,China,Eastern Asia,"29.7321430, 104.5043390",exact,19.46,announced,2000.0,1660.0,,,2006-09-04 00:00:00,,,,,29.732143,104.504339,POINT (104.504339 29.732143),CHN.51,1,CHN.51,,,,
456,P100000120279,Chengyu Vanadium and Titanium Technology Co Ltd,Chengyu Vanadium & Titanium Technology Co Ltd,E100000127197,Grand Royal Co Ltd [45.2%]; Sichuan Jintong Investment Co Ltd [14.0%]; unknown [11.7%]; Sichuan Chuanwei Group Co Ltd Labor Union [9.5%]; Sichuan Chuanwei Group Co Ltd [8.6%]; Sichuan Yiweili Investment Co Ltd [6.0%]; Weiyuan Tianyue Enterprise Management Co Ltd [5.0%],E100000130585 [45.2%]; E100000128912 [14.0%]; E100000132388 [11.7%]; E100000130256 [9.5%]; E100000127991 [8.6%]; E100000128913 [6.0%]; E100000127992 [5.0%],Jiefang Street,Lianjie,Sichuan,China,Eastern Asia,"29.7321430, 104.5043390",exact,19.46,operating,4050.0,3320.0,,,2006-09-04 00:00:00,,,,,29.732143,104.504339,POINT (104.504339 29.732143),CHN.51,1,CHN.51,,,,
457,P100000120279,Chengyu Vanadium and Titanium Technology Co Ltd,Chengyu Vanadium & Titanium Technology Co Ltd,E100000127197,Grand Royal Co Ltd [45.2%]; Sichuan Jintong Investment Co Ltd [14.0%]; unknown [11.7%]; Sichuan Chuanwei Group Co Ltd Labor Union [9.5%]; Sichuan Chuanwei Group Co Ltd [8.6%]; Sichuan Yiweili Investment Co Ltd [6.0%]; Weiyuan Tianyue Enterprise Management Co Ltd [5.0%],E100000130585 [45.2%]; E100000128912 [14.0%]; E100000132388 [11.7%]; E100000130256 [9.5%]; E100000127991 [8.6%]; E100000128913 [6.0%]; E100000127992 [5.0%],Jiefang Street,Lianjie,Sichuan,China,Eastern Asia,"29.7321430, 104.5043390",exact,19.46,operating pre-retirement,2000.0,1680.0,,,2006-09-04 00:00:00,,,,,29.732143,104.504339,POINT (104.504339 29.732143),CHN.51,1,CHN.51,,,,
458,P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,E100000127064,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],Chixi,Gengle,Hebei,China,Eastern Asia,"36.5896700, 113.7457920",exact,57,construction,,1520.0,,,1969,,,,,36.58967,113.745792,POINT (113.745792 36.58967),CHN.13,1,CHN.13,,,,
459,P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,E100000127064,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],Chixi,Gengle,Hebei,China,Eastern Asia,"36.5896700, 113.7457920",exact,57,operating,4870.0,3770.0,,,1969,,,,,36.58967,113.745792,POINT (113.745792 36.58967),CHN.13,1,CHN.13,,,,
460,P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,E100000127064,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],Chixi,Gengle,Hebei,China,Eastern Asia,"36.5896700, 113.7457920",exact,57,retired,1590.0,3800.0,,,1969,,,,,36.58967,113.745792,POINT (113.745792 36.58967),CHN.13,1,CHN.13,,,,
461,P100000120281,Tianjin Iron and Steel Group Co Ltd,Tianjin Iron and Steel Group Co Ltd,E100000126395,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],No. 398 Jintang Road,,Tianjin,China,Eastern Asia,"39.0310830, 117.4992460",exact,91,operating,6650.0,5500.0,,,1935,,,,,39.031083,117.499246,POINT (117.499246 39.031083),,0,,,,,
462,P100000120282,Tianjin Pipe Corporation,Tianjin Pipe Corp,E100000127231,Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],E100000128047 [51.0%]; E100000129042 [12.0%]; E100000123243 [9.6%]; E100000126073 [8.9%]; E100000129043 [8.6%]; E100000129105 [3.2%]; E100000132388 [2.4%]; E100000130351 [2.4%]; E100000129106 [1.6%]; E100000129189 [0.0%]; E100000000282 [0.0%]; E100000129190 [0.0%]; E100000129188 [0.0%],No. 396 Jintang Road,,Tianjin,China,Eastern Asia,"39.0340020, 117.4867980",exact,15.2,operating,3000.0,1300.0,,,2010-12-10 00:00:00,,,,,39.034002,117.486798,POINT (117.486798 39.034002),,0,,,,,
