,GEM plant ID,Plant name (English),Owner,Owner GEM entity ID,Parent (English),Parent GEM entity ID,Location address,Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,Plant age,Status,Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Retired year,latitude,longitude,geometry,GID_1,within_target_boundaries,which_boundary,GID_2,GID_3,GID_4,GID_5
1326,P100000120909,Metallurgical Plant Kametstal,Kamet-Steel PrJSC,E100001012133,Metinvest BV [100.0%],E100001000605 [100.0%],"Svobody Ave, 1А, Kamianske, Dnipropetrovsk Oblast, Ukraine, 51900",Kamianske,Dnipropetrovsk,Ukraine,Eastern Europe,"48.5280190, 34.6409150",exact,139,operating,3500.0,4349.0,,,1887,,,,,48.528019,34.640915,POINT (34.640915 48.528019),,0,,,,,
1327,P100000120910,Donetsk Metallurgical Plant,Tekhnologicheskiye Investitsii LLC,E100002004455,Tekhnologicheskiye Investitsii LLC [100.0%],E100002004455 [100.0%],"Donetsk, Ukraine, 83062",Donetsk,Donetsk,Ukraine,Eastern Europe,"47.9822760, 37.8106340",exact,24,mothballed,,1500.0,,,2002,,2024,,,47.982276,37.810634,POINT (37.810634 47.982276),,0,,,,,
1328,P100000120911,DCH Dnipro Metallurgical Plant,Dnipro Metallurgical Plant PJSC,E100001012227,small shareholder(s) [2.3%]; Drampisco Limited,E100001015587 [2.3%]; E100001016128,"Bud. 3, Vul. Mayakovskogo, Dnipro, Dnipropetrovsk oblast, Ukraine, 49064",Dnipro,Dnipropetrovsk,Ukraine,Eastern Europe,"48.4807900, 34.9780970",exact,139,announced,0.0,,,,1887,,2022,,,48.48079,34.978097,POINT (34.978097 48.48079),,0,,,,,
1329,P100000120911,DCH Dnipro Metallurgical Plant,Dnipro Metallurgical Plant PJSC,E100001012227,small shareholder(s) [2.3%]; Drampisco Limited,E100001015587 [2.3%]; E100001016128,"Bud. 3, Vul. Mayakovskogo, Dnipro, Dnipropetrovsk oblast, Ukraine, 49064",Dnipro,Dnipropetrovsk,Ukraine,Eastern Europe,"48.4807900, 34.9780970",exact,139,mothballed,1230.0,1795.0,,,1887,,2022,,,48.48079,34.978097,POINT (34.978097 48.48079),,0,,,,,
1330,P100000120912,Yenakiieve Metallurgical Plant,Yenakiieve Metallurgical Plant Branch PJSC,E100001012191,Yenakiieve Metallurgical Plant Branch PJSC [100.0%],E100001012191 [100.0%],"Metallurgov Ave, 9, Yenakijeve, Donetsk Oblast, Ukraine, 86402",Yenakiieve,Donetsk,Ukraine,Eastern Europe,"48.2205020, 38.2286260",exact,131,mothballed,1100.0,,,,1895,,,,,48.220502,38.228626,POINT (38.228626 48.220502),,0,,,,,
1331,P100000120912,Yenakiieve Metallurgical Plant,Yenakiieve Metallurgical Plant Branch PJSC,E100001012191,Yenakiieve Metallurgical Plant Branch PJSC [100.0%],E100001012191 [100.0%],"Metallurgov Ave, 9, Yenakijeve, Donetsk Oblast, Ukraine, 86402",Yenakiieve,Donetsk,Ukraine,Eastern Europe,"48.2205020, 38.2286260",exact,131,operating,2200.0,2364.0,,,1895,,,,,48.220502,38.228626,POINT (38.228626 48.220502),,0,,,,,
1332,P100000120914,Metinvest Ilyich Iron and Steel Works,Mariupolskyi Metalurgiinyi Kombinat Imeni Illicha PrAT,E100000130830,SCM Holdings Ltd [71.2%]; unknown [5.0%]; Smart Holding (Cyprus) Ltd,E100001000695 [71.2%]; E100000132388 [5.0%]; E100002003973,"Domenna St, Mariupol, Donetsk Oblast, Ukraine, 87500",Mariupol,Donetsk,Ukraine,Eastern Europe,"47.1402768, 37.5943416",exact,129,mothballed,4299.0,5500.0,,,1897,,2022,,,47.1402768,37.5943416,POINT (37.5943416 47.1402768),,1,UKR.14.14.005.001,,,UKR.14.14.005.001,
1333,P100000120915,Interpipe Steel Plant,Interpipe Ltd,E100001012175,Interpipe Holdings PLC [100.0%],E100001016232 [100.0%],"Stoletova St, 21, Dnipro, Dnipropetrovsk Oblast, Ukraine, 49000",Dnipro,Dnipropetrovsk,Ukraine,Eastern Europe,"48.4989140, 35.0963360",exact,14,operating,1320.0,,2007,,2012,,,,,48.498914,35.096336,POINT (35.096336 48.498914),,0,,,,,
1334,P100000120916,Metinvest Zaporizhstal steel plant,Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PJSC,E100000130816,Metinvest BV [47.0%]; Global Steel Investments Ltd [36.8%]; Eastrade Ltd [11.2%],E100001000605 [47.0%]; E100002017625 [36.8%]; E100002017627 [11.2%],"Pivdenne Hwy, 72, Zaporizhzhia, Zaporiz'ka oblast, Ukraine, 69061",Zaporizhzhia,Zaporizhzhia,Ukraine,Eastern Europe,"47.8683800, 35.1617730",exact,93,cancelled,3200.0,,,,1933,,,,,47.86838,35.161773,POINT (35.161773 47.86838),,1,UKR.23.06.007.001,,,UKR.23.06.007.001,
1335,P100000120916,Metinvest Zaporizhstal steel plant,Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PJSC,E100000130816,Metinvest BV [47.0%]; Global Steel Investments Ltd [36.8%]; Eastrade Ltd [11.2%],E100001000605 [47.0%]; E100002017625 [36.8%]; E100002017627 [11.2%],"Pivdenne Hwy, 72, Zaporizhzhia, Zaporiz'ka oblast, Ukraine, 69061",Zaporizhzhia,Zaporizhzhia,Ukraine,Eastern Europe,"47.8683800, 35.1617730",exact,93,operating,4102.0,4371.0,,,1933,,,,,47.86838,35.161773,POINT (35.161773 47.86838),,1,UKR.23.06.007.001,,,UKR.23.06.007.001,
1336,P100000120917,Metinvest EAF steel plant,Metinvest Holding LLC,E100001010422,Metinvest BV [100.0%],E100001000605 [100.0%],"unknown, Ukraine",,,Ukraine,Eastern Europe,"49.0393890, 31.3326280",approximate,,cancelled,4500.0,,,,,,,,,49.039389,31.332628,POINT (31.332628 49.039389),,0,,,,,
1337,P100000120918,Tembo Steels Iganga plant,Tembo Steels Uganda Ltd,E100000131193,Tembo Steels Uganda Ltd [100.0%],E100000131193 [100.0%],"28, Iganga, Uganda",Iganga,Busoga,Uganda,Sub-Saharan Africa,"0.6119750, 33.4576290",exact,4,operating,600.0,600.0,,,2022,,,,,0.611975,33.457629,POINT (33.457629 0.611975),,0,,,,,
1338,P100000120919,Cleveland-Cliffs Butler steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"1 Armco Dr, Lyndora, PA 16045-1065, United States",Lyndora,Pennsylvania,United States,Northern America,"40.8455240, -79.9214520",exact,118,operating,908.0,,,,1908,,,,,40.845524,-79.921452,POINT (-79.921452 40.845524),USA.39_1,1,USA.39_1,,,,
1339,P100000120920,Cleveland-Cliffs Dearborn steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"14661 Rotunda Drive, P.O. Box 1699, Dearborn, MI 48120, United States",Dearborn,Michigan,United States,Northern America,"42.3081710, -83.1613530",exact,106,mothballed,3000.0,2500.0,,,1920,,2025-03-01 00:00:00,,,42.308171,-83.161353,POINT (-83.161353 42.308171),USA.23_1,1,USA.23_1,,,,
1340,P100000120921,Cleveland-Cliffs Middletown steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"1801 Crawford St., Middletown, OH 45043, United States",Middletown,Ohio,United States,Northern America,"39.4885890, -84.3861970",exact,125,cancelled,,2500.0,,,1901,,,,,39.488589,-84.386197,POINT (-84.386197 39.488589),,0,,,,,
1341,P100000120921,Cleveland-Cliffs Middletown steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"1801 Crawford St., Middletown, OH 45043, United States",Middletown,Ohio,United States,Northern America,"39.4885890, -84.3861970",exact,125,operating,3000.0,2090.0,,,1901,,,,,39.488589,-84.386197,POINT (-84.386197 39.488589),,0,,,,,
1342,P100000120922,Cleveland-Cliffs Riverdale steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"13500 Perry Ave, Riverdale, IL 60827, United States",Riverdale,Illinois,United States,Northern America,"41.6573210, -87.6257020",exact,109,mothballed,1000.0,,,,1917,,,,,41.657321,-87.625702,POINT (-87.625702 41.657321),USA.14_1,1,USA.14_1,,,,
1343,P100000120923,Cleveland-Cliffs Burns Harbor steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"250 W. U.S. Highway 12, Burns Harbor, IN 46304-9745, United States",Burns Harbor,Indiana,United States,Northern America,"41.6312210, -87.1438460",exact,62,operating,5001.0,4960.0,,,1964,,,,,41.631221,-87.143846,POINT (-87.143846 41.631221),,0,,,,,
1344,P100000120924,Cleveland-Cliffs Coatesville steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"139 Modena Road, Coatesville, PA 19230, United States",Coatesville,Pennsylvania,United States,Northern America,"39.9778190, -75.8245120",exact,216,operating,800.0,,,,1810,,,,,39.977819,-75.824512,POINT (-75.824512 39.977819),USA.39_1,1,USA.39_1,,,,
1345,P100000120925,Cleveland-Cliffs Steelton steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"215 S. Front St., Steelton, PA 17113, United States",Steelton,Pennsylvania,United States,Northern America,"40.2307200, -76.8385060",exact,160,retired,1000.0,,,,1866,,,2026-01-01 00:00:00,2026,40.23072,-76.838506,POINT (-76.838506 40.23072),USA.39_1,1,USA.39_1,,,,
1346,P100000120926,Cleveland-Cliffs Indiana Harbor steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"3210 Watling St., East Chicago, IN 46312, United States",East Chicago,Indiana,United States,Northern America,"41.6695530, -87.4384290",exact,125,mothballed,454.0,3700.0,,,1901,,,,,41.669553,-87.438429,POINT (-87.438429 41.669553),,0,,,,,
1347,P100000120926,Cleveland-Cliffs Indiana Harbor steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"3210 Watling St., East Chicago, IN 46312, United States",East Chicago,Indiana,United States,Northern America,"41.6695530, -87.4384290",exact,125,operating,6800.0,4200.0,,,1901,,,,,41.669553,-87.438429,POINT (-87.438429 41.669553),,0,,,,,
1348,P100000120927,Cleveland-Cliffs Cleveland steel plant,Cleveland-Cliffs Inc,E100001000649,Cleveland-Cliffs Inc [100.0%],E100001000649 [100.0%],"3060 Eggers Road, Cleveland, OH 44105, United States",Cleveland,Ohio,United States,Northern America,"41.4640410, -81.6764990",exact,113,operating,4100.0,2810.0,,,1913,,,,,41.464041,-81.676499,POINT (-81.676499 41.464041),,1,USA.36.18.1600000US3916000,USA.36.18_1,USA.36.18.1600000US3916000,,
1349,P100000120928,U.S. Steel Big River Steel plant,Big River Steel LLC,E100001010266,Nippon Steel Corp [100.0%],E100000000652 [100.0%],"2027 State Hwy 198, Osceola, Arkansas 72370, United States",Osceola,Arkansas,United States,Northern America,"35.6442640, -89.9416590",exact,10,announced,,0.0,,2014-07-01 00:00:00,2016,,,,,35.644264,-89.941659,POINT (-89.941659 35.644264),,0,,,,,
1350,P100000120928,U.S. Steel Big River Steel plant,Big River Steel LLC,E100001010266,Nippon Steel Corp [100.0%],E100000000652 [100.0%],"2027 State Hwy 198, Osceola, Arkansas 72370, United States",Osceola,Arkansas,United States,Northern America,"35.6442640, -89.9416590",exact,10,operating,6022.0,,,2014-07-01 00:00:00,2016,,,,,35.644264,-89.941659,POINT (-89.941659 35.644264),,0,,,,,
1351,P100000120929,CMC Steel Texas plant,Commercial Metals Co,E100000130754,Commercial Metals Co [100.0%],E100000130754 [100.0%],"1 Steel Mill Dr., Seguin, Texas 78155, United States",Seguin,Texas,United States,Northern America,"29.5774590, -98.0320170",exact,44,operating,943.0,,,,1982,,,,,29.577459,-98.032017,POINT (-98.032017 29.577459),,0,,,,,
1352,P100000120930,Orion Pueblo steel plant,Orion Steel Group LLC,E100002019190,Atlas Holdings LLC,E100000001148,"2100 South Freeway, Pueblo, Colorado 81004, United States",Pueblo,Colorado,United States,Northern America,"38.2257700, -104.6078950",exact,145,operating,1100.0,,,,1881,,,,,38.22577,-104.607895,POINT (-104.607895 38.22577),USA.6_1,1,USA.6_1,,,,
1353,P100000120931,Gerdau Midlothian Steel Mill,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"300 Ward Road, 76065 Midlothian, Texas, United States",Midlothian,Texas,United States,Northern America,"32.4575440, -97.0342460",exact,56,construction,150.0,,,,1970,,,,,32.457544,-97.034246,POINT (-97.034246 32.457544),,0,,,,,
1354,P100000120931,Gerdau Midlothian Steel Mill,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"300 Ward Road, 76065 Midlothian, Texas, United States",Midlothian,Texas,United States,Northern America,"32.4575440, -97.0342460",exact,56,operating,1500.0,,,,1970,,,,,32.457544,-97.034246,POINT (-97.034246 32.457544),,0,,,,,
1355,P100000120932,Gerdau Petersburg Steel Mill,Gerdau Ameristeel Corp,E100001010298,Gerdau SA [98.2%],E100001010270 [98.2%],"25801 Hofheimer Way, Petersburg, Virginia 23805, United States",Petersburg,Virginia,United States,Northern America,"37.1811680, -77.4495170",exact,28,operating,821.0,,,,1998,,,,,37.181168,-77.449517,POINT (-77.449517 37.181168),USA.47_1,1,USA.47_1,,,,
1356,P100000120933,SSAB Americas Alabama steel plant,SSAB Americas Holding AB,E100001010364,SSAB AB [100.0%],E100000001651 [100.0%],"12400 Highway 43 North, Axis, Alabama 36505, United States",Axis,Alabama,United States,Northern America,"30.9417830, -88.0124370",exact,25,operating,1250.0,,,,2001,,,,,30.941783,-88.012437,POINT (-88.012437 30.941783),,0,,,,,
1357,P100000120934,SSAB Americas Iowa steel plant,SSAB Americas Holding AB,E100001010364,SSAB AB [100.0%],E100000001651 [100.0%],"1770 Bill Sharp Boulevard, Muscatine, Iowa 52761, United States",Muscatine,Iowa,United States,Northern America,"41.4820090, -90.8209210",exact,29,cancelled,0.0,,,,1997,,,,,41.482009,-90.820921,POINT (-90.820921 41.482009),,0,,,,,
1358,P100000120934,SSAB Americas Iowa steel plant,SSAB Americas Holding AB,E100001010364,SSAB AB [100.0%],E100000001651 [100.0%],"1770 Bill Sharp Boulevard, Muscatine, Iowa 52761, United States",Muscatine,Iowa,United States,Northern America,"41.4820090, -90.8209210",exact,29,operating,1200.0,,,,1997,,,,,41.482009,-90.820921,POINT (-90.820921 41.482009),,0,,,,,
1359,P100000120935,JSW Steel USA Ohio plant,JSW Steel USA Ohio Inc,E100001000527,JSW Steel Ltd [100.0%],E100001000516 [100.0%],"1500 Commercial Avenue, Mingo Junction, Ohio 43938, United States",Mingo Junction,Ohio,United States,Northern America,"40.3148910, -80.6055530",exact,8,operating,1500.0,,,,2018,,,,,40.314891,-80.605553,POINT (-80.605553 40.314891),,0,,,,,
1360,P100000120936,North American Stainless Ghent steel plant,North American Stainless Inc,E100000130869,Acerinox SA [100.0%],E100000130743 [100.0%],"6870 Highway 42 East, Ghent, Kentucky, 41045-9615, United States",Ghent,Kentucky,United States,Northern America,"38.7254180, -85.0760150",exact,36,operating,1600.0,,,,1990,,,,,38.725418,-85.076015,POINT (-85.076015 38.725418),,0,,,,,
1361,P100000120937,BlueScope North Star Steel plant,North Star BlueScope Steel Ltd,E100000130828,BlueScope Steel Ltd [100.0%],E100000130689 [100.0%],"6767 County Road 9, Delta, Ohio 43515, United States",Delta,Ohio,United States,Northern America,"41.5687830, -84.0481290",exact,30,operating,3034.0,,,,1996,,,,,41.568783,-84.048129,POINT (-84.048129 41.568783),,0,,,,,
1362,P100000120938,Nucor Steel Berkeley plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"1455 Hagan Avenue, Huger, South Carolina 29450, United States",Huger,South Carolina,United States,Northern America,"33.0043190, -79.8809550",exact,30,operating,2956.0,,,,1996,,,,,33.004319,-79.880955,POINT (-79.880955 33.004319),,0,,,,,
1363,P100000120939,Nucor Steel Crawfordsville plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"4537 South Nucor Road, Crawfordsville, Indiana 47933, United States",Crawfordsville,Indiana,United States,Northern America,"39.9763790, -86.8307270",exact,37,operating,2304.0,,,,1989,,,,,39.976379,-86.830727,POINT (-86.830727 39.976379),,0,,,,,
1364,P100000120940,Nucor Steel Darlington plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"300 Steel Mill Road, Darlington, South Carolina 29540, United States",Darlington,South Carolina,United States,Northern America,"34.3756280, -79.8951650",exact,57,operating,910.0,,,,1969,,,,,34.375628,-79.895165,POINT (-79.895165 34.375628),,0,,,,,
1365,P100000120941,Nucor Steel Hertford plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"1505 River Road, Cofield, North Carolina 27922, United States",Cofield,North Carolina,United States,Northern America,"36.3530060, -76.8114710",exact,26,operating,1542.0,,,,2000,,,,,36.353006,-76.811471,POINT (-76.811471 36.353006),USA.34_1,1,USA.34_1,,,,
1366,P100000120942,Nucor Steel Hickman plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"5929 East State Highway 18, Armorel, Arkansas 72315, United States",Armorel,Arkansas,United States,Northern America,"35.9011620, -89.7761900",exact,34,operating,2450.0,,,,1992,,,,,35.901162,-89.77619,POINT (-89.77619 35.901162),,0,,,,,
1367,P100000120943,Nucor Steel Norfolk plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"2911 East Nucor Road, Norfolk, Nebraska 68701, United States",Norfolk,Nebraska,United States,Northern America,"42.0789080, -97.3608540",exact,47,operating,1088.0,,,,1979,,,,,42.078908,-97.360854,POINT (-97.360854 42.078908),,0,,,,,
1368,P100000120944,Nucor Steel Memphis plant,Nucor Steel Memphis Inc,E100001010199,Nucor Corp [100.0%],E100001010181 [100.0%],"3601 Paul R. Lowry Road, Memphis, Tennessee 38109, United States",Memphis,Tennessee,United States,Northern America,"35.0483950, -90.1630330",exact,18,operating,891.0,,,,2008,,,,,35.048395,-90.163033,POINT (-90.163033 35.048395),,1,USA.43.79.1600000US4748000,,USA.43.79.1600000US4748000,,
1369,P100000120945,Nucor Steel Decatur plant,Nucor Steel Decatur LLC,E100001010183,Nucor Corp [100.0%],E100001010181 [100.0%],"4301 Iverson Boulevard, Trinity, Alabama 35673, United States",Trinity,Alabama,United States,Northern America,"34.6396300, -87.0857380",exact,29,operating,3100.0,,,,1997,,,,,34.63963,-87.085738,POINT (-87.085738 34.63963),,0,,,,,
1370,P100000120946,Nucor Steel Gallatin plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"4831 U.S. Hwy 42 W, Ghent, Kentucky 41405, United States",Ghent,Kentucky,United States,Northern America,"38.7598780, -84.9962040",exact,31,operating,2722.0,,,,1995,,,,,38.759878,-84.996204,POINT (-84.996204 38.759878),,0,,,,,
1371,P100000120947,Nucor Steel Kankakee plant,Nucor Steel Kankakee Inc,E100001010197,Nucor Corp [100.0%],E100001010181 [100.0%],"One Nucor Way, Bourbonnais, Illinois 60914, United States",Bourbonnais,Illinois,United States,Northern America,"41.1807340, -87.8561960",exact,65,operating,794.0,,,,1961,,,,,41.180734,-87.856196,POINT (-87.856196 41.180734),USA.14_1,1,USA.14_1,,,,
1372,P100000120948,Nucor Steel Jewett plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"8812 Highway 79 West, Jewett, Texas 75846, United States",Jewett,Texas,United States,Northern America,"31.3518530, -96.1654360",exact,51,operating,907.0,,,,1975,,,,,31.351853,-96.165436,POINT (-96.165436 31.351853),,0,,,,,
1373,P100000120949,Nucor-Yamato Steel Blytheville plant,Nucor Yamato Steel Co,E100001010195,Nucor Corp [51.0%]; Yamato Kogyo Co Ltd [49.0%],E100001010181 [51.0%]; E100001010196 [49.0%],"7301 East County Road 142, Blytheville, Arkansas 72315, United States",Blytheville,Arkansas,United States,Northern America,"35.9414210, -89.7138190",exact,38,operating,3174.0,,,,1988,,,,,35.941421,-89.713819,POINT (-89.713819 35.941421),,0,,,,,
1374,P100000120950,Nucor Steel Tuscaloosa plant,Nucor Steel Tuscaloosa Inc,E100001010184,Nucor Corp [100.0%],E100001010181 [100.0%],"1700 Holt Road, Tuscaloosa, Alabama 35404, United States",Tuscaloosa,Alabama,United States,Northern America,"33.2347610, -87.5084980",exact,41,operating,1200.0,,,,1985,,,,,33.234761,-87.508498,POINT (-87.508498 33.234761),,0,,,,,
1375,P100000120951,Nucor Steel Plymouth plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"7285 W 21200 N West Cemetery Road, Plymouth, Utah 84330, United States",Plymouth,Utah,United States,Northern America,"41.8827890, -112.1967430",exact,45,operating,908.0,,,,1981,,,,,41.882789,-112.196743,POINT (-112.196743 41.882789),USA.45_1,1,USA.45_1,,,,
1376,P100000120952,Nucor Steel Seattle plant,Nucor Steel Seattle Inc,E100001010200,Nucor Corp,E100001010181,"2424 SW Andover Street, Seattle, Washington 98106, United States",Seattle,Washington,United States,Northern America,"47.5695970, -122.3673950",exact,122,operating,855.0,,,,1904,,,,,47.569597,-122.367395,POINT (-122.367395 47.569597),USA.48_1,1,USA.48.17.1600000US5363000,,USA.48.17.1600000US5363000,,
1377,P100000120953,Nucor Steel Brandenburg plant,Nucor Corp,E100001010181,Nucor Corp [100.0%],E100001010181 [100.0%],"Buttermilk Falls Industrial Park, Brandenburg, Kentucky, United States",Brandenburg,Kentucky,United States,Northern America,"37.9999454, -86.1398738",exact,4,operating,1450.0,,,2019-03-01 00:00:00,2022,,,,,37.9999454,-86.1398738,POINT (-86.1398738 37.9999454),,0,,,,,
1378,P100000120954,Outokumpu Stainless USA steel plant,Outokumpu Stainless USA LLC,E100000130958,Solidium Oy [15.5%]; small shareholder(s),E100001016231 [15.5%]; E100001015587,"1 Steel Dr., Calvert, Alabama, 36513-1300, United States",Calvert,Alabama,United States,Northern America,"31.1481790, -87.9886600",exact,19,operating,1000.0,,,,2007,,,,,31.148179,-87.98866,POINT (-87.98866 31.148179),,0,,,,,
1379,P100000120955,Republic Steel Canton plant,Republic Steel Corp,E100000130872,Grupo Simec SAB de CV,E100000130728,"3707 Georgetown St. N.E., Canton, Ohio 44704-2625, United States",Canton,Ohio,United States,Northern America,"40.8041140, -81.3340020",exact,140,retired,820.0,,,,1886,,2023-08-01 00:00:00,,,40.804114,-81.334002,POINT (-81.334002 40.804114),,0,,,,,
1380,P100000120956,Republic Steel Lorain steel plant,Republic Steel Corp,E100000130872,Grupo Simec SAB de CV,E100000130728,"1807 East 28th Street, Lorain, Ohio 44055-1883, United States",Lorain,Ohio,United States,Northern America,"41.4503580, -82.1311250",exact,126,mothballed,907.0,1000.0,,,1895,,2016,2021,2021,41.450358,-82.131125,POINT (-82.131125 41.450358),,0,,,,,
1381,P100000120957,Steel Dynamics Butler plant,Steel Dynamics Inc,E100001010336,Steel Dynamics Inc [100.0%],E100001010336 [100.0%],"4500 County Road 59, Butler, Indiana 46721, United States",Butler,Indiana,United States,Northern America,"41.3706400, -84.9174540",exact,30,operating,3000.0,260.0,,,1996,,,,,41.37064,-84.917454,POINT (-84.917454 41.37064),,0,,,,,
1382,P100000120958,Steel Dynamics Columbia City plant,Steel Dynamics Inc,E100001010336,Steel Dynamics Inc [100.0%],E100001010336 [100.0%],"2601 County Road 700 East, Columbia City, Indiana 46725, United States",Columbia City,Indiana,United States,Northern America,"41.1216130, -85.3486020",exact,24,operating,2000.0,,,,2002,,,,,41.121613,-85.348602,POINT (-85.348602 41.121613),,0,,,,,
1383,P100000120959,Steel Dynamics Columbus plant,Steel Dynamics Inc,E100001010336,Steel Dynamics Inc [100.0%],E100001010336 [100.0%],"1945 Airport Road / P.O. Box 1467, Columbus, Mississippi 39701, United States",Columbus,Mississippi,United States,Northern America,"33.4475800, -88.5726830",exact,19,operating,3400.0,,,,2007,,,,,33.44758,-88.572683,POINT (-88.572683 33.44758),,0,,,,,
1384,P100000120960,Steel Dynamics Sinton plant,Steel Dynamics Inc,E100001010336,Steel Dynamics Inc [100.0%],E100001010336 [100.0%],"Sinton, Texas, United States",Sinton,Texas,United States,Northern America,"28.0518200, -97.4880400",exact,4,operating,2722.0,,,,2022,,,,,28.05182,-97.48804,POINT (-97.48804 28.05182),,0,,,,,
1385,P100000120961,Leggett & Platt Sterling Steel plant,Sterling Steel Co LLC,E100000130870,Leggett & Platt Inc [100.0%],E100000130755 [100.0%],"101, Ave K, Sterling, Illinois 61081, United States",Sterling,Illinois,United States,Northern America,"41.7859710, -89.7109470",exact,23,mothballed,608.0,,,,2003,,,,,41.785971,-89.710947,POINT (-89.710947 41.785971),USA.14_1,1,USA.14_1,,,,
1386,P100000120961,Leggett & Platt Sterling Steel plant,Sterling Steel Co LLC,E100000130870,Leggett & Platt Inc [100.0%],E100000130755 [100.0%],"101, Ave K, Sterling, Illinois 61081, United States",Sterling,Illinois,United States,Northern America,"41.7859710, -89.7109470",exact,23,operating,1090.0,,,,2003,,,,,41.785971,-89.710947,POINT (-89.710947 41.785971),USA.14_1,1,USA.14_1,,,,
1387,P100000120962,Metallus Faircrest steel plant,Metallus Inc,E100000131012,Metallus Inc [100.0%],E100000131012 [100.0%],"4511 Faircrest St. SW, Canton, Ohio 44706, United States",Canton,Ohio,United States,Northern America,"40.7553880, -81.4393690",exact,109,operating,1088.0,,,,1917,,,,,40.755388,-81.439369,POINT (-81.439369 40.755388),,0,,,,,
1388,P100000120963,Metallus Harrison steel plant,Metallus Inc,E100000131012,Metallus Inc [100.0%],E100000131012 [100.0%],"1835 Dueber Ave. SW, Canton, Ohio 44706, United States",Canton,Ohio,United States,Northern America,"40.7784660, -81.3968890",exact,110,mothballed,1110.0,,,,1916,,2021-03-01 00:00:00,,,40.778466,-81.396889,POINT (-81.396889 40.778466),,0,,,,,
1389,P100000120964,U.S. Steel Edgar Thomson Plant,United States Steel Corp,E100000001319,Nippon Steel Corp [100.0%],E100000000652 [100.0%],"Mon Valley Works, Edgar Thomson Plant, 13th Street and Braddock Avenue, Braddock, Pennsylvania 15104, United States",Braddock,Pennsylvania,United States,Northern America,"40.3951400, -79.8596450",exact,151,operating,2600.0,2770.0,,,1875,,,,,40.39514,-79.859645,POINT (-79.859645 40.39514),USA.39_1,1,USA.39_1,,,,
1390,P100000120965,U.S. Steel Fairfield plant,United States Steel Corp,E100000001319,Nippon Steel Corp [100.0%],E100000000652 [100.0%],"5700 Valley Road, Fairfield, Alabama 35064, United States",Fairfield,Alabama,United States,Northern America,"33.4806970, -86.9378540",exact,6,operating,1600.0,,,,2020,,,,,33.480697,-86.937854,POINT (-86.937854 33.480697),,0,,,,,
1391,P100000120966,U.S. Steel Gary Works,United States Steel Corp,E100000001319,Nippon Steel Corp [100.0%],E100000000652 [100.0%],"Gary Works, One North Broadway, Gary, Indiana 46402, United States",Gary,Indiana,United States,Northern America,"41.6207990, -87.3482660",exact,118,operating,7800.0,6495.0,,,1908,,,,,41.620799,-87.348266,POINT (-87.348266 41.620799),,0,,,,,
