,GEM Plant ID,GEM Asset name (English),Asset name (other language),Alternative asset name(s),SFI ID,LeadIT Project ID,Coordinates,Coordinate accuracy,GEM wiki page,Municipality,Subnational unit,Country/Area,Cement Capacity (millions metric tonnes per annum),Clinker Capacity (millions metric tonnes per annum),Majority Cement Type,Cement Color,Operating status,Start date,Owner name (English),Owner name (other language),Owner Entity ID,Parent,Parent Entity ID,Plant type,Production type,CCS/CCUS,Alternative Fuel,Clay Calcination,Alternative_to_reduce_GHG,Region,latitude,longitude,geometry,climactor_id,GDAM_id,entity_type,GID_1,which_boundaries,within_target_boundaries,GID,GID_2,GID_3,GID_4,GID_5
1380,P100000125618,Shanxi Jinxing Aolong Building Material Liability Co. Cement Plant,山西晋兴奥隆建材责任有限公司 (Chinese),,,,"38.725405, 111.609687",exact,https://www.gem.wiki/Shanxi_Jinxing_Aolong_Building_Material_Liability_Co._Cement_Plant,Xinzhou,Shanxi,China,2,1.825,opc,grey,operating,2018,Shanxi Jinxing Aolong Building Materials Co Ltd [100.0%],山西晋兴奥隆建材责任有限公司 (Chinese) [100%],E100002006631 [100.0%],Shanxi Jinxing Aolong Building Materials Co Ltd [100.0%],E100002006631 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,38.725405,111.609687,POINT (111.609687 38.725405),,,,,,0,,,,,
1381,P100000125619,Hequ County Zhongtianlong Cement Co. Cement Plant,河曲县中天隆水泥有限公司 (Chinese),,,,"38.932139, 111.828743",exact,https://www.gem.wiki/Hequ_County_Zhongtianlong_Cement_Co._Cement_Plant,Xinzhou,Shanxi,China,1.16,0.9125,opc,grey,operating,2012,Hequ County Zhongtianlong Cement Co [100.0%],河曲县中天隆水泥有限公司 (Chinese) [100%],E100002001963 [100.0%],Hequ County Zhongtianlong Cement Co [100.0%],E100002001963 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,38.932139,111.828743,POINT (111.828743 38.932139),,,,,,0,,,,,
1382,P100000125620,GTC TCC (Daixian) Environmental Technology Co. Cement Plant,金隅台泥（代县）环保科技有限公司 (Chinese),,,,"39.102447, 112.813595",approximate,https://www.gem.wiki/GTC_TCC_(Daixian)_Environmental_Technology_Co._Cement_Plant,Xinzhou,Shanxi,China,2,1.825,,,operating,2014,GTC TCC (Daixian) Environmental Technology Co [100.0%],金隅台泥（代县）环保科技有限公司 (Chinese) [100%],E100002001802 [100.0%],GTC TCC (Daixian) Environmental Technology Co [100.0%],E100002001802 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.102447,112.813595,POINT (112.813595 39.102447),,,,,,0,,,,,
1383,P100000125621,Shanxi Guojin Electric Power Co. Cement Plant,山西国金电力有限公司 (Chinese),,,,"37.377477, 112.001131",exact,https://www.gem.wiki/Shanxi_Guojin_Electric_Power_Co._Cement_Plant,Lvliang,Shanxi,China,2,1.825,opc,grey,operating,2020,Shanxi Guojin Electric Power Co Ltd [100.0%],山西国金电力有限公司 (Chinese) [100%],E100000122923 [100.0%],Shanxi State-Owned Capital Investment and Operation Co Ltd [29.4%]; Jizhong Energy Group Co Ltd [21.2%]; Shanxi Kongshi Enterprise Management Co Ltd [20.2%]; Jinneng Group Co Ltd [11.0%]; unknown [7.3%]; Jinneng Holding Group Co Ltd [3.3%]; China Huarong Asset Management Co Ltd [2.9%]; China Cinda Asset Management Co Ltd [2.9%]; Tokyo Boeki Holdings [1.9%],E100000001663 [29.4%]; E100000123368 [21.2%]; E100000125097 [20.2%]; E100000001542 [11.0%]; E100000132388 [7.3%]; E100000001543 [3.3%]; E100000123273 [2.9%]; E100000123329 [2.9%]; E100000125813 [1.9%],integrated,dry,no,no,no,0,Eastern Asia,37.377477,112.001131,POINT (112.001131 37.377477),,,,,,0,,,,,
1384,P100000125622,Shanxi Jigang Cement Co. Cement Plant,山西吉港水泥有限公司 (Chinese),,,,"37.505193, 112.052262",approximate,https://www.gem.wiki/Shanxi_Jigang_Cement_Co._Cement_Plant,Lvliang,Shanxi,China,3.5,1.825,opc,grey,operating,2008,Shanxi Jigang Cement [100.0%],山西吉港水泥有限公司 (Chinese) [100%],E100002006636 [100.0%],Shanxi Jigang Cement [100.0%],E100002006636 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,37.505193,112.052262,POINT (112.052262 37.505193),,,,,,0,,,,,
1385,P100000125623,Shanxi Zhongxing Cement Co. Cement Plant,山西中兴水泥有限责任公司 (Chinese),,,,"37.129550, 111.604220",exact,https://www.gem.wiki/Shanxi_Zhongxing_Cement_Co._Cement_Plant,Lvliang,Shanxi,China,1.2,0.9125,,,operating,2013,Shanxi Zhongxing Cement Co Ltd [100.0%],山西中兴水泥有限责任公司 (Chinese) [100%],E100002006621 [100.0%],Shanxi Zhongxing Cement Co Ltd [100.0%],E100002006621 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,37.12955,111.60422,POINT (111.60422 37.12955),,,,,,0,,,,,
1386,P100000125624,Zhongyang County Taoyuan Cement Co. Cement Plant,中阳县桃园水泥有限责任公司 (Chinese),,,,"37.326587, 111.204529",exact,https://www.gem.wiki/Zhongyang_County_Taoyuan_Cement_Co._Cement_Plant,Lvliang,Shanxi,China,1.55,,opc,,operating,1994,Zhongyuan County Taoyuan Cement Co Ltd [100.0%],中阳县桃园水泥有限责任公司 (Chinese) [100%],E100000128455 [100.0%],Zhongyuan County Taoyuan Cement Co Ltd [100.0%],E100000128455 [100.0%],grinding,,,,,0,Eastern Asia,37.326587,111.204529,POINT (111.204529 37.326587),,,,,,0,,,,,
1387,P100000125625,Shanxi Guashan Cement Co. Cement Plant,山西卦山水泥有限责任公司 (Chinese),,,,"37.591217, 112.196464",exact,https://www.gem.wiki/Shanxi_Guashan_Cement_Co._Cement_Plant,Lvliang,Shanxi,China,0.8,0.9125,,,operating,2005,Shanxi Guashan Cement Co Ltd [100.0%],山西卦山水泥有限责任公司 (Chinese) [100%],E100002006641 [100.0%],Shanxi Guashan Cement Co Ltd [100.0%],E100002006641 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,37.591217,112.196464,POINT (112.196464 37.591217),,,,,,0,,,,,
1388,P100000125672,Shouyang Tonglida Cement Co. Cement Plant,寿阳同力达水泥有限责任公司（晋中同力达水泥有限责任公司） (Chinese),,,,"37.965156, 112.945853",approximate,https://www.gem.wiki/Shouyang_Tonglida_Cement_Co._Cement_Plant,Jinzhong,Shanxi,China,0.99,1.825,,,operating,2021,Shouyang Tonglida Cement Co Ltd [100.0%],寿阳同力达水泥有限责任公司（晋中同力达水泥有限责任公司） (Chinese) [100%],E100002006572 [100.0%],Shouyang Tonglida Cement Co Ltd [100.0%],E100002006572 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,37.965156,112.945853,POINT (112.945853 37.965156),,,,,,0,,,,,
1389,P100000125673,Shanxi Fenxi Mining (Group) Limited Liability Company Cement Plant,山西汾西矿业（集团）有限责任公司水泥厂 (Chinese),,,,"36.986404, 111.967476",approximate,https://www.gem.wiki/Shanxi_Fenxi_Mining_(Group)_Limited_Liability_Company_Cement_Plant,Jinzhong,Shanxi,China,0.54,0.309255,,,operating,1982,Shanxi Fenxi Mining (Group) Co Ltd Cement Plant [100.0%],山西汾西矿业（集团）有限责任公司水泥厂 (Chinese) [100%],E100002006642 [100.0%],Shanxi Fenxi Mining (Group) Co Ltd Cement Plant [100.0%],E100002006642 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,36.986404,111.967476,POINT (111.967476 36.986404),,,,,,0,,,,,
1390,P100000125674,Shanxi Taigu Hengda Coal Gasification Co. Cement Plant,山西太谷恒达煤气化有限公司 (Chinese),,,,"37.419194, 112.566825",exact,https://www.gem.wiki/Shanxi_Taigu_Hengda_Coal_Gasification_Co._Cement_Plant,Jinzhong,Shanxi,China,0.88,0.9125,,,operating,2013,Shanxi Taigu Hengda Coal Gasification Co Ltd [100.0%],山西太谷恒达煤气化有限公司 (Chinese) [100%],E100002006626 [100.0%],Shanxi Taigu Hengda Coal Gasification Co Ltd [100.0%],E100002006626 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,37.419194,112.566825,POINT (112.566825 37.419194),,,,,,0,,,,,
1391,P100000125675,Linfen Shanshui Cement Co. Cement Plant,临汾山水水泥有限公司 (Chinese),,,,"36.380657, 111.692535",exact,https://www.gem.wiki/Linfen_Shanshui_Cement_Co._Cement_Plant,Linfen,Shanxi,China,2,1.825,,,operating,2017,Linfen Shanshui Cement Co [100.0%],临汾山水水泥有限公司 (Chinese) [100%],E100002002518 [100.0%],Linfen Shanshui Cement Co [100.0%],E100002002518 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,36.380657,111.692535,POINT (111.692535 36.380657),,,,,,0,,,,,
1392,P100000125676,Houma Huifeng Building Materials Co. Cement Plant,侯马市汇丰建材有限责任公司 (Chinese),,,,"35.677960, 111.393012",exact,https://www.gem.wiki/Houma_Huifeng_Building_Materials_Co._Cement_Plant,Linfen,Shanxi,China,1,0.9125,opc,grey,operating,2013,Houma Huifeng Building Materials Co [100.0%],侯马市汇丰建材有限责任公司 (Chinese) [100%],E100002001986 [100.0%],Houma Huifeng Building Materials Co [100.0%],E100002001986 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,35.67796,111.393012,POINT (111.393012 35.67796),,,,,,0,,,,,
1393,P100000125677,Pucheng Longxiang Building Materials Co. Cement Plant,蒲城县龙翔建材有限公司（蒲县龙翔建材有限公司） (Chinese),,,,"34.950364, 109.586577",approximate,https://www.gem.wiki/Pucheng_Longxiang_Building_Materials_Co._Cement_Plant,Linfen,Shanxi,China,0.6,,,,operating,2009,Pucheng County Longxiang Building Materials Co Ltd [100.0%],蒲城县龙翔建材有限公司（蒲县龙翔建材有限公司） (Chinese) [100%],E100002007153 [100.0%],Pucheng County Longxiang Building Materials Co Ltd [100.0%],E100002007153 [100.0%],grinding,,,,,0,Eastern Asia,34.950364,109.586577,POINT (109.586577 34.950364),edb428284b07c665,CHN.61,Region,CHN.61,GID_1,1,GID_1,,,,
1394,P100000125678,Shanxi Zhongtiao Mountain New Building Materials Co. Cement Plant,山西中条山新型建材有限公司 (Chinese),,,,"35.801048, 111.477799",exact,https://www.gem.wiki/Shanxi_Zhongtiao_Mountain_New_Building_Materials_Co._Cement_Plant,Linfen,Shanxi,China,0.5,0.9125,,,operating,2006,Shanxi Zhongtiaoshan New Building Materials [100.0%],山西中条山新型建材有限公司 (Chinese) [100%],E100002006622 [100.0%],Shanxi Zhongtiaoshan New Building Materials [100.0%],E100002006622 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,35.801048,111.477799,POINT (111.477799 35.801048),,,,,,0,,,,,
1395,P100000125679,Xiangfen Xingyuan Group Cement & Building Materials Co. Cement Plant,襄汾县星原集团水泥建材有限公司 (Chinese),,,,"35.881969, 111.377998",exact,https://www.gem.wiki/Xiangfen_Xingyuan_Group_Cement_&_Building_Materials_Co._Cement_Plant,Linfen,Shanxi,China,1.5,1.095,,,operating,2013,Xiangfen Xingyuan Group Cement & Building Materials Co Ltd [100.0%],襄汾县星原集团水泥建材有限公司 (Chinese) [100%],E100002002273 [100.0%],Xiangfen Xingyuan Group Cement & Building Materials Co Ltd [100.0%],E100002002273 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,35.881969,111.377998,POINT (111.377998 35.881969),,,,,,0,,,,,
1396,P100000125680,Shanxi Longmen Five Color Stone Building Material Co. Cement Plant,山西龙门五色石建材有限公司 (Chinese),,,,"35.669429, 110.673784",approximate,https://www.gem.wiki/Shanxi_Longmen_Five_Color_Stone_Building_Material_Co._Cement_Plant,Yuncheng,Shanxi,China,1,0.9125,,,operating,2013,Shanxi Longmen Five Color Stone Building Materials Co Ltd [100.0%],山西龙门五色石建材有限公司 (Chinese) [100%],E100002006630 [100.0%],Shanxi Longmen Five Color Stone Building Materials Co Ltd [100.0%],E100002006630 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,35.669429,110.673784,POINT (110.673784 35.669429),,,,,,0,,,,,
1397,P100000125681,Witton Cement Group Limited Liability Company Cement Plant,威顿水泥集团有限责任公司 (Chinese),,,,"35.977946, 111.849236",exact,https://www.gem.wiki/Witton_Cement_Group_Limited_Liability_Company_Cement_Plant,Yuncheng,Shanxi,China,2,2.19,,,operating,2001,Weidun Cement Group Co Ltd [100.0%],威顿水泥集团有限责任公司 (Chinese) [100%],E100002002361 [100.0%],Weidun Cement Group Co Ltd [100.0%],E100002002361 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,35.977946,111.849236,POINT (111.849236 35.977946),,,,,,0,,,,,
1398,P100000125682,Yuncheng Zhonglian Cement Co. Cement Plant,运城中联水泥有限公司 (Chinese),,,,"35.069453, 111.027848",exact,https://www.gem.wiki/Yuncheng_Zhonglian_Cement_Co._Cement_Plant,Yuncheng,Shanxi,China,,,,,announced,2025,Yuncheng Zhonglian Cement Co Ltd [100.0%],运城中联水泥有限公司 (Chinese) [100%],E100002002087 [100.0%],Yuncheng Zhonglian Cement Co Ltd [100.0%],E100002002087 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,35.069453,111.027848,POINT (111.027848 35.069453),,,,,,0,,,,,
1399,P100000125683,Shanxi Xinxing Group Special Cement Plant,山西新星集团特种水泥厂 (Chinese),,,,"37.779814, 111.211279",exact,https://www.gem.wiki/Shanxi_Xinxing_Group_Special_Cement_Plant,Lvliang,Shanxi,China,,0.365,,,mothballed,2009,Shanxi Xinxing Group Special Cement Plant [100.0%],山西新星集团特种水泥厂 (Chinese) [100%],E100002006625 [100.0%],Shanxi Xinxing Group Special Cement Plant [100.0%],E100002006625 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,37.779814,111.211279,POINT (111.211279 37.779814),,,,,,0,,,,,
1400,P100000125684,Shanxi Dongyi Group Special Cement Co. Cement Plant,山西东义集团特种水泥有限公司 (Chinese),,,,"37.104387, 111.814219",exact,https://www.gem.wiki/Shanxi_Dongyi_Group_Special_Cement_Co._Cement_Plant,Lvliang,Shanxi,China,1.1,,,,operating,2005,Shanxi Dongyi Group Special Cement Co Ltd [100.0%],山西东义集团特种水泥有限公司 (Chinese) [100%],E100002006644 [100.0%],Shanxi Dongyi Group Special Cement Co Ltd [100.0%],E100002006644 [100.0%],grinding,,,,,0,Eastern Asia,37.104387,111.814219,POINT (111.814219 37.104387),,,,,,0,,,,,
1401,P100000125706,Arongqi Mengxi Cement Co. Cement Plant,阿荣旗蒙西水泥有限公司 (Chinese),,,,"48.134605, 123.427842",approximate,https://www.gem.wiki/Arongqi_Mengxi_Cement_Co._Cement_Plant,Hulunbeier,Inner Mongolia,China,3,3.65,,,operating,2008,Arongqi Mengxi Cement Co [100.0%],阿荣旗蒙西水泥有限公司 (Chinese) [100%],E100002001561 [100.0%],Arongqi Mengxi Cement Co [100.0%],E100002001561 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,48.134605,123.427842,POINT (123.427842 48.134605),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1402,P100000125707,Oroqen Autonomous Banner Xinchangtai Jiwen Cement Co. Cement Plant,鄂伦春自治旗鑫昌泰吉文水泥有限公司 (Chinese),,,,"50.563484, 123.210998",exact,https://www.gem.wiki/Oroqen_Autonomous_Banner_Xinchangtai_Jiwen_Cement_Co._Cement_Plant,Hulunbeier,Inner Mongolia,China,0.6,1.825,,,operating,2012,Oroqen Autonomous Banner Xinchangtai Group Jiwen Cement Co [100.0%],鄂伦春自治旗鑫昌泰吉文水泥有限公司 (Chinese) [100%],E100002002659 [100.0%],Oroqen Autonomous Banner Xinchangtai Group Jiwen Cement Co [100.0%],E100002002659 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,50.563484,123.210998,POINT (123.210998 50.563484),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1403,P100000125708,Inner Mongolia Xinhongyu Cement Co. Cement Plant,内蒙古鑫鸿裕水泥有限责任公司 (Chinese),,,,"43.306885, 118.449616",approximate,https://www.gem.wiki/Inner_Mongolia_Xinhongyu_Cement_Co._Cement_Plant,Chifeng,Inner Mongolia,China,,0.365,,,operating,2005,Inner Mongolia Xinhongyu Cement Co [100.0%],内蒙古鑫鸿裕水泥有限责任公司 (Chinese) [100%],E100002002178 [100.0%],Inner Mongolia Xinhongyu Cement Co [100.0%],E100002002178 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,43.306885,118.449616,POINT (118.449616 43.306885),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1404,P100000125709,Arukolqinqi Xintianshan Cement Group Co. Cement Plant,阿鲁科尔沁旗鑫天山水泥集团有限公司 (Chinese),,,,"43.969771, 119.377738",exact,https://www.gem.wiki/Arukolqinqi_Xintianshan_Cement_Group_Co._Cement_Plant,Chifeng,Inner Mongolia,China,,0.9125,opc,grey,operating,2009,Arukolqinqi Xintianshan Cement Group Co [100.0%],阿鲁科尔沁旗鑫天山水泥集团有限公司 (Chinese) [100%],E100002001562 [100.0%],Arukolqinqi Xintianshan Cement Group Co [100.0%],E100002001562 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,43.969771,119.377738,POINT (119.377738 43.969771),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1405,P100000125710,Chifeng Lumeng Special Cement Co. Cement Plant,赤峰鲁蒙特种水泥有限公司 (Chinese),,,,"44.457386, 118.925483",exact,https://www.gem.wiki/Chifeng_Lumeng_Special_Cement_Co._Cement_Plant,Chifeng,Inner Mongolia,China,,0.73,opc,grey,operating,2013,Chifeng Lumeng Special Cement Co [100.0%],赤峰鲁蒙特种水泥有限公司 (Chinese) [100%],E100002001631 [100.0%],Chifeng Lumeng Special Cement Co [100.0%],E100002001631 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,44.457386,118.925483,POINT (118.925483 44.457386),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1406,P100000125711,Naimanqi Hongji Cement Co. Cement Plant,奈曼旗宏基水泥有限公司 (Chinese),,,,"42.870155, 120.710737",exact,https://www.gem.wiki/Naimanqi_Hongji_Cement_Co._Cement_Plant,Tongliao,Inner Mongolia,China,,1.46,,,operating,2013,Naimanqi Hongji Cement Co [100.0%],奈曼旗宏基水泥有限公司 (Chinese) [100%],E100002002626 [100.0%],Naimanqi Hongji Cement Co [100.0%],E100002002626 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,42.870155,120.710737,POINT (120.710737 42.870155),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1407,P100000125728,Xiwuzhumqin Banner Hadatu Cement Co. Cement Plant,西乌珠穆沁旗哈达图水泥有限责任公司 (Chinese),,,,"44.614044, 117.662258",exact,https://www.gem.wiki/Xiwuzhumqin_Banner_Hadatu_Cement_Co._Cement_Plant,Xilinguole,Inner Mongolia,China,,0.9125,,,operating,2009,Xiwuzhumqin Banner Hadatu Cement Co Ltd [100.0%],西乌珠穆沁旗哈达图水泥有限责任公司 (Chinese) [100%],E100002002229 [100.0%],Xiwuzhumqin Banner Hadatu Cement Co Ltd [100.0%],E100002002229 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,44.614044,117.662258,POINT (117.662258 44.614044),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1408,P100000125729,Inner Mongolia Taigao Cement Co. Cement Plant,内蒙古泰高水泥有限公司 (Chinese),,,,"43.645466, 112.018320",exact,https://www.gem.wiki/Inner_Mongolia_Taigao_Cement_Co._Cement_Plant,Xilinguole,Inner Mongolia,China,,1.46,opc,grey,operating,2014,Inner Mongolia Taigao Cement Co [100.0%],内蒙古泰高水泥有限公司 (Chinese) [100%],E100002002174 [100.0%],Inner Mongolia Taigao Cement Co [100.0%],E100002002174 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,43.645466,112.01832,POINT (112.01832 43.645466),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1409,P100000125730,Shangdu County Minyu Cement Co. Cement Plant,商都县民宇水泥有限责任公司 (Chinese),,,,"41.530970, 113.589034",exact,https://www.gem.wiki/Shangdu_County_Minyu_Cement_Co._Cement_Plant,Wulanchabu,Inner Mongolia,China,,0.9125,blended,grey,operating,2011,Shangdu County Minyu Cement Co Ltd [100.0%],商都县民宇水泥有限责任公司 (Chinese) [100%],E100002006663 [100.0%],Shangdu County Minyu Cement Co Ltd [100.0%],E100002006663 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.53097,113.589034,POINT (113.589034 41.53097),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1410,P100000125731,Inner Mongolia Century Hengsheng Mining Co. Cement Plant,内蒙古世纪恒生矿业有限责任公司 (Chinese),,,,"41.758422, 112.665420",approximate,https://www.gem.wiki/Inner_Mongolia_Century_Hengsheng_Mining_Co._Cement_Plant,Wulanchabu,Inner Mongolia,China,,1.752,,,operating,2013,Inner Mongolia Century Hengsheng Mining Co [100.0%],内蒙古世纪恒生矿业有限责任公司 (Chinese) [100%],E100002002167 [100.0%],Inner Mongolia Century Hengsheng Mining Co [100.0%],E100002002167 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.758422,112.66542,POINT (112.66542 41.758422),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1411,P100000125732,Inner Mongolia Mengwei Technology Co. Cement Plant,内蒙古蒙维科技有限公司 (Chinese),,,,"41.447906, 113.133496",exact,https://www.gem.wiki/Inner_Mongolia_Mengwei_Technology_Co._Cement_Plant,Wulanchabu,Inner Mongolia,China,,1.095,,,operating,2017,Inner Mongolia Mengwei Technology Co [100.0%],内蒙古蒙维科技有限公司 (Chinese) [100%],E100002002171 [100.0%],Inner Mongolia Mengwei Technology Co [100.0%],E100002002171 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.447906,113.133496,POINT (113.133496 41.447906),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1412,P100000125733,Baotou Sea Level Metal Technology Co. Cement Plant,包头海平面金属科技有限公司 (Chinese),,,,"40.977884, 110.092109",exact,https://www.gem.wiki/Baotou_Sea_Level_Metal_Technology_Co._Cement_Plant,Baotou,Inner Mongolia,China,,1.752,,,operating,2011,Baotou Sea Level Metal Technology Co [100.0%],包头海平面金属科技有限公司 (Chinese) [100%],E100002001577 [100.0%],Baotou Sea Level Metal Technology Co [100.0%],E100002001577 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,40.977884,110.092109,POINT (110.092109 40.977884),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1413,P100000125755,Ordos Qingneng New Material Co. Cement Plant,鄂尔多斯市清能新材料有限公司 (Chinese),,,,"39.389041, 106.964372",approximate,https://www.gem.wiki/Ordos_Qingneng_New_Material_Co._Cement_Plant,Eerduosi,Inner Mongolia,China,,0.9125,,,operating,2011,Ordos Qingneng New Material Co [100.0%],鄂尔多斯市清能新材料有限公司 (Chinese) [100%],E100002002653 [100.0%],Ordos Qingneng New Material Co [100.0%],E100002002653 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.389041,106.964372,POINT (106.964372 39.389041),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1414,P100000125756,Ordos Shuangxin Chemical Industry Co. Cement Plant,鄂尔多斯市双欣化学工业有限责任公司 (Chinese),,,,"39.376540, 106.990455",approximate,https://www.gem.wiki/Ordos_Shuangxin_Chemical_Industry_Co._Cement_Plant,Eerduosi,Inner Mongolia,China,0.87,0.9125,,,operating,2015,Ordos Shuangxin Chemical Industry Co [100.0%],鄂尔多斯市双欣化学工业有限责任公司 (Chinese) [100%],E100002002655 [100.0%],Ordos Shuangxin Chemical Industry Co [100.0%],E100002002655 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.37654,106.990455,POINT (106.990455 39.37654),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1415,P100000125757,Inner Mongolia Junzheng Energy & Chemical Group Co. Cement Plant,内蒙古君正能源化工集团股份有限公司 (鄂尔多斯市君正能源化工有限公司水泥分公司) (Chinese),,,,"39.366779, 106.983398",approximate,https://www.gem.wiki/Inner_Mongolia_Junzheng_Energy_&_Chemical_Group_Co._Cement_Plant,Eerduosi,Inner Mongolia,China,,0.9125,,,operating,2015,Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [100.0%],内蒙古君正能源化工集团股份有限公司 (鄂尔多斯市君正能源化工有限公司水泥分公司) (Chinese) [100%],E100000122257 [100.0%],Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [100.0%],E100000122257 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.366779,106.983398,POINT (106.983398 39.366779),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1416,P100000125758,Inner Mongolia Junzheng Chemical Co. Cement Plant,内蒙古君正化工有限责任公司 (Chinese),,,,"39.475011, 106.698248",exact,https://www.gem.wiki/Inner_Mongolia_Junzheng_Chemical_Co._Cement_Plant,Wuhai,Inner Mongolia,China,,0.9125,opc,grey,operating,2010,INNER MONGOLIA Junzheng Chemical Industry Co Ltd [100.0%],内蒙古君正化工有限责任公司 (Chinese) [100%],E100000124929 [100.0%],Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [100.0%],E100000122257 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.475011,106.698248,POINT (106.698248 39.475011),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1417,P100000125759,Wuhai Huayuan Cement Co. Cement Plant,乌海华源水泥有限公司 (Chinese),,,,"39.635429, 106.868605",approximate,https://www.gem.wiki/Wuhai_Huayuan_Cement_Co._Cement_Plant,Wuhai,Inner Mongolia,China,,1.46,,,operating,2010,Wuhai Huayuan Cement Co Ltd [100.0%],乌海华源水泥有限公司 (Chinese) [100%],E100002002329 [100.0%],Wuhai Huayuan Cement Co Ltd [100.0%],E100002002329 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.635429,106.868605,POINT (106.868605 39.635429),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1418,P100000125760,Inner Mongolia Wanchen Energy Company Qianfeng Cement Branch Cement Plant,内蒙古万晨能源股份有限公司千峰水泥分公司 (Chinese),,,,"39.855985, 106.887027",exact,https://www.gem.wiki/Inner_Mongolia_Wanchen_Energy_Company_Qianfeng_Cement_Branch_Cement_Plant,Wuhai,Inner Mongolia,China,1,,,,operating,1976,Inner Mongolia Wanchen Energy Company Qianfeng Cement Branch [100.0%],内蒙古万晨能源股份有限公司千峰水泥分公司 (Chinese) [100%],E100002002176 [100.0%],Inner Mongolia Wanchen Energy Company Qianfeng Cement Branch [100.0%],E100002002176 [100.0%],grinding,,,,,0,Eastern Asia,39.855985,106.887027,POINT (106.887027 39.855985),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
1419,P100000125761,Western Environmental Protection Limited (Haihua) Cement Plant,西部环保有限公司（海化） (Chinese),,,,"39.375806, 106.922603",approximate,https://www.gem.wiki/Western_Environmental_Protection_Limited_(Haihua)_Cement_Plant,Wuhai,Inner Mongolia,China,,0.9125,,,operating,2016,Western Environmental Protection (Haihua) Co Ltd [100.0%],西部环保有限公司（海化） (Chinese) [100%],E100002002363 [100.0%],Western Environmental Protection (Haihua) Co Ltd [100.0%],E100002002363 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,39.375806,106.922603,POINT (106.922603 39.375806),9442a9f00231713b,CHN.15,Region,CHN.15,GID_1,1,GID_1,,,,
