,GEM Plant ID,GEM Asset name (English),Asset name (other language),Alternative asset name(s),SFI ID,LeadIT Project ID,Coordinates,Coordinate accuracy,GEM wiki page,Municipality,Subnational unit,Country/Area,Cement Capacity (millions metric tonnes per annum),Clinker Capacity (millions metric tonnes per annum),Majority Cement Type,Cement Color,Operating status,Start date,Owner name (English),Owner name (other language),Owner Entity ID,Parent,Parent Entity ID,Plant type,Production type,CCS/CCUS,Alternative Fuel,Clay Calcination,Alternative_to_reduce_GHG,Region,latitude,longitude,geometry,climactor_id,GDAM_id,entity_type,GID_1,which_boundaries,within_target_boundaries,GID,GID_2,GID_3,GID_4,GID_5
763,P100000123567,Taizhou Shangfeng Cement Co Ltd Cement Plant,台州上峰水泥有限公司 (Chinese),,GACTCHN0412,,"28.694278, 121.351389",exact,https://www.gem.wiki/Taizhou_Shangfeng_Cement_Co_Ltd_Cement_Plant,Taizhou,Zhejiang,China,1,,,,operating,,Taizhou Shangfeng Cement Co Ltd [100.0%],台州上峰水泥有限公司 (Chinese) [100%],E100002002574 [100.0%],Taizhou Shangfeng Cement Co Ltd [100.0%],E100002002574 [100.0%],grinding,,,,,0,Eastern Asia,28.694278,121.351389,POINT (121.351389 28.694278),7765b210323b6311,CHN.33,Region,CHN.33,GID_1,1,GID_1,,,,
764,P100000123568,Yingshang Shangfeng Cement Co Ltd Cement Plant,颍上上峰水泥有限公司 (Chinese),,GACTCHN0413,,"32.643189, 116.309796",exact,https://www.gem.wiki/Yingshang_Shangfeng_Cement_Co_Ltd_Cement_Plant,Fuyang,Anhui,China,2,,,,operating,,Yingshang Shangfeng Cement Co Ltd [100.0%],颍上上峰水泥有限公司 (Chinese) [100%],E100002002113 [100.0%],Yingshang Shangfeng Cement Co Ltd [100.0%],E100002002113 [100.0%],grinding,,,,,0,Eastern Asia,32.643189,116.309796,POINT (116.309796 32.643189),589727503960f0a7,CHN.34,Region,CHN.34,GID_1,1,GID_1,,,,
765,P100000123569,Huizhou Tapai Cement Co Ltd Cement Plant,惠州塔牌水泥有限公司 (Chinese),,GACTCHN0414,,"23.665299, 114.319396",exact,https://www.gem.wiki/Huizhou_Tapai_Cement_Co_Ltd_Cement_Plant,Huizhou,Guangdong,China,,,blended,grey,operating,,Huizhou Tapai Cement Co Ltd [100.0%],惠州塔牌水泥有限公司 (Chinese) [100%],E100002002118 [100.0%],Huizhou Tapai Cement Co Ltd [100.0%],E100002002118 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,23.665299,114.319396,POINT (114.319396 23.665299),07c6e8aa865077ae,CHN.44,Region,CHN.44,GID_1,1,GID_1,,,,
766,P100000123570,Fujian Tapai Cement Co Ltd Cement Plant,福建塔牌水泥有限公司 (Chinese),,GACTCHN0415,,"24.864336, 116.197732",exact,https://www.gem.wiki/Fujian_Tapai_Cement_Co_Ltd_Cement_Plant,Longyan,Fujian,China,2.65,,blended,grey,operating,,Fujian Tapai Cement Co Ltd [100.0%],福建塔牌水泥有限公司 (Chinese) [100%],E100002001789 [100.0%],Fujian Tapai Cement Co Ltd [100.0%],E100002001789 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,24.864336,116.197732,POINT (116.197732 24.864336),429dcf4198417ab1,CHN.35,Region,CHN.35,GID_1,1,GID_1,,,,
767,P100000123571,Meizhou Jinta Cement Co Ltd Cement Plant,梅州金塔水泥有限公司 (Chinese),,GACTCHN0416,,"24.599296, 116.149067",exact,https://www.gem.wiki/Meizhou_Jinta_Cement_Co_Ltd_Cement_Plant,Meizhou,Guangdong,China,0.84,,opc,grey,operating,,Meizhou Jinta Cement Co Ltd [100.0%],梅州金塔水泥有限公司 (Chinese) [100%],E100002002616 [100.0%],Meizhou Jinta Cement Co Ltd [100.0%],E100002002616 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,24.599296,116.149067,POINT (116.149067 24.599296),07c6e8aa865077ae,CHN.44,Region,CHN.44,GID_1,1,GID_1,,,,
768,P100000123572,Meizhou Huashan Cement Co Ltd Cement Plant,梅州市华山水泥有限公司 (Chinese),,GACTCHN0417,,"24.755619, 116.190774",exact,https://www.gem.wiki/Meizhou_Huashan_Cement_Co_Ltd_Cement_Plant,Meizhou,Guangdong,China,1.55,,,,retired,,Meizhou Huashan Cement Co Ltd [100.0%],梅州市华山水泥有限公司 (Chinese) [100%],E100002002615 [100.0%],Meizhou Huashan Cement Co Ltd [100.0%],E100002002615 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,24.755619,116.190774,POINT (116.190774 24.755619),07c6e8aa865077ae,CHN.44,Region,CHN.44,GID_1,1,GID_1,,,,
769,P100000123573,Meixian Hengta Rotary Kiln Cement Co Ltd Cement Plant,梅州市梅县区恒塔旋窑水泥有限公司 (Chinese),,GACTCHN0418,,"24.376133, 116.132253",exact,https://www.gem.wiki/Meixian_Hengta_Rotary_Kiln_Cement_Co_Ltd_Cement_Plant,Meizhou,Guangdong,China,,,blended,grey,operating,,Meixian Hengta Rotary Kiln Cement Co Ltd [100.0%],梅州市梅县区恒塔旋窑水泥有限公司 (Chinese) [100%],E100002002614 [100.0%],Meixian Hengta Rotary Kiln Cement Co Ltd [100.0%],E100002002614 [100.0%],grinding,,,,,0,Eastern Asia,24.376133,116.132253,POINT (116.132253 24.376133),07c6e8aa865077ae,CHN.44,Region,CHN.44,GID_1,1,GID_1,,,,
770,P100000123574,Meizhou Meixian District Hengfa Building Material Co Ltd Cement Plant,塔牌集团梅县恒发建材有限公司 (Chinese),,GACTCHN0419,,"24.149412, 116.082492",exact,https://www.gem.wiki/Meizhou_Meixian_District_Hengfa_Building_Material_Co_Ltd_Cement_Plant,Meizhou,Guangdong,China,1.4,,,,retired,,Meizhou Meixian District Hengfa Building Material Co Ltd [100.0%],塔牌集团梅县恒发建材有限公司 (Chinese) [100%],E100002002617 [100.0%],Meizhou Meixian District Hengfa Building Material Co Ltd [100.0%],E100002002617 [100.0%],grinding,,,,,0,Eastern Asia,24.149412,116.082492,POINT (116.082492 24.149412),07c6e8aa865077ae,CHN.44,Region,CHN.44,GID_1,1,GID_1,,,,
771,P100000123575,Hebei Jinlong Cement Group Co Ltd Cement Plant,河北金隆水泥集团有限公司 (Chinese),,GACTCHN0420,,"37.387134, 114.686116",exact,https://www.gem.wiki/Hebei_Jinlong_Cement_Group_Co_Ltd_Cement_Plant,Xingtai,Hebei,China,3.2,0.9125,,,operating,,Hebei Jinlong Cement Group Co Ltd [100.0%],河北金隆水泥集团有限公司 (Chinese) [100%],E100002001920 [100.0%],Hebei Jinlong Cement Group Co Ltd [100.0%],E100002001920 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,37.387134,114.686116,POINT (114.686116 37.387134),a17ff6610ee320bc,CHN.13,Region,CHN.13,GID_1,1,GID_1,,,,
772,P100000123576,Tonglu Red Lion Cement Co Ltd Cement Plant,桐庐红狮水泥有限公司 (Chinese),,GACTCHN0421,,"29.843562, 119.701739",exact,https://www.gem.wiki/Tonglu_Red_Lion_Cement_Co_Ltd_Cement_Plant,Hangzhou,Zhejiang,China,5,3.65,opc,grey,operating,,Tonglu Hongshi Cement Co Ltd [100.0%],桐庐红狮水泥有限公司 (Chinese) [100%],E100002002438 [100.0%],Tonglu Hongshi Cement Co Ltd [100.0%],E100002002438 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,29.843562,119.701739,POINT (119.701739 29.843562),7765b210323b6311,CHN.33,Region,CHN.33,"GID_1, GID_2",1,GID_2,CHN.33.97,,,
773,P100000123577,Jiande Red Lion Cement Co Ltd Cement Plant,建德红狮水泥有限公司 (Chinese),,GACTCHN0422,,"29.423656, 119.152434",exact,https://www.gem.wiki/Jiande_Red_Lion_Cement_Co_Ltd_Cement_Plant,Hangzhou,Zhejiang,China,2.13,3.3,opc,grey,operating,2004,Jiande Red Lion Cement Co Ltd [100.0%],建德红狮水泥有限公司 (Chinese) [100%],E100002002205 [100.0%],Jiande Red Lion Cement Co Ltd [100.0%],E100002002205 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,29.423656,119.152434,POINT (119.152434 29.423656),7765b210323b6311,CHN.33,Region,CHN.33,"GID_1, GID_2",1,GID_2,CHN.33.97,,,
774,P100000123578,Gaoan Red Lion Cement Co Ltd Cement Plant,高安田南红狮水泥有限公司 (Chinese),,GACTCHN0423,,"28.152583, 115.505367",exact,https://www.gem.wiki/Gaoan_Red_Lion_Cement_Co_Ltd_Cement_Plant,Yichun,Jiangxi,China,2.48,1.46,opc,grey,operating,,Gaoan Red Lion Cement Co Ltd [100.0%],高安田南红狮水泥有限公司 (Chinese) [100%],E100002001807 [100.0%],Gaoan Red Lion Cement Co Ltd [100.0%],E100002001807 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,28.152583,115.505367,POINT (115.505367 28.152583),0241999436d3e28f,CHN.36,Region,CHN.36,GID_1,1,GID_1,,,,
775,P100000123579,Linshui Red Lion Cement Co Ltd Cement Plant,邻水红狮水泥有限公司 (Chinese),,GACTCHN0424,,"30.188933, 106.826575",exact,https://www.gem.wiki/Linshui_Red_Lion_Cement_Co_Ltd_Cement_Plant,Guangan,Sichuan,China,4.5,,opc,grey,operating,,Linshui Red Lion Cement Co Ltd [100.0%],邻水红狮水泥有限公司 (Chinese) [100%],E100002002524 [100.0%],Linshui Red Lion Cement Co Ltd [100.0%],E100002002524 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,30.188933,106.826575,POINT (106.826575 30.188933),f4214c8cdd3de470,CHN.51,Region,CHN.51,GID_1,1,GID_1,,,,
776,P100000123580,Jiangyou Red Lion Cement Co Ltd Cement Plant,江油红狮水泥有限公司 (Chinese),,GACTCHN0425,,"31.867406, 104.760639",exact,https://www.gem.wiki/Jiangyou_Red_Lion_Cement_Co_Ltd_Cement_Plant,Mianyang,Sichuan,China,3,2.92,opc,grey,operating,,Jiangyou Red Lion Cement Co Ltd [100.0%],江油红狮水泥有限公司 (Chinese) [100%],E100002002344 [100.0%],Jiangyou Red Lion Cement Co Ltd [100.0%],E100002002344 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,31.867406,104.760639,POINT (104.760639 31.867406),f4214c8cdd3de470,CHN.51,Region,CHN.51,GID_1,1,GID_1,,,,
777,P100000123581,Zhangping Red Lion Cement Co Ltd Cement Plant,漳平红狮水泥有限公司 (Chinese),,GACTCHN0426,,"25.354875, 117.373748",exact,https://www.gem.wiki/Zhangping_Red_Lion_Cement_Co_Ltd_Cement_Plant,Longyan,Fujian,China,2,1.825,opc,grey,operating,2007,Zhangping Hongshi Cement Co Ltd [100.0%],漳平红狮水泥有限公司 (Chinese) [100%],E100002001991 [100.0%],Zhangping Hongshi Cement Co Ltd [100.0%],E100002001991 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,25.354875,117.373748,POINT (117.373748 25.354875),429dcf4198417ab1,CHN.35,Region,CHN.35,GID_1,1,GID_1,,,,
778,P100000123582,Yiliang Red Lion Cement Co Ltd Cement Plant,宜良红狮水泥有限公司 (Chinese),,GACTCHN0427,,"24.998691, 103.215129",exact,https://www.gem.wiki/Yiliang_Red_Lion_Cement_Co_Ltd_Cement_Plant,Kunming,Yunnan,China,4,2.92,opc,grey,operating,2010,Yiliang Hongshi Cement Co Ltd [100.0%],宜良红狮水泥有限公司 (Chinese) [100%],E100002002137 [100.0%],Yiliang Hongshi Cement Co Ltd [100.0%],E100002002137 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,24.998691,103.215129,POINT (103.215129 24.998691),e4ef6dd115689224,CHN.53,Region,CHN.53,GID_1,1,GID_1,,,,
779,P100000123583,Datian Red Lion Cement Co Ltd Cement Plant,大田红狮水泥有限公司 (Chinese),,GACTCHN0428,,"25.776757, 117.713928",exact,https://www.gem.wiki/Datian_Red_Lion_Cement_Co_Ltd_Cement_Plant,Sanming,Fujian,China,2.28,1.825,opc,grey,operating,2010,Datian Red Lion Cement Co Ltd [100.0%],大田红狮水泥有限公司 (Chinese) [100%],E100002001722 [100.0%],Datian Red Lion Cement Co Ltd [100.0%],E100002001722 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,25.776757,117.713928,POINT (117.713928 25.776757),429dcf4198417ab1,CHN.35,Region,CHN.35,GID_1,1,GID_1,,,,
780,P100000123584,Zhejiang Qinglongshan Building Material Co Ltd Cement Plant,浙江青龙山建材有限公司 (Chinese),,GACTCHN0429,,"29.187948, 119.162736",exact,https://www.gem.wiki/Zhejiang_Qinglongshan_Building_Material_Co_Ltd_Cement_Plant,Quzhou,Zhejiang,China,1,0.365,,,operating,,Zhejiang Qinglongshan Building Material Co Ltd [100.0%],浙江青龙山建材有限公司 (Chinese) [100%],E100002001968 [100.0%],Zhejiang Qinglongshan Building Material Co Ltd [100.0%],E100002001968 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,29.187948,119.162736,POINT (119.162736 29.187948),7765b210323b6311,CHN.33,Region,CHN.33,GID_1,1,GID_1,,,,
781,P100000123585,Longli Red Lion Cement Co Ltd Cement Plant,龙里红狮水泥有限公司 (Chinese),,GACTCHN0430,,"26.539523, 106.892092",exact,https://www.gem.wiki/Longli_Red_Lion_Cement_Co_Ltd_Cement_Plant,Qiannan AP,Guizhou,China,,1.46,opc,grey,operating,2021,Longli Red Lion Cement Co Ltd [100.0%],龙里红狮水泥有限公司 (Chinese) [100%],E100002002543 [100.0%],Longli Red Lion Cement Co Ltd [100.0%],E100002002543 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,26.539523,106.892092,POINT (106.892092 26.539523),2fc77b777b1d3094,CHN.52,Region,CHN.52,GID_1,1,GID_1,,,,
782,P100000123586,Changning Red Lion Cement Co Ltd Cement Plant,长宁红狮水泥有限公司 (Chinese),,GACTCHN0431,,"28.434440, 104.844946",exact,https://www.gem.wiki/Changning_Red_Lion_Cement_Co_Ltd_Cement_Plant,Yibin,Sichuan,China,1.6,1.2,opc,grey,operating,,Changning Red Lion Cement Co Ltd [100.0%],长宁红狮水泥有限公司 (Chinese) [100%],E100002001609 [100.0%],Changning Red Lion Cement Co Ltd [100.0%],E100002001609 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,28.43444,104.844946,POINT (104.844946 28.43444),f4214c8cdd3de470,CHN.51,Region,CHN.51,GID_1,1,GID_1,,,,
783,P100000123587,Chongzuo Red Lion Cement Co Ltd Cement Plant,崇左红狮水泥有限公司 (Chinese),,GACTCHN0432,,"22.366812, 107.297175",exact,https://www.gem.wiki/Chongzuo_Red_Lion_Cement_Co_Ltd_Cement_Plant,Chongzuo,Guangxi,China,2.2,3.942,opc,grey,operating,2015,Chongzuo Red Lion Cement Co Ltd [100.0%],崇左红狮水泥有限公司 (Chinese) [100%],E100002001688 [100.0%],Chongzuo Red Lion Cement Co Ltd [100.0%],E100002001688 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,22.366812,107.297175,POINT (107.297175 22.366812),08fc2c177f40b748,CHN.45,Region,CHN.45,GID_1,1,GID_1,,,,
784,P100000123588,Guangxi Hengqing Building Material Co Ltd Cement Plant,广西恒庆建材有限公司 (Chinese),,GACTCHN0433,,"22.701734, 109.813109",exact,https://www.gem.wiki/Guangxi_Hengqing_Building_Material_Co_Ltd_Cement_Plant,Yulin,Guangxi,China,2.1,1.5,,,operating,2018,Guangxi Hengqing Building Material Co Ltd [100.0%],广西恒庆建材有限公司 (Chinese) [100%],E100002001845 [100.0%],Guangxi Hengqing Building Material Co Ltd [100.0%],E100002001845 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,22.701734,109.813109,POINT (109.813109 22.701734),08fc2c177f40b748,CHN.45,Region,CHN.45,GID_1,1,GID_1,,,,
785,P100000123589,Guizhou Maoxin Cement Co Ltd Cement Plant,贵州茂鑫水泥有限责任公司 (Chinese),,GACTCHN0434,,"27.370378, 108.934791",exact,https://www.gem.wiki/Guizhou_Maoxin_Cement_Co_Ltd_Cement_Plant,Qiandongnan AP,Guizhou,China,2.13,1.6425,,,operating,2016,Guizhou Maoxin Cement Co Ltd [100.0%],贵州茂鑫水泥有限责任公司 (Chinese) [100%],E100002001866 [100.0%],Guizhou Maoxin Cement Co Ltd [100.0%],E100002001866 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,27.370378,108.934791,POINT (108.934791 27.370378),2fc77b777b1d3094,CHN.52,Region,CHN.52,GID_1,1,GID_1,,,,
786,P100000123590,Hengyang Red Lion Cement Co Ltd Cement Plant,衡阳红狮水泥有限公司 (Chinese),,GACTCHN0435,,"27.123236, 113.111218",exact,https://www.gem.wiki/Hengyang_Red_Lion_Cement_Co_Ltd_Cement_Plant,Hengyang,Hunan,China,2,1.46,opc,grey,operating,,Hengyang Red Lion Cement Co Ltd [100.0%],衡阳红狮水泥有限公司 (Chinese) [100%],E100002001961 [100.0%],Hengyang Red Lion Cement Co Ltd [100.0%],E100002001961 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,27.123236,113.111218,POINT (113.111218 27.123236),778c432d24c30258,CHN.43,Region,CHN.43,"GID_1, GID_2",1,GID_2,CHN.43.108,,,
787,P100000123591,Jiangxi Yingpeng Cement Co Ltd Cement Plant,江西鹰鹏水泥有限公司 (Chinese),,GACTCHN0436,,"27.080198, 115.703280",exact,https://www.gem.wiki/Jiangxi_Yingpeng_Cement_Co_Ltd_Cement_Plant,Jian,Jiangxi,China,6,6.0225,,,operating,,Jiangxi Yingpeng Cement Co Ltd [100.0%],江西鹰鹏水泥有限公司 (Chinese) [100%],E100002002340 [100.0%],Jiangxi Yingpeng Cement Co Ltd [100.0%],E100002002340 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,27.080198,115.70328,POINT (115.70328 27.080198),0241999436d3e28f,CHN.36,Region,CHN.36,GID_1,1,GID_1,,,,
788,P100000123592,Kuqa Red Lion Cement Co Ltd Cement Plant,库车红狮水泥有限公司 (Chinese),,GACTCHN0437,,"41.763196, 83.272359",exact,https://www.gem.wiki/Kuqa_Red_Lion_Cement_Co_Ltd_Cement_Plant,Akesu,Xinjiang,China,2.3,3.285,opc,grey,operating,2013,Kuqa Red Lion Cement Co Ltd [100.0%],库车红狮水泥有限公司 (Chinese) [100%],E100002002459 [100.0%],Kuqa Red Lion Cement Co Ltd [100.0%],E100002002459 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,41.763196,83.272359,POINT (83.272359 41.763196),,,,,,0,,,,,
789,P100000123593,Lanzhou Red Lion Cement Co Ltd Cement Plant,兰州红狮水泥有限公司 (Chinese),,GACTCHN0438,,"36.828282, 103.215062",exact,https://www.gem.wiki/Lanzhou_Red_Lion_Cement_Co_Ltd_Cement_Plant,Lanzhou,Gansu,China,,1.679,opc,grey,operating,,Lanzhou Red Lion Cement Co Ltd [100.0%],兰州红狮水泥有限公司 (Chinese) [100%],E100002002471 [100.0%],Lanzhou Red Lion Cement Co Ltd [100.0%],E100002002471 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,36.828282,103.215062,POINT (103.215062 36.828282),a182eb55cf1b8973,CHN.62,Region,CHN.62,GID_1,1,GID_1,,,,
790,P100000123594,Nanning Red Lion Cement Co Ltd Cement Plant,南宁红狮水泥有限公司 (Chinese),,GACTCHN0439,,"23.087391, 108.210571",exact,https://www.gem.wiki/Nanning_Red_Lion_Cement_Co_Ltd_Cement_Plant,Nanning,Guangxi,China,1.93,3.4675,opc,grey,operating,2011,Nanning Red Lion Cement Co Ltd [100.0%],南宁红狮水泥有限公司 (Chinese) [100%],E100002002634 [100.0%],Nanning Red Lion Cement Co Ltd [100.0%],E100002002634 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,23.087391,108.210571,POINT (108.210571 23.087391),08fc2c177f40b748,CHN.45,Region,CHN.45,"GID_1, GID_2",1,GID_2,CHN.45.192,,,
791,P100000123595,Yichun Red Lion Cement Co Ltd Cement Plant,宜春红狮水泥有限公司 (Chinese),,GACTCHN0440,,"27.973142, 114.395136",exact,https://www.gem.wiki/Yichun_Red_Lion_Cement_Co_Ltd_Cement_Plant,Yichun,Jiangxi,China,2.04,1.6425,opc,grey,operating,2019,Yichun Hongshi Cement Co LLC [100.0%],宜春红狮水泥有限公司 (Chinese) [100%],E100002002142 [100.0%],Yichun Hongshi Cement Co LLC [100.0%],E100002002142 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,27.973142,114.395136,POINT (114.395136 27.973142),0241999436d3e28f,CHN.36,Region,CHN.36,GID_1,1,GID_1,,,,
792,P100000123596,Yongping Wuliangshan Cement Co Ltd Cement Plant,永平无量山水泥有限责任公司 (Chinese),,GACTCHN0441,,"25.383708, 99.308613",exact,https://www.gem.wiki/Yongping_Wuliangshan_Cement_Co_Ltd_Cement_Plant,Dali AP,Yunnan,China,1.6,1.2,,,operating,2013,Yongping Wuliangshan Cements Co Ltd [100.0%],永平无量山水泥有限责任公司 (Chinese) [100%],E100002002099 [100.0%],Yongping Wuliangshan Cements Co Ltd [100.0%],E100002002099 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,25.383708,99.308613,POINT (99.308613 25.383708),e4ef6dd115689224,CHN.53,Region,CHN.53,GID_1,1,GID_1,,,,
793,P100000123597,Yongzhou Lotus Cement Co Ltd Cement Plant,永州莲花水泥有限责任公司 (Chinese),,GACTCHN0442,,"25.643099, 111.941242",exact,https://www.gem.wiki/Yongzhou_Lotus_Cement_Co_Ltd_Cement_Plant,Yongzhou,Hunan,China,2.5,,opc,grey,operating,2007,Yongzhou Lotus Cement Co Ltd [100.0%],永州莲花水泥有限责任公司 (Chinese) [100%],E100002002097 [100.0%],Yongzhou Lotus Cement Co Ltd [100.0%],E100002002097 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,25.643099,111.941242,POINT (111.941242 25.643099),778c432d24c30258,CHN.43,Region,CHN.43,GID_1,1,GID_1,,,,
794,P100000123598,Yongzhou Red Lion Cement Co Ltd Cement Plant,永州红狮水泥有限公司 (Chinese),,GACTCHN0443,,"26.603678, 111.471374",exact,https://www.gem.wiki/Yongzhou_Red_Lion_Cement_Co_Ltd_Cement_Plant,Yongzhou,Hunan,China,2.19,,opc,grey,operating,2017,Yongzhou Hongshi Cement Co Ltd [100.0%],永州红狮水泥有限公司 (Chinese) [100%],E100002002096 [100.0%],Yongzhou Hongshi Cement Co Ltd [100.0%],E100002002096 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,26.603678,111.471374,POINT (111.471374 26.603678),778c432d24c30258,CHN.43,Region,CHN.43,GID_1,1,GID_1,,,,
795,P100000123599,Zhejiang Red Lion Cement Co Ltd Cement Plant,浙江红狮水泥股份有限公司 (Chinese),,GACTCHN0444,,"29.153264, 119.537408",exact,https://www.gem.wiki/Zhejiang_Red_Lion_Cement_Co_Ltd_Cement_Plant,Jinhua,Zhejiang,China,3.01,,opc,grey,operating,,Zhejiang Hongshi Cement Co Ltd [100.0%],浙江红狮水泥股份有限公司 (Chinese) [100%],E100002001967 [100.0%],Zhejiang Hongshi Cement Co Ltd [100.0%],E100002001967 [100.0%],integrated,dry,no,no,no,0,Eastern Asia,29.153264,119.537408,POINT (119.537408 29.153264),7765b210323b6311,CHN.33,Region,CHN.33,GID_1,1,GID_1,,,,
796,P100000123600,Fuzhou Hongshi Cement Co Ltd Cement Plant,抚州红狮水泥有限公司 (Chinese),,GACTCHN0445,,"28.038874, 116.270229",exact,https://www.gem.wiki/Fuzhou_Hongshi_Cement_Co_Ltd_Cement_Plant,Fuzhou,Jiangxi,China,2,,opc,grey,operating,,Fuzhou Hongshi Cement Co Ltd [100.0%],抚州红狮水泥有限公司 (Chinese) [100%],E100002001800 [100.0%],Fuzhou Hongshi Cement Co Ltd [100.0%],E100002001800 [100.0%],grinding,,,,,0,Eastern Asia,28.038874,116.270229,POINT (116.270229 28.038874),0241999436d3e28f,CHN.36,Region,CHN.36,GID_1,1,GID_1,,,,
797,P100000123601,Ji'an Hongguang Industrial Co Ltd Cement Plant,吉安市宏光实业有限公司 (Chinese),,GACTCHN0446,,"27.123991, 115.051997",exact,https://www.gem.wiki/Ji'an_Hongguang_Industrial_Co_Ltd_Cement_Plant,Jian,Jiangxi,China,,,,,operating,,Ji'an Hongguang Industrial Co Ltd [100.0%],吉安市宏光实业有限公司 (Chinese) [100%],E100002002199 [100.0%],Ji'an Hongguang Industrial Co Ltd [100.0%],E100002002199 [100.0%],grinding,,,,,0,Eastern Asia,27.123991,115.051997,POINT (115.051997 27.123991),0241999436d3e28f,CHN.36,Region,CHN.36,GID_1,1,GID_1,,,,
798,P100000123602,Jinyun Red Lion Cement Co Ltd Cement Plant,缙云红狮水泥有限公司 (Chinese),,GACTCHN0447,,"28.728349, 120.088661",exact,https://www.gem.wiki/Jinyun_Red_Lion_Cement_Co_Ltd_Cement_Plant,Lishui,Zhejiang,China,3,,opc,grey,operating,,Jinyun Red Lion Cement Co Ltd [100.0%],缙云红狮水泥有限公司 (Chinese) [100%],E100002002396 [100.0%],Jinyun Red Lion Cement Co Ltd [100.0%],E100002002396 [100.0%],grinding,,,,,0,Eastern Asia,28.728349,120.088661,POINT (120.088661 28.728349),7765b210323b6311,CHN.33,Region,CHN.33,GID_1,1,GID_1,,,,
799,P100000123603,Lanxi Chaofeng Cement Co Ltd Cement Plant,兰溪市超峰水泥有限公司 (Chinese),,GACTCHN0448,,"29.200018, 119.531209",exact,https://www.gem.wiki/Lanxi_Chaofeng_Cement_Co_Ltd_Cement_Plant,Jinhua,Zhejiang,China,0.8,,opc,,operating,1990,Lanxi Chaofeng Cement Co Ltd [100.0%],兰溪市超峰水泥有限公司 (Chinese) [100%],E100002002462 [100.0%],Lanxi Chaofeng Cement Co Ltd [100.0%],E100002002462 [100.0%],grinding,,,,,0,Eastern Asia,29.200018,119.531209,POINT (119.531209 29.200018),7765b210323b6311,CHN.33,Region,CHN.33,GID_1,1,GID_1,,,,
800,P100000123604,Nan'an Red Lion Cement Co Ltd Cement Plant,南安红狮水泥有限公司 (Chinese),,GACTCHN0449,,"25.039753, 118.512942",exact,https://www.gem.wiki/Nan'an_Red_Lion_Cement_Co_Ltd_Cement_Plant,Quanzhou,Fujian,China,2,,opc,grey,operating,,Nan'an Red Lion Cement Co Ltd [100.0%],南安红狮水泥有限公司 (Chinese) [100%],E100002002627 [100.0%],Nan'an Red Lion Cement Co Ltd [100.0%],E100002002627 [100.0%],grinding,,,,,0,Eastern Asia,25.039753,118.512942,POINT (118.512942 25.039753),429dcf4198417ab1,CHN.35,Region,CHN.35,GID_1,1,GID_1,,,,
