"iso","entity_type","climactor_id","baseline_value","baseline_year","inv_year","total_emissions","target_year","target_value","target_record","GDAM_id"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2011,66884871.7586229,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2012,62366165.6430753,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2013,61625916.9507441,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2014,64230810.86672,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2015,62281148.3255951,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2016,60468601.3718102,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2017,55041627.4730248,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2018,61687439.6132949,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2019,56880413.4732547,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2020,48090212.2192274,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","Region","0477ecaa4a3e988f",52574575.502063,2021,2021,52574575.502063,2045,100,"0477ecaa4a3e988f_2045","USA.21_1"
"USA","City","0481073d1f448c42",1445993,2010,2022,1253908,2050,80,"0481073d1f448c42_2050","USA.4.72.1600000US0523290"
"USA","City","0481073d1f448c42",1445993,2010,2010,1445993,2050,80,"0481073d1f448c42_2050","USA.4.72.1600000US0523290"
"DNK","SubRegion","049ff763fdaff740",490998,2007,2007,633512,2050,100,"049ff763fdaff740_2050","DNK.2.12_1"
"DNK","SubRegion","049ff763fdaff740",490998,2007,2009,592169.4,2050,100,"049ff763fdaff740_2050","DNK.2.12_1"
"DNK","SubRegion","049ff763fdaff740",490998,2007,2011,390602.4,2050,100,"049ff763fdaff740_2050","DNK.2.12_1"
"DNK","SubRegion","049ff763fdaff740",490998,2007,2013,354493.9,2050,100,"049ff763fdaff740_2050","DNK.2.12_1"
"DNK","SubRegion","049ff763fdaff740",490998,2007,2015,348325.9,2050,100,"049ff763fdaff740_2050","DNK.2.12_1"
"DNK","SubRegion","049ff763fdaff740",490998,2007,2017,415870.2,2050,100,"049ff763fdaff740_2050","DNK.2.12_1"
"ITA","City","04c901cfc132c692",13589,2007,2007,13589,2050,50,"04c901cfc132c692_2050","ITA.16.75.004"
"TUR","Region","04de702aac699ec4",25062571,2018,2018,25062571,2050,100,"04de702aac699ec4_2050","TUR.11"
"TUR","Region","04de702aac699ec4",25062571,2018,2018,14319706,2050,100,"04de702aac699ec4_2050","TUR.11"
"TUR","Region","04de702aac699ec4",25062571,2018,2018,25062569,2050,100,"04de702aac699ec4_2050","TUR.11"
"BEL","City","0516b13d063c8a52",47155.2,2006,2006,47155.2,2030,40,"0516b13d063c8a52_2030","BEL.3.3.3.17_1"
"BEL","City","0516b13d063c8a52",47155.2,2006,2014,37644.3,2030,40,"0516b13d063c8a52_2030","BEL.3.3.3.17_1"
"BEL","City","0516b13d063c8a52",47155.2,2006,2006,47155.2,2050,80,"0516b13d063c8a52_2050","BEL.3.3.3.17_1"
"BEL","City","0516b13d063c8a52",47155.2,2006,2014,37644.3,2050,80,"0516b13d063c8a52_2050","BEL.3.3.3.17_1"
"ESP","City","05225d4626176491",2993.8,2005,2005,2993.8,2030,41,"05225d4626176491_2030","ESP.09.08.08151"
"ESP","City","05225d4626176491",2993.8,2005,2014,2306.7,2030,41,"05225d4626176491_2030","ESP.09.08.08151"
"ESP","City","0522e9f40e0d5c0c",410887.2,2010,2010,410887.2,2030,40,"0522e9f40e0d5c0c_2030","ESP.10.46.46220"
"ESP","City","0522e9f40e0d5c0c",410887.2,2010,2019,527087.6,2030,40,"0522e9f40e0d5c0c_2030","ESP.10.46.46220"
"USA","City","058b10839d95a61a",1146000,2018,2020,1098000,2030,57,"058b10839d95a61a_2030","USA.5.37.1600000US0613392"
"USA","City","058b10839d95a61a",1146000,2018,2018,1146000,2030,57,"058b10839d95a61a_2030","USA.5.37.1600000US0613392"
"BEL","City","059234978a5cba53",154226.2,2011,2011,154226.2,2025,25,"059234978a5cba53_2025","BEL.2.4.1.31_1"
"BEL","City","059234978a5cba53",154226.2,2011,2011,154088.4,2025,25,"059234978a5cba53_2025","BEL.2.4.1.31_1"
"BEL","City","059234978a5cba53",154226.2,2011,2018,149763.6,2025,25,"059234978a5cba53_2025","BEL.2.4.1.31_1"
"BEL","City","059234978a5cba53",154226.2,2011,2018,215695.9,2025,25,"059234978a5cba53_2025","BEL.2.4.1.31_1"
"BEL","City","059234978a5cba53",154226.2,2011,2011,154226.2,2030,40,"059234978a5cba53_2030","BEL.2.4.1.31_1"
"BEL","City","059234978a5cba53",154226.2,2011,2011,154088.4,2030,40,"059234978a5cba53_2030","BEL.2.4.1.31_1"
"BEL","City","059234978a5cba53",154226.2,2011,2018,149763.6,2030,40,"059234978a5cba53_2030","BEL.2.4.1.31_1"
"BEL","City","059234978a5cba53",154226.2,2011,2018,215695.9,2030,40,"059234978a5cba53_2030","BEL.2.4.1.31_1"
"ITA","City","05a00cfafdca65ad",24193.02,2007,2007,24193,2030,40,"05a00cfafdca65ad_2030","ITA.8.35.029"
"ESP","City","05adcdb44284f9de",1547,2018,NA,NA,2030,41,"05adcdb44284f9de_2030","ESP.07.05.05168"
"ROU","SubRegion","05b3cdee83b638e7",17749.4,2008,2008,17749.4,2030,40,"05b3cdee83b638e7_2030","ROU.10.2915"
"GHA","SubRegion","05bd59b49daecc9f",2405522,2015,2015,2753914,2030,46,"05bd59b49daecc9f_2030","GHA.03.07"
"GHA","SubRegion","05bd59b49daecc9f",2405522,2015,2015,2405522,2030,46,"05bd59b49daecc9f_2030","GHA.03.07"
"GHA","SubRegion","05bd59b49daecc9f",2405522,2015,2015,2753914,2050,73,"05bd59b49daecc9f_2050","GHA.03.07"
"GHA","SubRegion","05bd59b49daecc9f",2405522,2015,2015,2405522,2050,73,"05bd59b49daecc9f_2050","GHA.03.07"
"UKR","City","05cba490d19b3bc0",65657.3,2016,2016,65657.3,2030,43.88,"05cba490d19b3bc0_2030","UKR.46.02.009.001"
"UKR","City","05cba490d19b3bc0",65657.3,2016,2016,65657.3,2050,80,"05cba490d19b3bc0_2050","UKR.46.02.009.001"
"ITA","City","05fba6534f1f1d50",18155.9,2010,2010,18155.9,2030,47,"05fba6534f1f1d50_2030","ITA.3.17.086"
"CHL","City","06080ecb1923a704",1001852,2018,2018,321627,2030,30,"06080ecb1923a704_2030","CHL.14.5.27_1"
"CHL","City","06080ecb1923a704",1001852,2018,2018,1001852,2030,30,"06080ecb1923a704_2030","CHL.14.5.27_1"
"CHL","City","06080ecb1923a704",1001852,2018,2018,321627,2050,100,"06080ecb1923a704_2050","CHL.14.5.27_1"
"CHL","City","06080ecb1923a704",1001852,2018,2018,1001852,2050,100,"06080ecb1923a704_2050","CHL.14.5.27_1"
"ESP","City","061be6c3419cf319",15294.1,2008,2008,15294.1,2030,60,"061be6c3419cf319_2030","ESP.05.38.38025"
"ESP","City","061be6c3419cf319",15294.1,2008,2015,21957.1,2030,60,"061be6c3419cf319_2030","ESP.05.38.38025"
"ITA","City","062853bbf40b8096",5999.868,2011,2011,5999.9,2030,40,"062853bbf40b8096_2030","ITA.19.84.015"
"ITA","City","064860518c2b3a07",14423.8,2011,2011,14423.8,2030,46,"064860518c2b3a07_2030","ITA.19.87.058"
"ITA","City","0655105dafb45433",3174.3,2011,2011,3174.3,2030,40.3,"0655105dafb45433_2030","ITA.19.82.018"
"ITA","City","0655105dafb45433",3174.3,2011,2011,3174.3,2050,80,"0655105dafb45433_2050","ITA.19.82.018"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2022,4184034,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2020,3753705,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2019,4552973,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2018,4675133,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2017,4678193,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2014,4601747,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2013,4556556,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2022,4504280.18,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"AUS","SubRegion","06662b79b6a787bb",4504280.18,2022,2015,4700672,2040,100,"06662b79b6a787bb_2040","AUS.10.44_1"
"ITA","City","066f5d8a1a69e8c7",8619.2,2011,2011,8619.2,2030,75,"066f5d8a1a69e8c7_2030","ITA.19.84.037"
"ITA","City","066f5d8a1a69e8c7",8619.2,2011,2019,3256.3,2030,75,"066f5d8a1a69e8c7_2030","ITA.19.84.037"
"FRA","City","06b675d7a1446af1",2962157,2005,2005,2962157,2050,50,"06b675d7a1446af1_2050","FRA.MA.200040715"
"FRA","City","06b675d7a1446af1",2962157,2005,2012,2605365,2050,50,"06b675d7a1446af1_2050","FRA.MA.200040715"
"FRA","City","06b675d7a1446af1",2962157,2005,2017,1684582,2050,50,"06b675d7a1446af1_2050","FRA.MA.200040715"
"JPN","SubRegion","06c8cf576ea4d943",2252000,2013,NA,NA,2024,2,"06c8cf576ea4d943_2024","JPN.29.612"
"ESP","City","06d5229c6917e8e1",123052.8,2013,2013,123052.8,2030,59,"06d5229c6917e8e1_2030","ESP.05.38.38031"
"ESP","City","06d5229c6917e8e1",123052.8,2013,2013,123052.8,2050,90,"06d5229c6917e8e1_2050","ESP.05.38.38031"
"SWE","SubRegion","06dcf44f8a048ae9",311376.9,1990,NA,NA,2030,100,"06dcf44f8a048ae9_2030","SWE.23.2380"
"ITA","City","06e394b38e2fd3a5",11394.6,2007,2007,11075.2,2030,55,"06e394b38e2fd3a5_2030","ITA.8.40.011"
"ITA","City","06e394b38e2fd3a5",11394.6,2007,2007,11394.6,2030,55,"06e394b38e2fd3a5_2030","ITA.8.40.011"
"ESP","City","06ea015c2bc8c3a1",2638683.967,2005,NA,NA,2030,55,"06ea015c2bc8c3a1_2030","ESP.09.17.17028"
"ITA","City","06f4eedee954cb53",17741.6,2011,2011,17741.6,2030,40,"06f4eedee954cb53_2030","ITA.19.82.014"
"ITA","City","06f4eedee954cb53",17741.6,2011,2011,18705.7,2030,40,"06f4eedee954cb53_2030","ITA.19.82.014"
"NLD","SubRegion","0702d04099cdafc9",329325.6,2019,2019,329325.6,2030,55,"0702d04099cdafc9_2030","NLD.1.2_1"
"NLD","SubRegion","0702d04099cdafc9",329325.6,2019,2019,329325.6,2049,100,"0702d04099cdafc9_2049","NLD.1.2_1"
"ITA","City","070d17d369a5b6f1",3563.204,2011,2011,3563.2,2030,40,"070d17d369a5b6f1_2030","ITA.19.83.087"
"ESP","City","073d6391ec5eff02",7225541.83,2010,NA,NA,2030,40,"073d6391ec5eff02_2030","ESP.10.46.46082"
"JPN","Region","075c7f44eb58a349",57980000,2013,NA,NA,2030,45,"075c7f44eb58a349_2030","JPN.37"
"JPN","Region","075c7f44eb58a349",57980000,2013,NA,NA,2050,100,"075c7f44eb58a349_2050","JPN.37"
"ITA","City","077114041f5a28bc",52311,2010,2010,52311,2030,40,"077114041f5a28bc_2030","ITA.15.63.055"
"ESP","City","07959c0b3adc52bd",5601.2,2010,2010,5601.2,2030,40,"07959c0b3adc52bd_2030","ESP.10.46.46074"
"ESP","City","07959c0b3adc52bd",5601.2,2010,2015,6674,2030,40,"07959c0b3adc52bd_2030","ESP.10.46.46074"
"ITA","City","079ed5f1434f5c87",35779.47,2007,2007,35779.5,2030,40,"079ed5f1434f5c87_2030","ITA.8.35.032"
"CHN","Region","07c6e8aa865077ae",649518000,2020,2020,649518000,2060,100,"07c6e8aa865077ae_2060","CHN.44"
"ITA","City","07d3e77420c29004",4543.36,2011,2017,4543.3,2030,40,"07d3e77420c29004_2030","ITA.19.83.080"
"ITA","City","07d53d9848572582",15968.7,2008,2008,15968.7,2030,42.51,"07d53d9848572582_2030","ITA.8.33.022"
"ESP","City","07e8479f390ef3e1",18078.37,2005,2005,17762.9,2030,40,"07e8479f390ef3e1_2030","ESP.09.08.08017"
"ESP","City","07e8479f390ef3e1",18078.37,2005,2014,15655.3,2030,40,"07e8479f390ef3e1_2030","ESP.09.08.08017"
"USA","City","08049f066e8f7b64",117708,2007,2007,117708,2025,40,"08049f066e8f7b64_2025","USA.34.41.1600000US3728000"
"USA","City","08049f066e8f7b64",117708,2007,2007,117708,2040,100,"08049f066e8f7b64_2040","USA.34.41.1600000US3728000"
"ITA","City","0813fc583b323830",7029,2011,2011,7029,2050,51,"0813fc583b323830_2050","ITA.19.83.027"
"ROU","SubRegion","081b9ff11cc34f43",199762.1,2014,2014,199762.1,2030,40,"081b9ff11cc34f43_2030","ROU.56.26564"
"CIV","Region","08316dd2f09b730e",11220422,2016,2016,12705640,2050,100,"08316dd2f09b730e_2050","CIV.1_1"
"CIV","Region","08316dd2f09b730e",11220422,2016,2016,4222361.28,2050,100,"08316dd2f09b730e_2050","CIV.1_1"
"CIV","Region","08316dd2f09b730e",11220422,2016,2016,11220422,2050,100,"08316dd2f09b730e_2050","CIV.1_1"
"DEU","SubRegion","0845c4ad95ec9730",2745680,1990,2007,2521013.1,2030,40,"0845c4ad95ec9730_2030","DEU.10.3_1"
"DEU","SubRegion","0845c4ad95ec9730",2745680,1990,2012,2438497.9,2030,40,"0845c4ad95ec9730_2030","DEU.10.3_1"
"ITA","City","0852e7a62b60d1d5",51572.3,2005,2005,51572.3,2050,40,"0852e7a62b60d1d5_2050","ITA.8.34.010"
"ITA","City","0852e7a62b60d1d5",51572.3,2005,2010,53924.8,2050,40,"0852e7a62b60d1d5_2050","ITA.8.34.010"
"ITA","City","0852e7a62b60d1d5",51572.3,2005,2016,50634,2050,40,"0852e7a62b60d1d5_2050","ITA.8.34.010"
"ESP","City","0855b13e4152e735",864.1,2010,2010,864.1,2030,40,"0855b13e4152e735_2030","ESP.10.46.46024"
"ESP","City","0855b13e4152e735",864.1,2010,2010,864.1,2049,50,"0855b13e4152e735_2049","ESP.10.46.46024"
"ESP","City","085ad186dc8def45",114884.4,2005,2005,114884.4,2025,33,"085ad186dc8def45_2025","ESP.04.07.07057"
"ESP","City","085ad186dc8def45",114884.4,2005,2017,111881.6,2025,33,"085ad186dc8def45_2025","ESP.04.07.07057"
"ESP","City","085ad186dc8def45",114884.4,2005,2005,114884.4,2030,40,"085ad186dc8def45_2030","ESP.04.07.07057"
"ESP","City","085ad186dc8def45",114884.4,2005,2017,111881.6,2030,40,"085ad186dc8def45_2030","ESP.04.07.07057"
"ESP","City","0867eec17e64e363",15687.8,2005,2005,15687.8,2030,50,"0867eec17e64e363_2030","ESP.09.43.43028"
"ITA","City","0868eee08be90d9f",55365.21,2011,2011,55365.2,2030,40,"0868eee08be90d9f_2030","ITA.19.87.005"
"UKR","City","0872cc9fcd484700",38192.7,2016,2016,38192.7,2030,32,"0872cc9fcd484700_2030","UKR.18.08.001"
"ITA","City","0873f3ad078b20ce",103353.6,2010,2010,103353.6,2030,40,"0873f3ad078b20ce_2030","ITA.8.99.002"
"ITA","City","088db40e875e0682",34708.8,2008,2008,34708.8,2050,53,"088db40e875e0682_2050","ITA.8.37.036"
"ITA","City","08a72b93ccb48e0b",57340.2,2008,2008,59412.6,2030,45,"08a72b93ccb48e0b_2030","ITA.8.34.042"
"ITA","City","08a72b93ccb48e0b",57340.2,2008,2008,57340.2,2030,45,"08a72b93ccb48e0b_2030","ITA.8.34.042"
"ITA","City","08a72b93ccb48e0b",57340.2,2008,2018,55658.4,2030,45,"08a72b93ccb48e0b_2030","ITA.8.34.042"
"ITA","City","08a72b93ccb48e0b",57340.2,2008,2018,61714.4,2030,45,"08a72b93ccb48e0b_2030","ITA.8.34.042"
"ESP","City","08c769ef6746cf68",1775.3,2005,2005,1775.3,2030,21,"08c769ef6746cf68_2030","ESP.09.17.17029"
"CHN","Region","08fc2c177f40b748",235105000,2020,2020,235105000,2060,100,"08fc2c177f40b748_2060","CHN.45"
"BEL","City","0909659b694f84b9",53915.3,2011,2011,53915.3,2030,40,"0909659b694f84b9_2030","BEL.2.1.1.25_1"
"BEL","City","0909659b694f84b9",53915.3,2011,2011,53915.3,2050,55,"0909659b694f84b9_2050","BEL.2.1.1.25_1"
"SWE","SubRegion","0910afda19a6e043",279276.9,1990,2009,215640.9,2030,80,"0910afda19a6e043_2030","SWE.01.0127"
"SWE","SubRegion","0910afda19a6e043",279276.9,1990,2011,175597,2030,80,"0910afda19a6e043_2030","SWE.01.0127"
"SWE","SubRegion","0910afda19a6e043",279276.9,1990,2012,164094.1,2030,80,"0910afda19a6e043_2030","SWE.01.0127"
"ESP","City","0924f4d1bd062294",52512.988,2008,2008,52513,2030,40,"0924f4d1bd062294_2030","ESP.14.30.30033"
"ESP","City","0924f4d1bd062294",52512.988,2008,2013,43351.5,2030,40,"0924f4d1bd062294_2030","ESP.14.30.30033"
"GRC","City","0937c4979bdda1ac",387655.4,2012,2012,387655.4,2030,40,"0937c4979bdda1ac_2030","GRC.5.1.48.07"
"GRC","City","0937c4979bdda1ac",387655.4,2012,2013,385349.1,2030,40,"0937c4979bdda1ac_2030","GRC.5.1.48.07"
"GRC","City","0937c4979bdda1ac",387655.4,2012,2014,414653,2030,40,"0937c4979bdda1ac_2030","GRC.5.1.48.07"
"ITA","City","09426db4184c8c18",19539.51,2011,2011,19539.5,2030,40,"09426db4184c8c18_2030","ITA.19.85.015"
"CHL","City","09461bbde7e3423c",22630,2019,2020,20184.75,2030,38.75,"09461bbde7e3423c_2030","CHL.14.5.32_1"
"CHL","City","09461bbde7e3423c",22630,2019,2019,22630,2030,38.75,"09461bbde7e3423c_2030","CHL.14.5.32_1"
"CHL","City","09461bbde7e3423c",22630,2019,2020,20184.75,2050,100,"09461bbde7e3423c_2050","CHL.14.5.32_1"
"CHL","City","09461bbde7e3423c",22630,2019,2019,22630,2050,100,"09461bbde7e3423c_2050","CHL.14.5.32_1"
"ZAF","Region","094d059d4d102759",39641085,2018,2018,39641085,2050,100,"094d059d4d102759_2050","ZAF.9_1"
"FRA","Region","0967f95ec31233e2",53278120,2015,2021,46090360,2030,30,"0967f95ec31233e2_2030","FRA.84"
"FRA","Region","0967f95ec31233e2",53278120,2015,2015,53278120,2030,30,"0967f95ec31233e2_2030","FRA.84"
"ITA","City","097b03a10e5dcc87",29903.58,2007,2007,29903.6,2030,40,"097b03a10e5dcc87_2030","ITA.8.35.001"
"ROU","SubRegion","09a59d29b609aea6",228386,2006,2006,228386,2030,40,"09a59d29b609aea6_2030","ROU.270.120726"
"USA","City","09cdd90085aa7753",5809351,2017,2017,5809351,2050,100,"09cdd90085aa7753_2050","USA.32.1.1600000US3502000"
"USA","City","09cdd90085aa7753",5809351,2017,2008,5439749,2050,100,"09cdd90085aa7753_2050","USA.32.1.1600000US3502000"
"DNK","SubRegion","0a08e8202bddaa24",547000,2010,2020,483055,2030,100,"0a08e8202bddaa24_2030","DNK.3.3_1"
"DNK","SubRegion","0a08e8202bddaa24",547000,2010,2007,460326.1,2030,100,"0a08e8202bddaa24_2030","DNK.3.3_1"
"DNK","SubRegion","0a08e8202bddaa24",547000,2010,2010,547000,2030,100,"0a08e8202bddaa24_2030","DNK.3.3_1"
"ESP","City","0a149d858adcecbe",50579.7,2010,2010,50579.7,2030,40,"0a149d858adcecbe_2030","ESP.10.46.46005"
"ESP","City","0a149d858adcecbe",50579.7,2010,2015,49063.1,2030,40,"0a149d858adcecbe_2030","ESP.10.46.46005"
"ESP","City","0a149d858adcecbe",50579.7,2010,2010,50579.7,2049,50,"0a149d858adcecbe_2049","ESP.10.46.46005"
"ESP","City","0a149d858adcecbe",50579.7,2010,2015,49063.1,2049,50,"0a149d858adcecbe_2049","ESP.10.46.46005"
"ESP","City","0a33e3a99b6a550b",1596.7,2010,2010,1596.7,2030,40,"0a33e3a99b6a550b_2030","ESP.10.46.46130"
"ESP","City","0a673d67a4b5d6dd",909.6,2010,2010,909.6,2030,40,"0a673d67a4b5d6dd_2030","ESP.10.46.46028"
"ESP","City","0a673d67a4b5d6dd",909.6,2010,2010,909.6,2049,80,"0a673d67a4b5d6dd_2049","ESP.10.46.46028"
"ESP","City","0a6af0b190a0c97b",56681.3,2014,2014,56681.3,2030,40,"0a6af0b190a0c97b_2030","ESP.12.36.36026"
"ITA","City","0a6d7ffa28a203b9",30751.13,2007,2007,30751.1,2030,40,"0a6d7ffa28a203b9_2030","ITA.8.35.004"
"ITA","City","0a7c7788d453d564",13543.09,2007,2007,13543.1,2030,40,"0a7c7788d453d564_2030","ITA.8.35.043"
"ESP","City","0a8f32e0ca0e0e62",14789.1,2006,2006,14789.1,2030,42,"0a8f32e0ca0e0e62_2030","ESP.06.39.39006"
"ITA","City","0a9b55031faec583",59758.6,2010,2010,59758.6,2030,27,"0a9b55031faec583_2030","ITA.8.33.010"
"ESP","City","0a9b7e7a9c3dae51",46123,2010,2010,46123,2030,40,"0a9b7e7a9c3dae51_2030","ESP.10.46.46205"
"ITA","City","0a9ba77343eafb0f",4744.448,2011,2011,4744.1,2030,40,"0a9ba77343eafb0f_2030","ITA.19.84.008"
"JPN","SubRegion","0aadceb844f2263f",2755000,2016,NA,NA,2025,13,"0aadceb844f2263f_2025","JPN.5.1866"
"ESP","City","0ac509b9000627a1",9745.1,2014,2014,9745.1,2030,40,"0ac509b9000627a1_2030","ESP.12.36.36037"
"ITA","City","0ad2b4eb9f0f9677",3162.012,2011,2011,4185.6,2030,40,"0ad2b4eb9f0f9677_2030","ITA.18.78.139"
"DNK","SubRegion","0af71b52c1a5c049",564000,2018,2020,555344.18,2030,70,"0af71b52c1a5c049_2030","DNK.4.4_1"
"DNK","SubRegion","0af71b52c1a5c049",564000,2018,2008,417208.4,2030,70,"0af71b52c1a5c049_2030","DNK.4.4_1"
"DNK","SubRegion","0af71b52c1a5c049",564000,2018,2018,564000,2030,70,"0af71b52c1a5c049_2030","DNK.4.4_1"
"ITA","City","0b1978a99214056f",10729.2,2007,2007,11802.6,2050,24,"0b1978a99214056f_2050","ITA.4.22.188"
"ITA","City","0b1978a99214056f",10729.2,2007,2016,11174.4,2050,24,"0b1978a99214056f_2050","ITA.4.22.188"
"ESP","City","0b1b0fb27e860b7d",66127,2010,2010,66127,2030,40,"0b1b0fb27e860b7d_2030","ESP.10.46.46230"
"ESP","City","0b1c8d3084532006",173822.3016,2005,2005,162045.1,2030,40,"0b1c8d3084532006_2030","ESP.09.08.08102"
"ESP","City","0b1c8d3084532006",173822.3016,2005,2012,148961,2030,40,"0b1c8d3084532006_2030","ESP.09.08.08102"
"USA","City","0b2071185dae06db",2376578,2005,2021,1684901.36,2025,26,"0b2071185dae06db_2025","USA.15.72.1600000US1871000"
"USA","City","0b2071185dae06db",2376578,2005,2005,2376578,2025,26,"0b2071185dae06db_2025","USA.15.72.1600000US1871000"
"USA","City","0b2071185dae06db",2376578,2005,2021,1684901.36,2035,45,"0b2071185dae06db_2035","USA.15.72.1600000US1871000"
"USA","City","0b2071185dae06db",2376578,2005,2005,2376578,2035,45,"0b2071185dae06db_2035","USA.15.72.1600000US1871000"
"ARG","City","0b8d0bfae5cd87bf",757019.45,2018,2018,812570.52,2030,33.13,"0b8d0bfae5cd87bf_2030","ARG.30.015.0042"
"ARG","City","0b8d0bfae5cd87bf",757019.45,2018,2018,757019.45,2030,33.13,"0b8d0bfae5cd87bf_2030","ARG.30.015.0042"
"ESP","City","0bbe29825a47558c",83840.168,2007,2007,77925.4,2030,40,"0bbe29825a47558c_2030","ESP.01.11.11007"
"ESP","City","0bbe29825a47558c",83840.168,2007,2013,63029,2030,40,"0bbe29825a47558c_2030","ESP.01.11.11007"
"ESP","City","0bc09aa314168862",13037.5,2010,2010,13037.5,2030,40,"0bc09aa314168862_2030","ESP.12.32.32076"
"ESP","City","0bc09aa314168862",13037.5,2010,2018,13014.7,2030,40,"0bc09aa314168862_2030","ESP.12.32.32076"
"ITA","City","0bd0201b7d294540",92662.64,2005,2005,92662.6,2050,22,"0bd0201b7d294540_2050","ITA.3.16.091"
"ITA","City","0bd0201b7d294540",92662.64,2005,2008,93936.7,2050,22,"0bd0201b7d294540_2050","ITA.3.16.091"
"ITA","City","0bd0201b7d294540",92662.64,2005,2015,96066.5,2050,22,"0bd0201b7d294540_2050","ITA.3.16.091"
"ITA","City","0bd0201b7d294540",92662.64,2005,2018,99995.5,2050,22,"0bd0201b7d294540_2050","ITA.3.16.091"
"ITA","City","0bf289c3d7c8e6e8",2551.5,2011,2011,2551.5,2030,40,"0bf289c3d7c8e6e8_2030","ITA.20.111.026"
"ITA","City","0bf289c3d7c8e6e8",2551.5,2011,2012,2517.5,2030,40,"0bf289c3d7c8e6e8_2030","ITA.20.111.026"
"ITA","City","0bf289c3d7c8e6e8",2551.5,2011,2013,2521.5,2030,40,"0bf289c3d7c8e6e8_2030","ITA.20.111.026"
"ITA","City","0c044c63f3d95d5d",24333.7,2011,2011,24333.7,2030,40,"0c044c63f3d95d5d_2030","ITA.11.42.025"
"ITA","City","0c044c63f3d95d5d",24333.7,2011,2011,24333.7,2050,40,"0c044c63f3d95d5d_2050","ITA.11.42.025"
"ITA","City","0c1e0c9d3393e382",20579.6,2011,2011,22361.7,2025,25,"0c1e0c9d3393e382_2025","ITA.19.83.033"
"ITA","City","0c1e0c9d3393e382",20579.6,2011,2011,20579.6,2025,25,"0c1e0c9d3393e382_2025","ITA.19.83.033"
"ITA","City","0c1e0c9d3393e382",20579.6,2011,2011,22361.7,2030,40.12,"0c1e0c9d3393e382_2030","ITA.19.83.033"
"ITA","City","0c1e0c9d3393e382",20579.6,2011,2011,20579.6,2030,40.12,"0c1e0c9d3393e382_2030","ITA.19.83.033"
"FRA","City","0c28e1a1de51a34f",3143815,1990,2020,911100,2030,55,"0c28e1a1de51a34f_2030","FRA.44.067.1.67482"
"ESP","City","0c2d62dbd4b54cc7",10661.5,2005,2005,10661.5,2030,49.6,"0c2d62dbd4b54cc7_2030","ESP.04.07.07049"
"ESP","City","0c2d62dbd4b54cc7",10661.5,2005,2017,10740.8,2030,49.6,"0c2d62dbd4b54cc7_2030","ESP.04.07.07049"
"ESP","City","0c2f600a32421182",4827.8,2010,2010,4827.8,2030,40,"0c2f600a32421182_2030","ESP.10.46.46127"
