iso,climactor_id,GDAM_id,baseline_value,baseline_year,target_year,target_value,target_year_emission,annualized_ambition
BEL,be0e1c837ba787a9,BEL.2.1.1.9_1,73598.6,2012,2050,55.0,33119.37,0.011599786233278175
ESP,be3d7c7b4fe9f1b7,ESP.10.46.46113,10807.6,2010,2030,55.0,4863.42,0.022154594061125632
BEL,be5aa185704c2597,BEL.3.3.1.17_1,83466.7,2006,2050,43.0,47576.019,0.008162094384944751
BEL,be5b022e5aa034d2,BEL.2.4.2.24_1,81784.95,2011,2030,40.0,49070.969999999994,0.017866800317204
ITA,be726bf7ffdac5b4,ITA.20.111.079,1745.9,2008,2030,40.0,1047.54,0.015411747273741838
ITA,be74453f8746be1c,ITA.19.82.015,9049.254,2011,2030,40.0,5429.5524000000005,0.01786680031720378
ESP,be756914ccf1ac17,ESP.01.11.11017,17807.4196,2007,2030,40.0,10684.45176,0.014736758555106588
ITA,be7bd17a3e351004,ITA.19.82.030,8893.2,2011,2030,40.0,5335.92,0.01786680031720378
ITA,bec81f9e9736fc65,ITA.19.82.032,9514.6,2011,2030,59.67,3837.2381800000003,0.02493415180731673
GBR,bed494a151c38cec,GBR.1.06.137,8420000.0,2020,2030,62.0,3199600.0,0.049425230664365216
BEL,beed021060fe994e,BEL.3.2.2.7_1,265745.6,2006,2030,40.0,159447.36,0.014118413069381885
ESP,bef3b4b0491265b4,ESP.10.46.46164,20945.3,2010,2030,40.0,12567.179999999998,0.01696592574647271
GBR,bf10ce6f0530e069,GBR.1.07.126,805000.0,2015,2043,100.0,0.0,0.025064211965874605
ESP,bf241a45e2fc53b6,ESP.09.25.25048,9338.7,2005,2030,40.0,5603.22,0.01354986801622915
ESP,bf2b6ec3b3cc7839,ESP.09.08.08260,305735.0,2005,2030,40.0,183441.0,0.01354986801622915
BEL,bf37dbbefae57b87,BEL.2.2.2.8_1,215101.1,2011,2030,40.0,129060.66,0.01786680031720378
USA,bf4f43de894df96e,USA.26.10.1600000US2915670,2382752.0,2015,2060,100.0,0.0,0.015522512504275054
ITA,bf8cd5f7df5874fe,ITA.19.83.105,20085.6,2011,2050,50.0,10042.8,0.010450773046505324
ESP,bf96029f0ca36fae,ESP.01.11.11011,5356.7527,2007,2030,40.0,3214.0516199999997,0.014736758555106588
ITA,bf9daaf77b10af62,ITA.19.89.014,87370.97,2011,2030,40.0,52422.582,0.01786680031720378
ITA,bfa9500129c1d044,ITA.15.63.052,45272.7,2008,2030,60.0,18109.079999999998,0.021593641165761346
HUN,bfab1d7a3b3a19e0,HUN.10.030.0580,595503.2,2013,2030,40.0,357301.92,0.019989654407636115
ITA,bfb01bd575af0a59,ITA.5.24.073,17814.6,2010,2030,41.0,10510.614000000001,0.017327901261305678
ESP,bfb149cec89bf038,ESP.10.46.46020,10605.1,2010,2030,40.0,6363.06,0.01696592574647271
ESP,bfb1806a138373d0,ESP.04.07.07010,46711.4,2005,2030,45.59,25415.67274,0.01513841295904017
UKR,bfbbb96179765cef,UKR.23.04.011.001,136439.5,2014,2030,34.42,89477.0241,0.018659390762532313
USA,bfbffac608860592,USA.29.16.1600000US3260600,2751878.9,2008,2050,80.0,550375.7799999999,0.014093307932669719
ITA,bfd189f546f0f0a0,ITA.8.37.059,40471.21,2009,2050,52.0,19426.1808,0.010264772200923922
ESP,bfe4a0712229bcf8,ESP.12.15.15009,30660.7,2019,2030,40.0,18396.42,0.031061016501513494
ESP,bff553b99c2c7ed4,ESP.09.08.08220,15261.37,2005,2030,40.0,9156.822,0.01354986801622915
GRC,c044ff138fe57199,GRC.5.1.48.02,407315.9,2009,2030,40.0,244389.54,0.016151535814308726
KEN,c047a147008e4692,KEN.30_1,2525081.0,2019,2050,100.0,0.0,0.022611435601268326
ESP,c0490a98c91a27dd,ESP.10.46.46072,8460.4,2010,2030,40.0,5076.24,0.01696592574647271
ESP,c0519f6e8a157599,ESP.01.41.41087,62382.4,2007,2030,40.0,37429.44,0.014736758555106588
ESP,c06503d5664d9413,ESP.10.46.46174,2880.7,2010,2049,50.0,1440.35,0.010450773046505324
BEL,c06994a880b06825,BEL.2.3.3.4_1,115378.3,2011,2050,90.0,11537.829999999998,0.01659396743468511
ITA,c07fbb218c77b2f1,ITA.11.42.042,2424.0,2005,2030,40.0,1454.3999999999999,0.01354986801622915
ESP,c08494a752a68878,ESP.05.35.35011,118381.8,2012,2030,40.0,71029.08,0.018868708060818307
PER,c0917808c30adb0f,PER.15.1.20_1,89025.0,2019,2030,25.0,66768.75,0.02049293216846504
BEL,c0939bc2de667ebf,BEL.2.1.1.28_1,55959.6,2011,2050,55.0,25181.819999999996,0.011300681611700947
DEU,c09ec14862cf778c,DEU.10.47.1_1,2450044.5,1990,2030,50.0,1225022.25,0.010188177345910487
ESP,c0c44bdbf86e19dc,ESP.01.11.11016,82734.6932,2007,2030,40.0,49640.815919999994,0.014736758555106588
USA,c0d91d9ceb842f39,USA.34.68_1,1640488.0,2019,2050,100.0,0.0,0.022611435601268326
ESP,c0db42b8697ad848,ESP.10.46.46068,635.8,2010,2049,50.0,317.9,0.010450773046505324
ITA,c0e6b1c017c8dbfb,ITA.19.84.041,97571.7,2011,2030,42.52,56084.21316,0.018822968108048732
UKR,c0f2c9b26e0cc589,UKR.65.08.007,43171.1,2014,2030,33.06,28898.73434,0.018012170152824858
BEL,c0f9f2a7e868bc21,BEL.3.2.7.1_1,61581.0,2006,2050,40.0,36948.6,0.007676410001614453
ESP,c0fa1c3474d0fc36,ESP.12.15.15015,12980.4,2018,2030,40.0,7788.24,0.028436155726361267
DNK,c1078bfd322eb697,DNK.2.16_1,267177.5,2007,2029,100.0,0.0,0.03200827973420961
HUN,c1104f235d0763f1,HUN.21.072.0344,1284.5,2018,2050,60.0,513.8000000000001,0.014796006435927378
ESP,c121e7a117ade283,ESP.10.46.46031,14247.1,2010,2050,80.0,2849.4199999999996,0.014803164029113303
ITA,c12874242eef9d25,ITA.19.85.019,25122.25,2011,2030,40.0,15073.349999999999,0.017866800317204
ESP,c1304d8411f20ad7,ESP.11.10.10008,2364.5,2010,2050,50.0,1182.25,0.010188177345910487
DEU,c15e932693f8f7bb,DEU.16_1,33800000.0,1990,2030,70.0,10140000.000000002,0.013354086132723708
ITA,c16b9522055fa7ca,ITA.8.40.014,17298.5,2007,2030,55.0,7784.324999999999,0.01923725894212791
ESP,c174206409c3606c,ESP.12.27.27063,7635.9,2015,2030,40.0,4581.54,0.02268495988716035
BEL,c17bb234f8a16624,BEL.2.3.2.5_1,50789.6,2011,2030,40.0,30473.76,0.01786680031720378
BEL,c17ffec51b8d340c,BEL.2.3.4.11_1,75162.62,2011,2030,40.0,45097.57199999999,0.017866800317204
ITA,c181674e26518e0a,ITA.5.23.045,19346.5,2010,2030,35.0,12575.225,0.015118373287740017
ESP,c19052a993af52be,ESP.12.36.36053,9036.5,2010,2030,40.0,5421.9,0.01696592574647271
BEL,c1afa2762e4c3cd3,BEL.3.4.2.1_1,78260.4,2006,2050,80.0,15652.079999999994,0.013448415104128086
BEL,c1c2fceefafefe4c,BEL.3.4.4.10_1,36626.5,2006,2050,60.0,14650.6,0.010739155848709325
ITA,c1cb532c012da28a,ITA.11.42.027,34547.8,2010,2030,40.0,20728.68,0.01696592574647271
BEL,c1f8487b7fb5c09a,BEL.3.2.1.6_1,7939.3,2006,2050,100.0,0.0,0.015878083105551388
BEL,c20485ebaec5fee6,BEL.3.3.1.7_1,28720.0,2006,2050,45.0,15796.000000000002,0.008480382718125234
CHN,c20cd8f17bce16ee,CHN.46,37690000.0,2020,2050,100.0,0.0,0.023373891996774976
ITA,c2229b2596bca100,ITA.8.34.041,90718.1,2005,2030,42.0,52616.49800000001,0.014125104588171622
DEU,c23e8b87f2127eea,DEU.6_1,21112083.0,1990,2050,100.0,0.0,0.011619440301922523
ITA,c252d5a5106a8043,ITA.19.84.020,25062.4,2011,2030,63.0,9273.088,0.02604821376896216
CAN,c2826a8eca1dd1e0,CAN.46.13.047,122319.0,2021,2030,100.0,0.0,0.08005973889230611
CAN,c28a172135c6de35,CAN.48.06.016,15798473.0,2005,2030,60.0,6319389.2,0.018977980594807597
ITA,c2b0f4a023451584,ITA.19.87.021,19245.44,2011,2030,40.0,11547.264,0.01786680031720378
ITA,c2c8e484b12d6503,ITA.19.82.008,4972.5,2011,2030,40.0,2983.5,0.01786680031720378
USA,c2c998510738156c,USA.22.5.1600000US2505595,461499.0,2018,2050,100.0,0.0,0.021897148654116627
ITA,c2dcb02de0516575,ITA.8.99.001,112226.0,2010,2030,40.0,67335.59999999999,0.01696592574647271
CAN,c2f677fdd698e1d5,CAN.13.10.032,666378.0,2000,2030,50.0,333189.0,0.013607250893419964
BEL,c30070dfad5adef9,BEL.2.4.1.35_1,67696.03,2017,2030,40.0,40617.617999999995,0.026220339705550266
UKR,c30673bbcef6d8d2,UKR.46.02.003.001,225822.8,2015,2030,35.0,146784.82,0.020208453742089905
ESP,c30d3afa8f1fff60,ESP.10.46.46105,33462.8,2010,2049,50.0,16731.4,0.010450773046505324
ITA,c30ecbf844091771,ITA.19.87.002,37279.1,2011,2030,40.0,22367.46,0.01786680031720378
ESP,c31ebacc201275d6,ESP.05.35.35025,6997.7,2012,2030,40.0,4198.62,0.018868708060818307
BEL,c31edb415965e4f6,BEL.2.4.1.13_1,43135.75,2011,2030,40.0,25881.45,0.01786680031720378
ITA,c34061c5dda828be,ITA.8.40.041,25891.06,2010,2030,40.0,15534.636,0.01696592574647271
ITA,c3590eb0da935a7c,ITA.9.45.010,174919.8,2010,2050,20.0,139935.84,0.004568442580003218
ITA,c3b2770eaf7d84ec,ITA.5.28.037,113992.7,2007,2030,40.0,68395.62,0.014736758555106588
UKR,c3d99c4c15ee35fb,UKR.07.02.001,92575.0,2012,2030,34.05,61053.212499999994,0.01641339253286689
ITA,c3ecf0312634750d,ITA.8.33.027,47063.3,2010,2030,27.0,34356.209,0.01202254169919792
ESP,c3f3e94612f2b876,ESP.12.15.15080,9153.3,2010,2030,40.3,5464.5201,0.01707477562924664
ESP,c44cc7ff7bd9aca3,ESP.09.43.43171,119082.3,2005,2030,40.0,71449.38,0.01354986801622915
BEL,c4563183d9aa98d9,BEL.2.4.1.29_1,53819.4,2017,2030,40.0,32291.64,0.026220339705550266
BEL,c45a466019134335,BEL.2.1.2.14_1,230273.9,2012,2030,40.0,138164.34,0.018868708060818307
NZL,c476814015b38406,NZL.15.1_1,1776478.0,2018,2030,49.0,906003.78,0.03378967192435911
ITA,c47c640f3eac1138,ITA.19.81.014,27924.6,2011,2030,44.0,15637.776,0.01937708811769223
ITA,c488a6bc874e5f07,ITA.5.24.028,16361.0,2007,2030,42.0,9489.380000000001,0.015362763333424345
ESP,c4d2d3e566fc2a85,ESP.12.36.36022,20186.9,2015,2030,40.0,12112.140000000001,0.02268495988716035
ITA,c4db33c899f637d9,ITA.5.27.021,71943.1,2010,2040,50.0,35971.55,0.013607250893419964
ITA,c4e56e4613952ed6,ITA.12.59.006,38627.1,2010,2040,40.0,23176.26,0.011278873450424776
JPN,c4ea7cb8625836ad,JPN.35.750,3712000.0,2020,2050,100.0,0.0,0.023373891996774976
ROU,c5012cb75219e177,ROU.225.100004,26129.8,2012,2030,40.0,15677.88,0.018868708060818307
BEL,c506ec4ff1eef8ff,BEL.3.2.2.13_1,71876.2,2006,2030,50.0,35938.1,0.017037896605586855
ESP,c523ca48bde96699,ESP.10.03.03026,2612.649,2007,2030,40.0,1567.5893999999998,0.014736758555106588
USA,c5528e734f887b41,USA.13.1.1600000US1608830,2491478.0,2018,2050,100.0,0.0,0.021897148654116627
ITA,c578dffffa819551,ITA.11.41.067,111591.0,2005,2050,60.0,44636.4,0.01049925953902675
BEL,c5837ffad4b2e9e0,BEL.3.2.5.1_1,234820.9,2006,2030,45.0,129151.49500000001,0.015602279011970532
ITA,c5966163a525a6ac,ITA.5.26.055,91384.62,2007,2030,40.0,54830.772,0.014736758555106588
ESP,c5a69b67bc20d1b5,ESP.10.46.46106,2520.2,2010,2049,50.0,1260.1,0.010450773046505324
BRA,c5aa8d48894c576c,BRA.13_1,168700000.0,2020,2050,100.0,0.0,0.023373891996774976
ESP,c5b63fc54f21071f,ESP.10.46.46021,48652.7,2010,2049,50.0,24326.35,0.010450773046505324
ECU,c5df3b57e7b8c062,ECU.14.16_1,828495.0,2017,2050,30.0,579946.5,0.00798212086683825
CAN,c5e0b22350c6e9b6,CAN.24.23.027,3294964.0,2021,2050,100.0,0.0,0.02418956024899721
ESP,c6490c912470f90f,ESP.10.46.46014,23985.1,2010,2030,40.0,14391.06,0.01696592574647271
ITA,c649d513b0dddd59,ITA.8.35.039,35909.07,2007,2030,40.0,21545.442,0.014736758555106588
ESP,c67643b5efc4bd02,ESP.10.46.46172,9902.9,2010,2030,40.0,5941.74,0.01696592574647271
ESP,c683691dbadf5ef2,ESP.09.08.08019,2816775.0,2022,2050,100.0,0.0,0.025064211965874605
ITA,c68d04945b4e5110,ITA.19.82.063,24292.51,2011,2030,40.0,14575.506,0.01786680031720378
ITA,c6944aa15b8af84b,ITA.19.84.018,13456.0,2011,2030,40.0,8073.599999999999,0.01786680031720378
DEU,c69cf64c35e10c32,DEU.7.4_1,8358625.9,2013,2035,100.0,0.0,0.03200827973420961
ESP,c69d0803ac516664,ESP.12.15.15052,23979.0,2017,2030,42.0,13907.820000000002,0.02734068627082742
BEL,c6b1093d22c056ec,BEL.2.4.1.33_1,56692.1,2011,2050,85.0,8503.815,0.01589905686990467
EST,c6b2f302e809afc8,EST.1.20_1,4288406.0,2007,2030,40.0,2573043.6,0.014736758555106588
ESP,c6c3a5c2a9abe6cd,ESP.12.32.32024,7521.3,2007,2030,40.0,4512.78,0.014736758555106588
NOR,c6d0c9ce2cdfbe77,NOR.13.20_1,551173.5,2015,2030,80.0,110234.69999999998,0.03996366772178117
JPN,c6de4008579556b3,JPN.38.530,6611000.0,2020,2050,100.0,0.0,0.023373891996774976
HUN,c6e307cf3283ab8f,HUN.20.002.0032,86476.7,2009,2030,40.0,51886.02,0.016151535814308726
CHN,c6e9e97c5faf99b8,CHN.51.184,7638307.0,2019,2050,100.0,0.0,0.022611435601268326
PRT,c70cd532ce6e620b,PRT.13.7_1,28754.8,2010,2030,52.0,13802.303999999998,0.021156202036547445
UKR,c716ae9a3c628cb4,UKR.53.02.017,3497.5,2010,2025,25.0,2623.125,0.01498743870216579
CAN,c76cddabff3b343d,CAN.24.66.023,10324551.0,2021,2050,100.0,0.0,0.02418956024899721
ESP,c7735306f596aba4,ESP.12.15.15078,567360.2,2015,2030,41.0,334742.51800000004,0.023170336849196227
HUN,c77b001e563b591f,HUN.02.070.1265,208614.0,2012,2030,40.0,125168.4,0.018868708060818307
ESP,c77ce8da9652a48b,ESP.09.25.25255,1816.0,2005,2030,40.29,1084.3336,0.013633764475305288
USA,c78efa102b98bf32,USA.21.15_1,12592000.0,2005,2050,80.0,2518399.9999999995,0.013147605481073521
HUN,c7a2696f58e8114f,HUN.21.072.1922,3927.1,2018,2050,60.0,1570.8400000000001,0.014796006435927378
BEL,c7c589657c644c62,BEL.3.4.4.1_1,49321.0,2006,2030,41.0,29099.390000000003,0.014419205798848589
MDA,c7f3f5c4c8b5a05a,MDA.15.768,4943.6,2019,2030,61.0,1928.0040000000001,0.04424487470539584
PRT,c80cdcff3547a853,PRT.12.7_1,4084586.0,2002,2050,100.0,0.0,0.014545334937523746
ITA,c816a09c031d12da,ITA.3.16.008,43524.7,2005,2031,40.0,26114.819999999996,0.013025340110280892
ESP,c82e8ae562bb78c6,ESP.10.46.46253,225.6,2010,2049,50.0,112.8,0.010450773046505324
SWE,c846c25c380ceff9,SWE.14.1480,1802784.1,1990,2050,80.0,360556.81999999995,0.009844586655795684
ESP,c849d6f91a46210c,ESP.09.17.17020,20131.09,2005,2030,40.0,12078.654,0.01354986801622915
ESP,c84ad67e6a3e6ad2,ESP.10.46.46119,1486.0,2010,2049,50.0,743.0,0.010450773046505324
ITA,c85d2658b9f4e75e,ITA.8.36.015,173950.3,1999,2030,50.0,86975.15,0.013165430682974488
UKR,c85f4de012881e94,UKR.32.12.011.001,106729.1,2014,2030,32.0,72575.788,0.017503403749521196
ITA,c8a28783260b0762,ITA.8.40.032,42695.6,2007,2030,55.0,19213.019999999997,0.01923725894212791
ITA,c8b1ac38e105ef85,ITA.19.83.053,3619.9,2011,2030,40.0,2171.94,0.01786680031720378
JPN,c8baa72c68fc78e0,JPN.33.902,659027.0,2005,2050,100.0,0.0,0.015522512504275054
ESP,c8d6c32d75dd6cb6,ESP.12.15.15077,49447.7,2014,2030,40.0,29668.619999999995,0.021252193235536287
AUS,c8d79da171e22201,AUS.5.149_1,8998866.0,2020,2050,100.0,0.0,0.023373891996774976
ESP,c8ef1cdcc1108b5b,ESP.12.36.36049,29788.1,2010,2030,40.0,17872.859999999997,0.01696592574647271
USA,c941be1047c46a32,USA.48.34.1600000US5372905,2865220.0,2015,2050,85.0,429783.00000000006,0.017732112330244743
ESP,c95bfd81cabf7ea8,ESP.09.43.43104,16063.467,2005,2030,40.0,9638.0802,0.01354986801622915
BEL,c96504e43375f045,BEL.3.3.2.20_1,254423.4,2007,2050,68.0,81415.48799999998,0.012138047302195254
BEL,c97622b853b48a4f,BEL.2.2.2.15_1,170309.3,2011,2030,40.0,102185.57999999999,0.01786680031720378
ESP,c988e82f8dc56842,ESP.12.36.36039,78106.7,2016,2030,40.0,46864.02,0.024324869001833394
ESP,c98d8e3618eaeac0,ESP.05.35.35028,134323.1,2012,2030,40.0,80593.86,0.018868708060818307
JPN,c9a1d3778801bdd1,JPN.15.268,9110000.0,2013,2030,35.0,5921500.0,0.017809950212084757
BEL,c9a2cead4b60d10a,BEL.3.5.2.3_1,121186.0,2006,2049,85.0,18177.9,0.014409472581133231
USA,c9ad9b3fcf5b8cd1,USA.24_1,161033252.0,2005,2050,100.0,0.0,0.015522512504275054
ITA,c9e9485a4799da39,ITA.19.84.017,61825.31,2011,2030,40.0,37095.185999999994,0.017866800317204
SWE,c9efe748cd7f33b5,SWE.25.2580,285999.8,1995,2050,100.0,0.0,0.012682424393701153
BEL,ca147ce4ebbb28b4,BEL.3.5.2.8_1,30820611.0,2006,2050,80.0,6164122.199999998,0.013448415104128086
UKR,ca449c75e5e0ff4c,UKR.68.02.005.001,116604.5,2013,2030,31.0,80457.105,0.016010769750081533
ITA,ca48bc1e9c0219cc,ITA.19.85.013,47454.96,2011,2030,40.0,28472.976,0.01786680031720378
BEL,ca4b8f8bf2c0e18b,BEL.3.1.1.8_1,64316.6,2006,2050,80.0,12863.319999999996,0.013448415104128086
ESP,ca55699b79646b54,ESP.10.46.46061,1172.9,2010,2049,50.0,586.45,0.010450773046505324
BEL,ca6242d4082ceff5,BEL.2.2.1.10_1,172181.4,2011,2030,40.0,103308.84,0.01786680031720378
ITA,ca7e40619f0c0108,ITA.8.35.020,208953.0,2010,2030,41.0,123282.27000000002,0.017327901261305678
ESP,ca8b913942cf2093,ESP.14.30.30010,35186.2,2012,2030,30.0,24630.339999999997,0.014682537333243761
ITA,ca912b9ebc3f3c01,ITA.8.35.037,66262.6,2010,2030,42.0,38432.308000000005,0.01768744610159878
ITA,ca9f71e2d94ea82a,ITA.11.43.023,257650.6,2005,2030,50.0,128825.3,0.016350839811869022
ESP,caa8419061848d68,ESP.05.38.38040,40799.4,2012,2030,40.0,24479.64,0.018868708060818307
ESP,cabfa0c34c219712,ESP.01.41.41081,207282.4,2007,2030,40.0,124369.43999999999,0.014736758555106588
ESP,cad5cdf34cefcadd,ESP.10.03.03062,972.9049,2007,2030,40.0,583.74294,0.014736758555106588
KOR,cae26aebb6d04c76,KOR.3.6_2,73914000.0,2017,2050,100.0,0.0,0.021226606315364105
PRT,cae9ac1c7e780b42,PRT.15.6_1,1019253.5,2008,2030,40.0,611552.1,0.015411747273741838
USA,caf8b2ee03eb0fb1,USA.14.16.1600000US1754885,446941.3,2019,2030,60.0,178776.52000000002,0.04365356767031847
BEL,cb5489611083cb7a,BEL.3.4.3.9_1,20100.9,2006,2050,50.0,10050.45,0.009257705998790833
ITA,cb5dade68a3517bb,ITA.8.36.022,152665.7,1998,2030,40.0,91599.42,0.010570231718477041
ITA,cb6129e594501948,ITA.19.87.029,159004.7,2011,2030,40.0,95402.82,0.01786680031720378
ESP,cb66d3ac2ad79a6d,ESP.10.03.03121,102445.3,2007,2030,40.0,61467.18,0.014736758555106588
ITA,cb8603dd12b0e368,ITA.5.27.036,46764.5,2005,2030,40.0,28058.7,0.01354986801622915
ITA,cb9d9892bbef0484,ITA.19.82.050,12912.6,2011,2030,40.0,7747.5599999999995,0.017866800317204
ITA,cbcffa4b7267cca1,ITA.5.28.059,33322.1,2006,2030,25.0,24991.574999999997,0.009341005370091082
ESP,cbdc6b02d2685290,ESP.10.46.46088,329.6,2010,2050,50.0,164.8,0.010188177345910487
ESP,cbe8c9253f1394c9,ESP.11.10.10128,7773.4,2012,2050,50.0,3886.7,0.010727263318404345
CZE,cbed9d5423ed0ece,CZE.31.477.0990.552046,164742.3,2010,2030,40.0,98845.37999999999,0.01696592574647271
URY,cc04f8fcbb07efa1,URY.10_2,2240.9,2018,2050,36.5,1422.9715,0.00977100345618509
ITA,cc1ddf6b4f3d16f8,ITA.19.85.022,5272.6,2011,2030,43.0,3005.3820000000005,0.019003277629532356
ITA,cc2826fb557c9f91,ITA.19.82.081,3987.255,2011,2030,40.0,2392.353,0.01786680031720378
BEL,cc3ef24acf70f644,BEL.3.1.1.7_1,118392.3,2006,2030,40.0,71035.38,0.014118413069381885
POL,cc54e0e96453fd19,POL.12.33_1,1680878.0,1992,2030,40.0,1008526.7999999999,0.008893849875795334
ESP,cc5d0a883679615d,ESP.10.03.03030,2480.3,2007,2050,41.0,1463.3770000000004,0.008022467151572066
GRC,cc78de41168e6db5,GRC.1.2.07.08,305524.9,2010,2030,40.0,183314.94,0.01696592574647271
ESP,cc801d614e3f4def,ESP.10.46.46263,621.2,2010,2049,50.0,310.6,0.010450773046505324
USA,cc8ea5ae8b36428a,USA.10.43_1,36464163.0,2019,2030,50.0,18232081.5,0.03754823579391897
ESP,cc93a76de66c4238,ESP.10.46.46084,3010.4,2010,2030,40.0,1806.24,0.01696592574647271
USA,cc9d9f669adeba81,USA.5.1.1600000US0633000,1082891.0,2005,2030,55.0,487300.94999999995,0.01768475295469374
ESP,ccc22761e67c1ac9,ESP.09.25.25016,11094.3,2005,2030,40.0,6656.579999999999,0.01354986801622915
JPN,ccd7fea95a9a903e,JPN.21,13471000.0,2013,2050,100.0,0.0,0.018910284405250666
BEL,cce242c902f3ce9d,BEL.3.3.2.3_1,73262.2,2006,2030,52.0,35165.856,0.017599338915055718
ITA,cd10afb5bd6c92d4,ITA.5.27.009,12888.3,2005,2030,35.0,8377.395,0.012076523079759482
ITA,cd22c9e34f3afdcb,ITA.5.26.081,47669.9,2007,2030,40.0,28601.94,0.014736758555106588
BEL,cd23846870595637,BEL.2.1.1.26_1,73015.6,2011,2049,55.0,32857.02,0.011599786233278175
GBR,cd25b38200f80238,GBR.1.03.98,2009000.0,2020,2050,100.0,0.0,0.023373891996774976
ESP,cd46c547bd4ae593,ESP.16.20.20069,993235.8,2007,2030,40.0,595941.48,0.014736758555106588
UKR,cd4efbaa8145f6ca,UKR.21.10.023.001,397707.1,2015,2030,32.0,270440.828,0.018681131636089976
ESP,cd501dfb84f28fe2,ESP.09.08.08123,89200.0,2005,2030,55.0,40139.99999999999,0.01768475295469374
ESP,cd63787b7da5bbb0,ESP.11.06.06050,12764.6,2011,2030,40.0,7658.76,0.01786680031720378
ITA,cd65f2f93625d902,ITA.5.28.070,17207.1,2011,2030,30.0,12044.969999999998,0.01390442519840307
USA,cd98035e71b4ada0,USA.5.57_1,612651.0,1990,2050,80.0,122530.19999999997,0.009844586655795684
UKR,cd9d011da801ae76,UKR.74.06.001,13147.1,2012,2025,25.0,9860.325,0.01731305178338105
ESP,cd9d73c12dde949a,ESP.10.03.03049,10801.57,2007,2030,40.0,6480.942,0.014736758555106588
USA,cda14a2b9e993a35,USA.3.11.1600000US0477000,68400000.0,2020,2030,100.0,0.0,0.07177346253629313
BEL,cdad9e80869660fa,BEL.2.3.2.4_1,86715.77,2011,2030,40.0,52029.462,0.01786680031720378
ESP,cdb793717784df45,ESP.04.07.07038,23803.4,2005,2030,51.4,11568.4524,0.016728587872502754
JPN,cdb9456f1959784b,JPN.35.753,2554000.0,2013,2029,43.0,1455780.0000000002,0.022606390352926553
TUR,cde68a46eca5eb61,TUR.54,53150863.0,2022,2053,100.0,0.0,0.022611435601268326
ESP,cdeb572e53d3fce6,ESP.10.46.46143,9767.6,2010,2049,50.0,4883.8,0.010450773046505324
ESP,cdebf3fbec0dd479,ESP.12.15.15027,5694.1,2010,2030,40.6,3382.2954,0.01718340462275436
UKR,ce280034658f0c18,UKR.53.04.003.001,129115.6,2012,2030,40.0,77469.36,0.018868708060818307
DNK,ce384e4b29505bb6,DNK.2.1_1,1981565.0,2009,2030,100.0,0.0,0.03355778300702772
ESP,ce4dc8131398e06b,ESP.10.46.46197,3214.3,2010,2030,40.0,1928.58,0.01696592574647271
BEL,ce4e249445a95346,BEL.3.1.1.4_1,28528.6,2006,2030,42.0,16546.588,0.014717961039953265
ITA,ce7a0c168fa0e36d,ITA.3.18.182,224834.2,2005,2030,40.0,134900.52,0.01354986801622915
ESP,ce81401e6396b564,ESP.12.15.15044,6610.4,2010,2030,40.6,3926.5775999999996,0.01718340462275436
ITA,ce82c7c6a725ffcf,ITA.20.90.092,4857.2,2011,2030,41.0,2865.7480000000005,0.01824816827755149
ITA,ce93c3f1d7667e17,ITA.12.58.042,21929.69,2004,2030,40.0,13157.813999999998,0.013025340110280892
BEL,ce97f957a9a247bb,BEL.2.1.3.5_1,51727.2,2011,2030,40.0,31036.319999999996,0.01786680031720378
ESP,ce9fb2f977664989,ESP.12.27.27039,26617.0,2010,2030,40.0,15970.199999999999,0.01696592574647271
ESP,cea988fac55f9dc1,ESP.09.43.43155,174910.5,2005,2030,40.0,104946.3,0.01354986801622915
ESP,ceb33f444c701911,ESP.01.11.11025,18358.7943,2007,2030,40.0,11015.27658,0.014736758555106588
ESP,ceba980abbd7e228,ESP.11.10.10203,6119.0,2016,2050,50.0,3059.5,0.011996835977684972
CHN,cebf87ef41682095,CHN.32,806020000.0,2020,2060,100.0,0.0,0.017479692102686295
ITA,cec41f1654257dee,ITA.8.38.003,121246.1,2007,2030,40.0,72747.66,0.014736758555106588
JPN,ced306445a3783ee,JPN.18.1442,8796000.0,2013,2050,100.0,0.0,0.018910284405250666
ESP,cef0d9814bfe2af9,ESP.09.08.08199,4818.7642,2005,2030,40.0,2891.25852,0.01354986801622915
PRT,cf13821b0beb6436,PRT.15.15_1,213897.6,2009,2030,40.0,128338.56,0.016151535814308726
ITA,cf13c0241464fe5a,ITA.3.16.077,33789.78,2005,2050,20.0,27031.824,0.0040598089383232505
ESP,cf219b18044b8ca4,ESP.12.27.27010,23981.4,2018,2030,40.0,14388.84,0.028436155726361267
GBR,cf247eec8f8db6cc,GBR.1.04.134,8231200.0,2018,2050,100.0,0.0,0.021897148654116627
ITA,cf3c34fb00840010,ITA.9.47.014,429941.5,2013,2030,41.0,253665.48500000004,0.02041678755098575
ITA,cf4867d3a4b824ad,ITA.18.79.052,2583.9,2016,2030,42.0,1498.6620000000003,0.02536322882425668
ESP,cf6759911cc6677a,ESP.10.46.46904,1027.2,2010,2030,40.0,616.32,0.01696592574647271
USA,cf7273f9b5143081,USA.38_1,57257898.78,1990,2040,70.0,17177369.634000003,0.010669078028469725
ITA,cfb1d215334989d2,ITA.18.78.091,24299.8,2013,2030,100.0,0.0,0.041616010650583846
