iso,climactor_id,GDAM_id,baseline_value,baseline_year,target_year,target_value,target_year_emission,annualized_ambition
GRC,41cf598259fe41da,GRC.3.2.27.07,159569.5,2016,2030,40.0,95741.7,0.024324869001833394
ITA,41e835665611c061,ITA.1.4.029,112044.8,2005,2030,42.3,64649.849599999994,0.014210718513240073
ESP,42140a2369b04c89,ESP.09.17.17091,2925.993,2005,2030,40.0,1755.5957999999998,0.01354986801622915
USA,42387e8d24d1dbef,USA.29_1,39426304.2284938,2021,2050,100.0,0.0,0.02418956024899721
AUS,423aa57dcaa65ea6,AUS.5.100_1,7982.0,2008,2030,100.0,0.0,0.03200827973420961
ESP,4275a1e2f0b1ea84,ESP.09.25.25174,4461.0,2005,2030,40.0,2676.6,0.01354986801622915
ITA,42896a8b1d0bb342,ITA.5.26.091,88857.3,2010,2050,60.0,35542.920000000006,0.011819394222011281
CHN,429dcf4198417ab1,CHN.35,251894000.0,2020,2060,100.0,0.0,0.017479692102686295
ITA,42ab0fb8122844fc,ITA.18.79.134,3090.3,2016,2030,41.0,1823.2770000000003,0.02484575848683046
GRC,42b8b27bf4e3d709,GRC.1.2.11.01,300011.1,2012,2030,40.68,177966.58451999997,0.019143012265059545
ITA,42b904f138bcc236,ITA.6.30.046,56513.5,2014,2030,41.0,33342.965000000004,0.021706589893419226
ITA,42f2788d52a3703e,ITA.5.26.047,14448.3,2010,2030,40.0,8668.98,0.01696592574647271
ESP,42f4b66682d078ee,ESP.11.06.06131,5025.3,2016,2030,55.0,2261.3849999999998,0.03179904435711278
ARG,42fb1bc2b161f2af,ARG.30.084.0336,771216.96,2018,2030,32.58,519954.474432,0.023779670121420127
JPN,4332618b9593efa4,JPN.37.1255,1982000.0,2013,2030,40.0,1189200.0,0.019989654407636115
DEU,43374930a454f339,DEU.15.4_1,2.0,1990,2045,100.0,0.0,0.012682424393701153
ESP,434bec153d639ced,ESP.09.17.17135,3489.9,2005,2030,23.0,2687.223,0.008314945494678039
ESP,435b8e22e6d60dd6,ESP.01.23.23005,222497.7693,2007,2030,40.0,133498.66158,0.014736758555106588
ITA,4378d536e31f1145,ITA.19.84.028,40927.5,2011,2030,40.0,24556.5,0.01786680031720378
ESP,4382984e785da3cc,ESP.10.46.46258,2057.9,2010,2050,50.0,1028.95,0.010188177345910487
ESP,43868ccfe5d5cad6,ESP.12.27.27030,12587.7,2012,2030,40.0,7552.62,0.018868708060818307
BEL,439b6917a99b59af,BEL.3.2.2.2_1,70233562.2,2006,2050,80.0,14046712.439999998,0.013448415104128086
BEL,43a2ed42eaf7e851,BEL.3.1.1.13_1,48964.0,2006,2030,40.0,29378.399999999998,0.014118413069381885
ESP,43acb5e659a1b6a2,ESP.05.35.35022,241117.3,2012,2030,40.0,144670.37999999998,0.018868708060818307
ESP,43dcd73bf0160081,ESP.10.46.46221,783.3,2010,2030,40.0,469.97999999999996,0.01696592574647271
ITA,43e1938a2a556920,ITA.19.83.107,7918.621,2015,2030,40.0,4751.1726,0.02268495988716035
BEL,43e64b05855134b0,BEL.3.4.3.5_1,20163.8,2006,2050,60.0,8065.52,0.010739155848709325
ESP,43f526c72b18bc48,ESP.10.46.46019,23693.0,2009,2030,40.0,14215.8,0.016151535814308726
ESP,4402228f97a6968d,ESP.09.08.08305,163901.8,2005,2030,40.0,98341.07999999999,0.01354986801622915
ITA,440c6d2dec7edf89,ITA.8.37.042,49153.9,2009,2030,42.0,28509.262000000006,0.016838136179624152
BEL,440efbc35d51f500,BEL.2.4.2.27_1,57754.74,2011,2030,40.0,34652.844,0.01786680031720378
BEL,44207bc8cbebde74,BEL.2.4.1.3_1,110934.7,2011,2030,40.0,66560.81999999999,0.017866800317204
ITA,443ebd3ad93c01c2,ITA.3.97.015,4449.27,2005,2050,21.0,3514.9233000000004,0.004244992554902849
USA,444b40eaf6c319f7,USA.39.2.1600000US4261000,5987870.0,2003,2050,80.0,1197573.9999999998,0.012584627531866621
GBR,444eb76dfe2caf57,GBR.1.09.25,2229900.0,2005,2030,100.0,0.0,0.028113826656066543
ITA,446e57093dab47e6,ITA.19.87.012,7459.617,2015,2030,40.0,4475.7702,0.02268495988716035
ESP,447700037ab9273c,ESP.09.17.17102,4750.3,2005,2030,28.0,3420.216,0.009923315897995888
ITA,4482fc61b59c5091,ITA.8.36.003,61155.0,1998,2030,28.0,44031.6,0.007744209908612465
ITA,449386cc6a3af331,ITA.19.83.096,11126.34,2011,2030,40.0,6675.804,0.01786680031720378
UKR,44afe63a60e06024,UKR.44.10.001,36327.9,2016,2030,32.19,24633.94899,0.020133578726357237
MDA,44e624ad7f875706,MDA.33.970,3891.9,2019,2030,40.0,2335.14,0.031061016501513494
ITA,45131b7329298cc4,ITA.8.39.008,76861.9,2008,2050,60.1,30667.8981,0.01126845498997997
ESP,452d76099dbb08c5,ESP.01.11.11033,885435.9,2007,2030,40.0,531261.54,0.014736758555106588
ESP,452fce23edd3f209,ESP.12.32.32067,820.3,2007,2030,40.0,492.17999999999995,0.014736758555106588
ESP,456c3dd3a675a5ed,ESP.01.11.11028,214706.7938,2007,2030,40.0,128824.07628000001,0.014736758555106588
ITA,4575fb4752cc01ad,ITA.19.84.026,16988.71,2011,2030,40.0,10193.225999999999,0.01786680031720378
BEL,457e6d19d601a154,BEL.2.2.1.6_1,61552.0,2011,2030,40.0,36931.2,0.01786680031720378
ESP,45880b965da4c171,ESP.09.17.17192,3144.548,2005,2030,40.0,1886.7287999999999,0.01354986801622915
GBR,45b336ba09b2a75a,GBR.1.07.131,1016000.0,2015,2043,100.0,0.0,0.025064211965874605
ESP,45b70c1805dddf99,ESP.10.46.46238,24602.7,2010,2030,40.0,14761.619999999999,0.01696592574647271
ITA,45b84cdb03042bf2,ITA.19.83.018,1072.702,2015,2030,40.0,643.6211999999999,0.02268495988716035
ESP,45b8ad8b4cfbcf7b,ESP.12.36.36016,4397.4,2016,2030,40.0,2638.4399999999996,0.024324869001833394
GRC,45e16472eb19a8fa,GRC.7.1.71.08,127516.3,2018,2030,40.0,76509.78,0.028436155726361267
ESP,45e4928a715f0194,ESP.01,34866743.0,2005,2030,39.0,21268713.23,0.013259284816475425
ESP,45ea7bd1bd9bc985,ESP.09.43.43023,1614.1,2005,2030,40.0,968.4599999999999,0.01354986801622915
ITA,45ef45c6c81f70a3,ITA.3.13.128,2085.508,2005,2050,25.0,1564.1309999999999,0.004971060510761349
ARG,46078d61e3d2883f,ARG.62.035.0133,430088.68,2019,2030,15.11,365102.280452,0.012874720736828937
BEL,461eeca4a3aede63,BEL.2.3.2.8_1,120092.2,2011,2030,40.0,72055.31999999999,0.01786680031720378
USA,4620e4685284820a,USA.48_1,73801076.5601909,2021,2050,100.0,0.0,0.02418956024899721
ESP,463928d7a4e3de30,ESP.10.46.46112,1153.5,2010,2049,50.0,576.75,0.010450773046505324
CAN,4655714f2b267ed4,CAN.12.06.004,385000.0,2011,2050,81.0,73149.99999999999,0.015329823381224017
ITA,46605ef298b8a4c3,ITA.19.88.004,5641.175,2011,2030,40.0,3384.705,0.01786680031720378
CAN,46a8cbae2d8d2f45,CAN.59.53.023,555000.0,2017,2050,80.0,110999.99999999997,0.01797129177653578
ITA,46a928ec07555440,ITA.3.108.001,59319.0,2010,2030,40.0,35591.4,0.01696592574647271
ITA,46ae98f8d2bdac2f,ITA.8.33.002,37546.0,2010,2030,27.0,27408.579999999998,0.01202254169919792
ITA,4700d2bbb4236f08,ITA.18.102.007,113.0,2020,2050,60.0,45.2,0.015790155174676634
ESP,470eff9df91624d6,ESP.12.27.27064,3926.0,2020,2030,40.0,2355.6,0.034219694129380196
FIN,4714689dfa4dd12e,FIN.16.117,2448064.5,2015,2040,100.0,0.0,0.028113826656066543
ESP,4750c02c8df29723,ESP.10.46.46232,1738.5,2010,2049,50.0,869.25,0.010450773046505324
USA,47731539eab00049,USA.26.48.1600000US2938000,11300000.0,2005,2040,100.0,0.0,0.020001609421198996
BEL,47774f906eca0336,BEL.2.1.2.1_1,48486.1,2012,2050,80.0,9697.219999999998,0.01558831993655918
ESP,478dfb86fbbbaeae,ESP.10.46.46147,88598.63553,2016,2030,55.0,39869.3859885,0.03179904435711278
ESP,479a04d4858e15ba,ESP.10.46.46250,2891085.7,2012,2030,100.0,0.0,0.0392592260318434
SWE,47befe75a3656cae,SWE.05.0561,78034.0,1990,2025,55.0,35115.299999999996,0.01260029254170525
ITA,47d94624d0bf16c8,ITA.19.82.047,6150.2,2011,2030,40.0,3690.12,0.01786680031720378
PHL,47db8682cc96ab35,PHL.27.10_1,588266.08,2022,2030,55.0,264719.736,0.05631017276664241
ITA,47e00494d699b083,ITA.5.27.040,8127.9,2005,2030,40.0,4876.74,0.01354986801622915
ITA,480d92b504323990,ITA.19.89.016,55134.6,2017,2030,40.0,33080.759999999995,0.026220339705550266
ESP,481b1b339fd24af4,ESP.05.38.38026,171405.0,2009,2030,40.0,102843.0,0.016151535814308726
USA,483f1a40a3ed94d6,USA.24.27.1600000US2743000,5169281.0,2006,2050,80.0,1033856.1999999997,0.013448415104128086
ITA,484da85458a4675f,ITA.5.27.015,17760.0,2005,2030,40.0,10656.0,0.01354986801622915
ITA,485b31d4a9306c84,ITA.19.85.014,3816.71,2011,2030,40.0,2290.026,0.01786680031720378
NLD,489439d0e28ff709,NLD.14.21_1,490361.4,2010,2050,99.0,4903.614000000005,0.017352196103559203
ITA,48ccbdf9f3a55c81,ITA.5.27.005,69201.3,2005,2030,40.0,41520.78,0.01354986801622915
ESP,48cd88659bb32a10,ESP.01.11.11040,1654.9311,2007,2030,40.0,992.95866,0.014736758555106588
BEL,48ee4c6a503483ba,BEL.2.2.2.7_1,42341.0,2011,2030,40.0,25404.6,0.01786680031720378
ROU,4910960fcf8cb2c2,ROU.314.139704,179378.3,2009,2030,40.0,107626.98,0.016151535814308726
ITA,4923a334c37f87b2,ITA.1.4.003,119649.5,2001,2030,40.0,71789.7,0.01167006088951883
GRC,493822a629dbe71d,GRC.3.1.22.01,773309.7,2017,2030,40.0,463985.81999999995,0.026220339705550266
ESP,49467c8ffcc8ccc3,ESP.09.17.17147,50386.25,2005,2030,40.0,30231.75,0.01354986801622915
FRA,4969539c5cc343d4,FRA.76.081.1.81274,1647.3,2014,2050,40.0,988.3799999999999,0.009390265487446703
USA,4969574e10841139,USA.5.1.1600000US0653000,3542130.0,2005,2045,100.0,0.0,0.017479692102686295
ESP,497e6169d9ac33bd,ESP.10.46.46060,8914.2,2010,2049,50.0,4457.1,0.010450773046505324
ITA,498466ceb0fd53b2,ITA.14.94.033,8245.08,2005,2050,47.0,4369.892400000001,0.008598140167267676
ITA,498cb52bead0a973,ITA.10.54.013,281255.5,2008,2030,40.0,168753.3,0.015411747273741838
ESP,499bc4ac5d374f6b,ESP.09.17.17199,89131.54,2005,2030,40.0,53478.92399999999,0.01354986801622915
JPN,49b2d375d452a861,JPN.12.1086,13460000.0,2013,2025,34.0,8883599.999999998,0.0246889821501326
ESP,49b361e2aab12581,ESP.10.03.03904,5769.3,2007,2040,100.0,0.0,0.021226606315364105
BEL,49b84bedaccc2fee,BEL.2.3.4.6_1,43329.2,2011,2030,40.0,25997.519999999997,0.01786680031720378
ITA,49d85fde87d0e8be,ITA.19.83.095,10212.9,2011,2030,40.0,6127.74,0.01786680031720378
SWE,49eab5616b3955b9,SWE.07.0781,118423.3,1990,2030,40.0,71053.98,0.008447284564975455
UKR,4a053ec163089070,UKR.53.02.011.001,393444.6,2013,2025,32.0,267542.328,0.023405690796292067
AZE,4a3b169229c3e5f0,AZE.2.11_1,212086.6,2014,2031,31.0,146339.754,0.016010769750081533
BIH,4a4965044de079bd,BIH.2.8.2_1,34529.6,2010,2030,40.0,20717.76,0.01696592574647271
BEL,4a527a6aae34537a,BEL.3.3.3.18_1,41468.1,2006,2030,44.0,23222.136000000002,0.015309470499731193
PRT,4a581a3206932c35,PRT.13.4_1,72854.1,2010,2030,57.0,31327.263000000006,0.022810040399352305
ESP,4a5ac18a7623e087,ESP.09.17.17217,3225.0,2005,2030,30.0,2257.5,0.010549831729349979
JPN,4a5e10a4fe38d079,JPN.45.332,1872000.0,2013,2030,40.0,1123200.0,0.019989654407636115
ESP,4a6462754bced995,ESP.12.15.15034,16473.1,2016,2030,40.0,9883.859999999999,0.024324869001833394
ROU,4a779e6ce709619e,ROU.38.13757,18968.2,2013,2030,40.0,11380.92,0.019989654407636115
ITA,4a9bccb949507cdb,ITA.19.87.004,160727.3,2011,2030,40.0,96436.37999999999,0.01786680031720378
ESP,4aa42ed6cd54ba34,ESP.10.46.46179,4565.0,2010,2049,50.0,2282.5,0.010450773046505324
ESP,4ab44ac2898f69cd,ESP.10.46.46041,565.5,2010,2030,40.0,339.3,0.01696592574647271
ESP,4ac270302a875b6d,ESP.05.38.38006,251586410.0,2018,2030,40.0,150951846.0,0.028436155726361267
JPN,4adeac841b5662ab,JPN.37.1246,1320183.0,1990,2027,38.0,818513.46,0.008742957774369176
ESP,4af86b987d98f276,ESP.09.17.17221,26003.02,2005,2030,40.0,15601.812,0.01354986801622915
ESP,4b03de009621f55b,ESP.10.46.46146,4358.8,2010,2049,50.0,2179.4,0.010450773046505324
ESP,4b119278ff58816b,ESP.09.17.17009,29035.53,2005,2030,40.0,17421.318,0.01354986801622915
ITA,4b12428855dfd05a,ITA.8.40.005,44767.9,2007,2030,55.0,20145.555,0.01923725894212791
ITA,4b25b2a49e82c822,ITA.19.83.093,3466.5,2011,2040,50.0,1733.25,0.014079754523293353
ESP,4b295578dce2620e,ESP.10.46.46181,44026.3,2010,2049,50.0,22013.15,0.010450773046505324
ESP,4b38abd36e76f5f2,ESP.10.03.03027,921.0,2007,2040,100.0,0.0,0.021226606315364105
GRC,4b54e234bd7d177e,GRC.1.1.01.01,531051.4,2011,2030,40.0,318630.84,0.01786680031720378
ITA,4b5bba752b5a89db,ITA.19.83.061,5775.0,2017,2030,40.0,3465.0,0.026220339705550266
GRC,4b74c5dea9ec8d1a,GRC.6.2.69.05,2538.0,2012,2030,100.0,0.0,0.0392592260318434
BEL,4b833b5dc7d9dcdd,BEL.2.4.2.21_1,30885.06,2011,2030,40.0,18531.036,0.01786680031720378
BEL,4ba734e6ba70fc10,BEL.3.5.1_1,759120.4,2006,2030,40.0,455472.24,0.014118413069381885
UKR,4bad0cc04f67f5fa,UKR.61.06.043.001,80870.9,2016,2030,40.52,48102.01132,0.02459616113017682
IDN,4bc5ce4e28c4d23b,IDN.3.104,3747975.0,2018,2050,100.0,0.0,0.021897148654116627
LVA,4be7de60044423e3,LVA.46,20013.1,2008,2030,30.0,14009.169999999998,0.011997042454169105
USA,4bfe37eae9036299,USA.11.60.1600000US1304000,10060000.0,2009,2030,40.0,6036000.0,0.016151535814308726
ESP,4c1a1836d3ff4e10,ESP.04.07.07002,62495.7,2005,2030,55.0,28123.064999999995,0.01768475295469374
ESP,4c1a3b6544a90e15,ESP.10.46.46053,1126105910.0,2010,2030,40.0,675663546.0,0.01696592574647271
ITA,4c30a1ee215172f3,ITA.3.17.018,13302.8,2005,2030,40.0,7981.679999999999,0.01354986801622915
ESP,4c34580824443140,ESP.13.28.28058,455829.0,2014,2049,100.0,0.0,0.020001609421198996
ITA,4c4131ba3a3ac06d,ITA.8.35.002,79932.37,2010,2030,40.0,47959.422,0.01696592574647271
ITA,4c5b32ed6fc455e1,ITA.19.84.010,21376.29,2011,2030,40.0,12825.774,0.017866800317204
ESP,4c5d240c7cb5a3a2,ESP.05.35.35012,204072.5,2012,2030,40.0,122443.5,0.018868708060818307
ITA,4c7ac627fb0977ea,ITA.19.81.012,143587.5,2016,2030,40.0,86152.5,0.024324869001833394
ESP,4c881f65ed9ae0b7,ESP.09.08.08275,2039.599,2005,2030,40.0,1223.7594,0.01354986801622915
MDA,4c8dbfbbe59a23cd,MDA.21.691,3038.2,2019,2030,40.0,1822.9199999999998,0.031061016501513494
JPN,4cab60e7893f4325,JPN.35.743,18620000.0,2020,2050,100.0,0.0,0.023373891996774976
ITA,4cb418f778cecdc0,ITA.19.84.005,7304.66,2011,2030,40.0,4382.795999999999,0.017866800317204
ITA,4cc8993ca85bc49c,ITA.19.82.034,34557.0,2011,2030,40.0,20734.2,0.01786680031720378
ITA,4cd52941fc0c7393,ITA.5.26.001,19167.22,2007,2050,25.0,14375.415,0.005202873093870242
BEL,4ce627391225a2c9,BEL.2.1.3.27_1,162865.4,2011,2030,40.0,97719.23999999999,0.01786680031720378
MEX,4d11807e3f3e8155,MEX.18.4_2,523588.1,2018,2030,22.0,408398.718,0.016708963873128146
BEL,4d18b38d2e9e3523,BEL.3.3.2.12_1,73447.5,2006,2030,44.0,41130.600000000006,0.015309470499731193
MDA,4d2056a7d39976af,MDA.33.978,24301.6,2016,2030,40.0,14580.96,0.024324869001833394
ITA,4d2eaa193f1f0ed9,ITA.3.18.122,21282.6,2005,2030,40.0,12769.56,0.01354986801622915
ESP,4d3a8d27be56789d,ESP.12.27.27049,8099.7,2010,2030,40.0,4859.82,0.01696592574647271
ITA,4d6271a7efa20413,ITA.19.89.009,48623732.22,2011,2030,40.0,29174239.332,0.01786680031720378
USA,4d637588935ba992,USA.5.33.1600000US0655254,432126.0,1990,2050,80.0,86425.19999999998,0.009844586655795684
JPN,4d641cc850f3d0c6,JPN.10,11310000.0,2013,2030,60.0,4524000.0,0.028033004753126534
ESP,4d7a9c7ca6ccab37,ESP.12.27.27043,6235.4,2010,2030,40.0,3741.24,0.01696592574647271
ITA,4d9a74b8f3023ba7,ITA.5.26.089,64135.4,2007,2030,40.0,38481.24,0.014736758555106588
ITA,4df7629aa1a67e65,ITA.8.35.038,27212.36,2007,2030,40.0,16327.416,0.014736758555106588
ESP,4e06b403326a8c2a,ESP.10.46.46007,32759.0,2010,2030,40.0,19655.399999999998,0.01696592574647271
ITA,4e0c7be01d244851,ITA.3.13.136,24786.2,2005,2023,25.0,18589.65,0.012474023596112493
BEL,4e124472e894b609,BEL.2.2.2.2_1,112478.4,2011,2030,40.0,67487.04,0.01786680031720378
ITA,4e304d5513be8f2f,ITA.19.83.092,12591.23,2011,2030,40.0,7554.737999999999,0.01786680031720378
ITA,4e3e2e2aafafd31f,ITA.5.28.001,123181.7,2003,2050,80.0,24636.339999999993,0.012584627531866621
IDN,4e4eadd84963dec2,IDN.21.34,12724505.08,2020,2030,17.55,10491354.43846,0.016300790415655353
USA,4e7c2580122105cc,USA.44.43.1600000US4858016,3843853.0,2017,2040,100.0,0.0,0.03059554475200943
ESP,4e9e3e72b3aeb5ea,ESP.06,4084620.0,2005,2030,26.0,3022618.8,0.009287330917828296
UKR,4e9e59d47c3d0b67,UKR.51.04.001.001,178269.4,2015,2049,35.0,115875.11,0.008865675009356533
ESP,4ec83dcb7abdfbdf,ESP.12.32.32019,47860.3,2007,2030,40.0,28716.18,0.014736758555106588
ITA,4f15e917ae47da20,ITA.19.82.061,3221.597,2011,2030,40.0,1932.9582,0.01786680031720378
BEL,4f17afd679655386,BEL.3.3.4.1_1,17398.2,2006,2050,63.0,6437.334,0.011165970492583277
ESP,4f3407afe72f361c,ESP.04.07.07011,443118.7,2007,2030,40.0,265871.22,0.014736758555106588
USA,4f3615033dc5e619,USA.24.27.1600000US2718116,925063.0,2010,2050,100.0,0.0,0.017479692102686295
ESP,4f38167e0770c9a7,ESP.11.06.06015,712205.9,2008,2025,25.0,534154.425,0.013212616554775902
ESP,4f40d38af284d52a,ESP.12.27.27058,23421.6,2010,2030,40.0,14052.96,0.01696592574647271
UKR,4f494bbbe4f3d044,UKR.26.08.017,38867.9,2016,2030,30.0,27207.53,0.01891700620110659
MEX,4f49cea99b6792af,MEX.14_1,38882000.0,2019,2050,100.0,0.0,0.022611435601268326
ESP,4f4f6c867b12a8d1,ESP.04.07.07020,25811.5,2005,2030,54.9,11640.9865,0.017658481985923347
ESP,4f5ccc5c1565cf15,ESP.10.46.46203,5590.0,2010,2049,50.0,2795.0,0.010450773046505324
ITA,4f747cb57f5464c1,ITA.5.27.022,23147.3,2005,2030,40.0,13888.38,0.01354986801622915
BEL,4f835bf95a7c5526,BEL.3.4.2.5_1,30826.3,2006,2050,60.0,12330.52,0.010739155848709325
ESP,4f9bf56b4771ce49,ESP.12.36.36043,20971.7,2013,2030,44.0,11744.152000000002,0.021681291109137968
ITA,4fa396b4f3cf3444,ITA.6.30.063,10293.6,2013,2030,20.0,8234.880000000001,0.010782514247816843
TWN,4fa3ca6ffb20d3af,TWN.2_1,6614697.07,2005,2050,100.0,0.0,0.015522512504275054
ESP,4fa8844c0700fcce,ESP.04.07.07019,6956.2,2005,2030,46.0,3756.348,0.015252609038021392
ESP,4fc205aae1faddaf,ESP.10.46.46035,159291.1,2010,2049,50.0,79645.55,0.010450773046505324
ESP,4fc4518614a061d0,ESP.11.10.10067,48854.5,2014,2025,25.0,36640.875,0.02049293216846504
ESP,4fcc146b499f2ed1,ESP.09.08.08067,29017.27164,2005,2030,40.0,17410.362984,0.01354986801622915
BEL,4fd6db53855b2adf,BEL.3.4.4.2_1,37782.5,2006,2050,60.0,15113.0,0.010739155848709325
ESP,4fdbda3e4d82e521,ESP.12.27.27033,3638.2,2016,2030,40.0,2182.9199999999996,0.024324869001833394
ITA,4ff6d82014884070,ITA.8.37.051,20972.3,2008,2050,58.0,8808.366,0.010950591360902484
ITA,4ffff8bfdd1ad00e,ITA.7.9.064,29032.9,2005,2030,40.0,17419.74,0.01354986801622915
ESP,5001aba2677dd1b0,ESP.05.35.35005,3978.5,2012,2030,40.0,2387.1,0.018868708060818307
ITA,500575ba206da3a0,ITA.19.84.019,1523.346,2011,2030,40.0,914.0076,0.01786680031720378
VNM,500eceec6994311b,VNM.18.1_1,505711.0,2021,2030,9.0,460197.01,0.009621289435053804
HRV,503fac283dd20859,HRV.18.10_1,38843.1,2012,2050,80.37,7624.900529999996,0.01564320182892387
ITA,50421731a72e52fc,ITA.5.23.060,23266.8,2012,2030,40.0,13960.08,0.018868708060818307
ESP,5078197806590e9b,ESP.12.32.32084,2819.9,2007,2030,40.0,1691.94,0.014736758555106588
USA,5082d99d638b7ec0,USA.12_1,17340247.9746129,2021,2045,100.0,0.0,0.029302236643492074
ITA,50a99d65d72c93fc,ITA.8.34.013,84618.0,2008,2050,49.7,42562.85399999999,0.009652552673540038
BEL,50c384807e43fe13,BEL.3.4.5.5_1,14069.0,2006,2050,70.0,4220.700000000001,0.012132744764124404
GBR,50c47fe37be75ccd,GBR.1.06.133,7095576.0,2018,2045,100.0,0.0,0.026004484707038644
UKR,50dc264db1fda8a4,UKR.12.14.025,29614.4,2016,2030,30.0,20730.079999999998,0.01891700620110659
BEL,50e709b2bfa5f3b7,BEL.3.3.3.10_1,46378.7,2006,2030,50.0,23189.35,0.017037896605586855
HRV,50f908c832454e45,HRV.4.7_1,2906189.0,2008,2030,40.0,1743713.4,0.015411747273741838
ESP,510945dcddfbf2ec,ESP.10.12.12126,88534.8,2008,2030,40.0,53120.88,0.015411747273741838
ITA,510ee056fd5e9496,ITA.1.96.038,2619.9,2014,2025,50.0,1309.95,0.03754823579391897
ITA,517b7c6090f1c2c6,ITA.19.82.033,3712.8,2011,2030,40.0,2227.68,0.017866800317204
ITA,51952cbfeb1a464d,ITA.19.82.062,3068.995,2011,2030,40.0,1841.397,0.01786680031720378
USA,5195c7160a6a440b,USA.39.48.1600000US4206088,1171000.0,2017,2030,60.0,468400.0,0.0368156337251444
USA,5198d40443c714a9,USA.14.16.1600000US1724582,1056169.0,2005,2050,100.0,0.0,0.015522512504275054
PHL,51a5fed2d1f4f74d,PHL.66.5_1,74463.0,2016,2025,30.0,52124.1,0.02958065156902956
ITA,51b560ec6e6fd9b6,ITA.3.97.063,6967.522,2005,2050,20.0,5574.0176,0.0040598089383232505
ESP,51c044f300038a10,ESP.09.17.17176,913.5,2005,2030,32.0,621.18,0.01116716186728528
BEL,51d18792657b7e38,BEL.2.1.1.16_1,88664.2,2012,2030,40.0,53198.52,0.018868708060818307
ITA,51d1c6932b78a9b2,ITA.3.19.078,3366.6,2010,2030,62.0,1279.308,0.024414579486432997
USA,51dc95c96c80619a,USA.6.31.1600000US0830835,480000.0,2007,2050,80.0,95999.99999999999,0.013763311512757781
BEL,52442073a3568a85,BEL.2.1.2.5_1,189345.6,2011,2030,40.0,113607.36,0.01786680031720378
ITA,5253987fb341dc00,ITA.19.87.043,8385.3,2012,2030,40.25,5010.216749999999,0.018969701169556208
MDA,52be8fb0c3a43263,MDA.34.956,819.3,2017,2030,30.0,573.5099999999999,0.020386897344028876
ITA,52c8c2abf0709643,ITA.8.37.056,48424.71,2008,2030,40.0,29054.825999999997,0.015411747273741838
ITA,52cb9da6ea19afe8,ITA.8.34.033,33327.8,2005,2030,40.0,19996.68,0.01354986801622915
JPN,52e98a31d8f134bb,JPN.38.540,203000.0,2013,2030,26.0,150220.0,0.013687636695487004
JPN,52fb2eca6a2e0b36,JPN.44.1178,6437062.0,2020,2050,100.0,0.0,0.023373891996774976
BEL,52fd998d311b22d7,BEL.2.1.3.23_1,82664.5,2011,2030,40.0,49598.7,0.01786680031720378
CHN,53207b1615e61030,CHN.23,263812000.0,2020,2030,100.0,0.0,0.07177346253629313
HRV,53446eae09490796,HRV.13.23_1,30566.7,2019,2050,100.0,0.0,0.022611435601268326
GBR,5365ebc2552c0e89,GBR.1.05.90,1985771.0,2020,2030,100.0,0.0,0.07177346253629313
BEL,536c528b0b34656b,BEL.2.4.2.5_1,35231.06,2011,2030,40.0,21138.636,0.01786680031720378
BEL,5387a8070a859bfb,BEL.2.2.1.13_1,27885.9,2011,2030,40.0,16731.54,0.01786680031720378
PRT,539c6360ee8bd9f8,PRT.11.6_1,226615.2,2009,2030,30.0,158630.63999999998,0.012571906662961041
JPN,53a9c67352b795a4,JPN.42.235,2208000.0,2013,2030,51.0,1081920.0,0.024537964031851933
DEU,53a9e83f8c306b96,DEU.1.40_1,4857120.7,2009,2035,100.0,0.0,0.0270180507087725
ITA,53c096683e50d358,ITA.19.84.009,18579.05,2011,2030,40.0,11147.429999999998,0.017866800317204
BEL,53d0d496815c4e08,BEL.2.2.2.3_1,109343.7,2011,2030,40.0,65606.22,0.01786680031720378
ESP,53df3858d5814b57,ESP.12.32.32045,12191.2,2010,2030,42.0,7070.896000000002,0.01768744610159878
USA,53efeec28883b954,USA.31.9.1600000US3432250,270041.0,2017,2030,100.0,0.0,0.054766076481646664
ESP,53f71120b7eeb103,ESP.12.15.15002,96673.3,2015,2030,40.0,58003.98,0.02268495988716035
COL,541ba72a399e3ca9,COL.4.2_2,6165892.0,2021,2050,100.0,0.0,0.02418956024899721
DNK,543c367dc7f3999c,DNK.4.17_1,334502.3,2008,2030,30.0,234151.61,0.011997042454169105
CAN,543d8575ff0d7d60,CAN.59.15,14867566.0,2010,2050,100.0,0.0,0.017479692102686295
ESP,543f2196e873b58d,ESP.04.07.07001,27789.1,2005,2030,40.0,16673.46,0.01354986801622915
BEL,545706ae20ca5f00,BEL.2.2.1.16_1,123996.1,2011,2030,40.0,74397.66,0.01786680031720378
USA,5465b01eaafb85c9,USA.33_1,156048534.431453,2021,2050,100.0,0.0,0.02418956024899721
JPN,548a29e6b5cabd6c,JPN.29.602,15722000.0,2013,2050,100.0,0.0,0.018910284405250666
ESP,5492ba76af136bb1,ESP.12.32.32044,2033.9,2010,2030,40.0,1220.34,0.01696592574647271
ITA,549b7adb9f9abc3e,ITA.19.82.069,1945.0,2011,2030,79.0,408.44999999999993,0.031117254385039095
ITA,54a0ca1bf6410f02,ITA.8.38.010,40527.0,2013,2022,90.0,4052.699999999999,0.07392171080640186
